distribution_id,distribution_key,title,type,user_role,created_by_user_key,school_key,district_key,organization_key,expiration_date,expire_offset,active,allow_direct_pay,allow_reimbursements,allow_marketplace,is_shared
22,f0f5f4b9-3481-49c9-aa5e-8e414c6037c6,Car Sunshade,Contributor,contributor,f619d4c9-b373-446d-b99c-f298bb001b95,422fe805-92ae-4dc8-ba39-b181d41682e1,29e4e3b0-2435-428d-b771-5cf22420b7fe,6602bea8-5656-48bd-b521-0e2cff9d3749,2025-01-28 05:38:09,After activation,1,1,1,1,1
23,015af7ba-0a05-48fd-87f9-ef1244924ec2,Home Office Chair,Partner,moderator,34aa33f0-fb3c-4198-a40b-4c42d4495917,bd04dd52-f572-4e8b-8eba-a95ad180a681,ddf2cf1b-e438-4a8e-a23e-c3e2163a43d6,ace7a003-3088-4985-8ccc-91ea942d717d,2025-01-15 09:22:13,7 days,1,1,1,1,1
24,311bd1e3-ab74-49fb-8692-5c6786edf303,DIY Lip Balm Kit,Subscriber,admin,34aa33f0-fb3c-4198-a40b-4c42d4495917,d9237068-4911-4bb2-8873-9714f84f1b48,7873e3e9-29d3-4ac7-a229-3d754f5a3d6c,35bdeb80-87d9-43f0-8ad1-d394eafc24e5,2025-08-28 21:41:39,After payment,0,0,0,0,0
25,3bd5c072-3010-4a6c-9186-59b476271766,Hummus,Operator,editor,34aa33f0-fb3c-4198-a40b-4c42d4495917,ec03d744-452f-41cb-a37f-3bd216ee1d32,221e64fe-0dad-47c8-b234-c677e662873c,4a52062c-8348-49d6-9873-c7e7e4cc18fa,2025-02-24 00:25:04,2 years,1,1,1,1,1
26,180246f1-c648-4829-a568-2627d5acfb05,Chia Seeds,Admin,user,34aa33f0-fb3c-4198-a40b-4c42d4495917,7a937882-988a-4a3b-a041-05c5bb0e1772,6d99bce7-fada-4530-aa0f-883e5ba642c5,639e6e06-8d91-4cd9-a050-e75791b5fbe3,2025-05-26 17:09:11,End of year,0,0,0,0,0
27,89dd67fd-71b4-47c4-985d-782e4f1dfd44,Beef Sirloin Steak,User,guest,34aa33f0-fb3c-4198-a40b-4c42d4495917,9d90d663-4283-4d98-8d8a-def5272dbabb,013ab5ba-26dd-458d-93fa-ec349a2b5583,969b4721-9052-4694-8422-685925d10d9e,2025-09-15 19:55:43,30 days,0,0,0,0,0
28,48ec496d-d363-4a98-8d79-84acb444766e,Electric Nail File Kit,Editor,viewer,34aa33f0-fb3c-4198-a40b-4c42d4495917,fb076aa9-f786-412c-8c2e-fc682b185339,51d34ff7-0743-4793-9a32-8018309fa955,a6847f81-493b-4111-99b6-4350f7ba1aea,2025-06-02 03:58:14,60 days,0,0,0,0,0
29,9916a598-9fd1-4978-90dc-d114c9fd72db,Himalayan Salt Grinder,Moderator,manager,34aa33f0-fb3c-4198-a40b-4c42d4495917,7ba21774-b67f-4446-803e-a3083ae47246,a33b3350-dc67-4b9f-b87a-6d7094a55241,ba1b551b-c4ef-4593-84d9-ab646ec5bac4,2025-04-30 23:20:21,1 year,0,0,0,0,0
30,cc57b9bc-e2d9-47fc-bb37-58f62f46d8ea,Buffalo Chicken Dip,Support,developer,34aa33f0-fb3c-4198-a40b-4c42d4495917,5303c2e1-a119-460a-ab8b-d9d13f50c514,2a744321-60b3-446e-9688-c0ad9dbe33dd,3d247077-b21b-40c9-b818-9b4f70a1daad,2025-04-08 07:18:07,90 days,1,1,1,1,1
31,3284caf7-7f97-484e-854d-c013a9df7529,Ginger Turmeric Tea,Customer,moderator,34aa33f0-fb3c-4198-a40b-4c42d4495917,79129504-61a6-4986-bd94-888c2c76547d,d583d24e-d641-4b9a-b980-f98a25616d80,4e5c5ac3-3bb6-4382-9c8c-df6da54b1ce4,2025-01-01 16:39:00,3 months,1,1,1,1,1
32,6235aea3-eb74-4cad-9e13-85d4f182e981,Pet Camera with Treat Dispenser,Vendor,manager,34aa33f0-fb3c-4198-a40b-4c42d4495917,82b7d8d2-2603-4e88-9f80-76883a4fc2c9,cafbc6fb-5bbe-416b-b237-f9c0b4e7610f,859fec3d-9e2e-4551-90ba-9090f8c240d0,2024-12-19 12:14:41,12 months,1,1,1,1,1
33,ba107815-587b-49e1-8c8d-a3346a120e1d,Garden Hose Reel,SuperAdmin,user,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,3470c172-ab0b-4a9e-b419-48313f804813,4218028e-b8ee-4e84-add0-de76426ef9d2,ce0bc50c-1024-4cfd-8e97-4a7673baa5f7,2025-01-11 21:39:08,6 months,1,1,1,1,1
34,ace7a003-3088-4985-8ccc-91ea942d717d,Silicone Ice Cube Tray,Author,support,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,062d0caa-e50f-4117-a0c1-943e74ff4f0f,911adedb-3f4c-4b56-93a0-07f68a6bfae0,222662da-af0c-412c-be03-0b34a891d02b,2025-02-09 01:40:59,24 months,1,1,1,1,1
35,1d29ad1f-3bad-40bb-8998-b182b93726e0,Tuna Fish (canned),Manager,viewer,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,58d24122-d382-4840-93be-da45e9ed68e5,c12f02c1-0c2e-49c8-9800-9636b0cd0df2,22e68886-15c6-4441-8b7f-0c35a8505c15,2025-07-17 02:51:22,On renewal,0,0,0,0,0
36,3daaa036-8ea2-43ab-82ba-3c58e257e786,Fresh Basil Pesto,Viewer,admin,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,7bc81df1-18b0-4373-b036-02bb83c6f7c7,f244334d-cdd7-4ad4-bae5-de428ba4562e,49616923-33aa-47d1-86b5-6049ebf14930,2025-02-15 11:34:18,14 days,1,1,1,1,1
37,1c683c97-3709-4a51-a420-6b6ec9961282,Pineapple Salsa,Analyst,editor,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,b4cec270-4e79-4ee6-9a5e-0c3bb4395018,bf9e822e-2d5e-480d-836e-d5add18e8346,f244334d-cdd7-4ad4-bae5-de428ba4562e,2025-09-17 20:17:18,Immediate,0,0,0,0,0
38,9945f540-1ab1-4fad-bfa3-7a857adf713d,Cranberry Lime Sparkling Water,Guest,developer,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,eac23306-495f-44cc-861c-2df85a794437,388575ef-d613-4e0c-9ada-c60227963bac,ba365cfc-cf5f-4862-8c6a-346773dcda60,2024-10-22 00:31:51,Never,1,1,1,1,1
39,b7ddd68b-88a5-4c91-a7f7-98c7ab340555,Kids' Art Supplies Kit,Member,guest,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,771d51ec-6fc0-4094-8f35-5dc14d9e301e,fb496847-57db-4089-b599-b10ac15d3f0e,6ea86026-42ef-4b52-a6a0-cb26dda6ac71,2025-05-19 10:19:26,180 days,0,0,0,0,0
40,d6ba4c1e-8285-4809-a9eb-aeafe5062a27,Portable Air Purifier,Developer,contributor,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,d746208d-f2d3-4571-8c3b-b53f833d9f13,0f8d7b2a-e216-4562-b415-dfbe9498deea,92112d10-6d20-4f11-a9bc-834272efb7c1,2025-03-24 05:23:07,Custom,1,1,1,1,1
41,38cb1c66-1498-45f2-8093-ed9615bc4da0,Almond Butter Granola Bars,Member,guest,7b39eaac-db88-44d3-b216-6c3ddf01aa93,9497da7d-9489-42ef-80ba-df3409897ce9,570575ec-5931-40eb-8865-fcef30592421,639e6e06-8d91-4cd9-a050-e75791b5fbe3,2025-01-10 00:13:11,On cancellation,1,1,1,1,1
42,f089fa38-0702-4e6e-b6c2-f97c9f580bf1,Multi-Purpose Plant Care Tool,Subscriber,viewer,aa5348cd-e869-4fcc-8e9e-a50933f66767,7b40756a-1fc4-463f-9ce3-2e2855e9351b,a31cf8ba-d796-45d4-a619-dad4a23a35da,75101407-ca2c-446a-9279-bedd8893b7a1,2024-12-13 01:16:06,End of month,1,1,1,1,1
43,75822ef9-4c79-42be-afe1-dbc1e7b080d9,Flavored Rice Cakes,Customer,manager,aa5348cd-e869-4fcc-8e9e-a50933f66767,210d796f-aaec-462e-a382-55589240148c,f7a996ff-ab25-4819-9352-c9e9a040f7d1,545d941b-105f-4b5c-b0ec-0dd848d39281,2025-08-01 15:54:35,On cancellation,0,0,0,0,0
44,61752bf1-34c2-4004-9df4-5f4b929de327,Beach Cover-Up,Operator,developer,aa5348cd-e869-4fcc-8e9e-a50933f66767,38073b61-4fa6-416a-8a6d-2a7dfbc31501,01e53690-f4de-4fc2-b92f-a5bfe48131b9,94916917-05a3-4999-8f0f-37f146369c70,2025-05-28 23:39:57,2 years,0,0,0,0,0
45,013ab5ba-26dd-458d-93fa-ec349a2b5583,Eco-Friendly Yoga Mat,Editor,support,aa5348cd-e869-4fcc-8e9e-a50933f66767,cf54fb41-6ce5-449e-962d-2c8983ac311a,02c33da5-44b7-4841-bc6e-b7383a4c7d00,6a867843-e45d-4246-9aaf-7e48d7454f35,2024-12-18 10:14:44,Custom,1,1,1,1,1
46,f6496c7b-16b3-4b62-86ab-24a414b85dcc,Cajun Seasoning,Analyst,contributor,aa5348cd-e869-4fcc-8e9e-a50933f66767,88a4de6e-88a7-4bf8-b210-2b73aac760af,59aba760-8653-44dc-bd3c-e5b285470751,57e87489-18ed-4191-838a-c8ef7530dd6e,2025-04-24 16:59:00,12 months,0,0,0,0,0
47,2a5e6fe1-909e-4e60-b7f7-51230d62504f,Peach Fruit Cups,Developer,moderator,aa5348cd-e869-4fcc-8e9e-a50933f66767,621bda92-406a-417c-a8e1-6102aff02745,1013484e-88cc-4a66-82dc-050bc6c819ee,7b39eaac-db88-44d3-b216-6c3ddf01aa93,2025-06-19 09:50:57,End of year,0,0,0,0,0
48,bb48e3ef-641e-4464-8364-493602b5eda6,Car Diagnostic Scanner,Manager,admin,aa5348cd-e869-4fcc-8e9e-a50933f66767,d5ed1c85-5c59-427c-a646-d454236efac4,3ffcb7ae-dcf6-4a32-a25a-41bd4b0bd021,c4f9b815-dd11-422f-a2b1-bed7c67fd1ff,2025-09-30 06:05:43,1 year,0,0,0,0,0
49,32cfab91-65d7-4afe-a7c0-239257dfe2de,Herb Garlic Butter,Contributor,editor,aa5348cd-e869-4fcc-8e9e-a50933f66767,b919fa3d-a3bb-4ede-9563-9500c32d888a,3896c02c-34c2-40ca-ad71-898e3d2a3fe9,639e6e06-8d91-4cd9-a050-e75791b5fbe3,2025-04-27 15:03:30,Never,0,0,0,0,0
50,12162e55-e7cf-424d-a865-00a4c311351e,Scented Soy Candles,Moderator,user,aa5348cd-e869-4fcc-8e9e-a50933f66767,34916de5-67bb-4e2c-9c46-e4d44abe7d93,04a664d4-0ce7-4382-8e2f-8e609584b3b0,a8d81f55-3270-4bc1-880e-7be5e4c94351,2025-09-22 16:40:42,End of month,0,0,0,0,0
51,4c7c1ba3-37be-4337-ad6c-03a9301f18fe,Pumpkin Spice Creamer,User,manager,0ed71cc8-afbe-4feb-91af-88351cdbf944,e0f47943-f9f1-4ed9-b790-0ab566e4ad8a,35bdeb80-87d9-43f0-8ad1-d394eafc24e5,e9707915-3853-415d-84da-2e6d692ddaa7,2025-06-26 23:13:44,14 days,0,0,0,0,0
52,172a078d-1c08-4dbe-af46-8c22716fded8,Elegant Maxi Skirt,Support,developer,0ed71cc8-afbe-4feb-91af-88351cdbf944,15f9454f-f925-4df4-90f8-04b120b4e0fb,b283ba8c-df42-4065-acb7-47933ebdea8b,b9dee990-beb4-4d11-878a-1dfaf8bb2222,2025-06-28 01:58:09,7 days,0,0,0,0,0
53,24019a39-da6e-4d02-a6bd-db8b1ea28617,Sweet Potato Mash,Partner,moderator,0ed71cc8-afbe-4feb-91af-88351cdbf944,0367545f-8675-4293-83b8-ab9a4df79d9c,9309fdf5-d64f-40d8-ab62-9b5ae48bc089,436756e5-c6f8-4d7d-930b-14181e14f49b,2024-11-15 20:37:46,90 days,1,1,1,1,1
54,f6817881-d619-4137-af63-c18348ab67df,Face Mask Set,Author,viewer,0ed71cc8-afbe-4feb-91af-88351cdbf944,78748412-4ceb-4ddb-b349-29131896b28e,00cdd493-d972-43f6-a2ca-d5e99b814f7e,b6551a7b-eb0f-4d79-939d-8b95245dfb0f,2024-10-12 14:56:21,60 days,1,1,1,1,1
55,4e4c50f7-0042-414e-8716-2e3c1bc50d89,Black Olives,Consultant,admin,0ed71cc8-afbe-4feb-91af-88351cdbf944,ffba5175-fc93-4e1d-a3db-1aab782788e2,c599fcff-ae4c-4e33-9b48-3d40fd5ddfe8,b45f4ad2-5845-4af6-b3f0-1fcaacea65cc,2025-06-20 20:25:36,3 months,0,0,0,0,0
56,c532c72f-7822-4c92-beda-5a3ced800565,Memory Card,Viewer,contributor,0ed71cc8-afbe-4feb-91af-88351cdbf944,b83e1c13-f860-435e-a327-2269d92104e8,d1586263-c213-4c7d-a6d7-ebbf2e1d600d,446c2d70-ebc5-40e6-9516-f8cf0ff17018,2025-04-02 06:13:33,After payment,1,1,1,1,1
57,c48dae5e-99aa-4898-872e-5941827696aa,Organic Coconut Oil,Vendor,user,0ed71cc8-afbe-4feb-91af-88351cdbf944,65df1556-df5d-4645-8c06-5723773d5caa,3b9b504c-df65-453b-beb5-a9f7beed3cc5,a7c0dbc9-6c13-4be9-9648-906d97e4c6df,2025-03-26 02:08:15,On renewal,1,1,1,1,1
58,6a55ef10-fceb-4fd6-a2b2-17799d7287f1,Comfort Flats,SuperAdmin,guest,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,109b7fa2-fc65-4cd2-a4e3-ebb8c44f97c6,6150dbc6-0ead-43e8-8a34-5be9f6d2a03b,b9931c2e-ab34-4165-b04a-d0c3dba59a5e,2025-04-20 15:53:34,After activation,0,0,0,0,0
59,1a9eceb5-d2a9-487a-a313-89991fdb7ab9,Portable Charcoal Grill,Admin,editor,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,3ebe1599-cd6e-4cf5-9d2b-fe1a60d4d979,2e899a5a-4898-4b5d-b368-1b0b74d6f627,54c7f3a9-380f-44ba-95c2-951ce8bfa309,2025-06-17 12:42:37,Immediate,0,0,0,0,0
60,e7c52d9b-6690-42df-bb1c-c59a1222c5e7,Barbecue Chicken Pizza,Guest,support,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,f959dfed-0790-444e-a4fe-0d7b27f3e5b0,26f71525-39db-472f-b3ae-090184ae6ab8,3daaa036-8ea2-43ab-82ba-3c58e257e786,2025-04-12 03:59:49,6 months,0,0,0,0,0
61,d131905d-f259-49b8-b944-c741567fd26c,Decorative LED Neon Sign,Manager,contributor,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,27f306b4-afff-44de-b35d-5faabfa0ce01,edccb212-4b89-46fd-a897-266d7b8862c1,7fa0c1cb-d860-40ce-af84-ec4e572da3bd,2024-10-13 18:43:18,24 months,1,1,1,1,1
62,b7b1ac8b-d799-4f70-b7ad-7fbdab5171d8,Graphic Tee,Author,developer,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,fa648314-80fe-4b43-beed-9ac8303f19e5,de80fbe0-047c-4311-8540-bf02e02e3c28,c48dae5e-99aa-4898-872e-5941827696aa,2025-08-11 23:55:17,30 days,0,0,0,0,0
63,04a664d4-0ce7-4382-8e2f-8e609584b3b0,Zesty Cilantro Lime Dressing,Contributor,moderator,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,db7b9d08-5fb2-4049-b0b3-979662e82374,8e6ce6b9-03f7-41f7-9caf-a7e0c086c3c2,7791f39f-0aa5-42b2-8784-4460bd0950b0,2025-03-15 18:56:14,180 days,1,1,1,1,1
64,bbb3f7df-77e5-4fee-b71e-85aec55e0760,Sushi Roll Kit,Operator,admin,dfcd9f6e-78f8-4c67-85ff-54a68af006ee,10e279e0-1222-4ec2-b6bf-271ac4e22167,48ea8753-9677-4fdf-8c29-3e235bc8e253,d0c1c04d-4667-4a6c-9f2f-6188e6b31f9f,2025-09-22 17:41:43,14 days,0,0,0,0,0
65,35bdeb80-87d9-43f0-8ad1-d394eafc24e5,Smartphone Tripod,Partner,user,04780a39-6c0c-41d4-a645-1d9a98a2f278,913ead45-c1ef-4ef1-b1ba-cb9d268021cd,b70d54f1-2d29-4205-bf46-80b6f4404663,df5cc27a-d8e1-49c2-841e-bee537038554,2024-11-22 08:24:52,On renewal,1,1,1,1,1
66,988301ff-8f13-4fb3-85cc-81ee972f6a0f,Wall-Mounted Organizer,Consultant,viewer,04780a39-6c0c-41d4-a645-1d9a98a2f278,778944a3-51ca-4192-a3a4-d425c03c76e4,15784f62-3f4f-4392-a02a-e826ae314d57,f7776937-b674-4fc8-bfa0-ccfe0b5cc944,2025-01-14 01:53:58,7 days,1,1,1,1,1
67,06ce4f49-9abb-4eb7-88da-43cc6eb87025,Whole Wheat Pasta,Viewer,editor,04780a39-6c0c-41d4-a645-1d9a98a2f278,c14288c7-4112-455a-80c2-50ab5eca2bdc,40f255a6-24b3-4fb3-9b51-50662677dd63,911adedb-3f4c-4b56-93a0-07f68a6bfae0,2024-11-20 03:50:37,End of year,1,1,1,1,1
68,c2e8ad70-e24e-4bd3-8ecb-2bad89fe326d,Maple Pecan Granola,Guest,support,1af28c2d-ee04-46b5-b32f-e859d5d31ac4,5aae72bf-041c-4bd6-8be7-02e7c57d04bc,7bb2d7ef-abbd-488c-87b1-47b1b2004d9d,2b77382b-5ab9-4b1d-abea-c02d8305c8dd,2025-03-09 01:41:07,After payment,1,1,1,1,1
69,75101407-ca2c-446a-9279-bedd8893b7a1,Mango Chutney,Vendor,guest,1af28c2d-ee04-46b5-b32f-e859d5d31ac4,637ec1f5-7592-45d7-a11b-622740fe088c,d7d87be9-3cc5-4cad-a399-fe0417b6681f,c57a1108-3578-447b-91d4-014770281b7a,2025-06-03 20:00:16,After activation,0,0,0,0,0
70,c6515fee-5c28-47fa-8c33-8df394d86d00,French Onion Dip,User,manager,1af28c2d-ee04-46b5-b32f-e859d5d31ac4,fa5d3588-453b-46f4-8771-791d2b1c799f,8efb4005-d948-4ea4-95e9-506321c8b957,ef8f9e05-1890-46ac-9af1-d0846eab6d79,2024-12-13 15:21:12,Immediate,1,1,1,1,1
71,cf308594-c65b-4b88-9e37-64db110c12a4,Fresh Cilantro,Member,manager,1af28c2d-ee04-46b5-b32f-e859d5d31ac4,79d175c6-4dd2-4268-9019-c75c1167a8a3,a0d7d144-3b67-4151-945b-d601e85befcf,6f20c9ba-8f75-4c70-898c-2cbd7683d50b,2025-05-14 22:55:19,180 days,0,0,0,0,0
72,459b745e-31d1-4e33-b9da-6e7961051940,Honey Glazed Carrots,Support,user,1af28c2d-ee04-46b5-b32f-e859d5d31ac4,f112b1d0-380d-4e3d-9072-aac0bd95ecfd,a5534bca-be08-413a-8167-d025da0ed40b,a31cf8ba-d796-45d4-a619-dad4a23a35da,2024-11-11 05:16:31,6 months,1,1,1,1,1
73,e7af9992-d602-4043-a197-d832d022b493,Sweet Corn,Developer,viewer,8f71cd7b-c9b5-4881-a8ea-936768f2f919,c71a6789-7e54-4b0b-a80b-7b2380151baa,8256df13-86f7-4977-bb98-8fb31393932a,328eae74-bfd8-4d89-872d-3e831a9ffe7a,2025-02-12 02:41:28,60 days,1,1,1,1,1
74,e07ad007-3912-41f8-8105-4f2b68083f46,Garden Tool Set with Carrying Bag,Admin,developer,8f71cd7b-c9b5-4881-a8ea-936768f2f919,e2e2fd83-0a97-44ea-99a4-893efd88c88b,b6551a7b-eb0f-4d79-939d-8b95245dfb0f,d7d87be9-3cc5-4cad-a399-fe0417b6681f,2024-12-25 18:53:02,On cancellation,1,1,1,1,1
75,83e92aa3-3af2-4026-8798-daf7d42959e0,Cherry Almond Protein Bar,Subscriber,support,8f71cd7b-c9b5-4881-a8ea-936768f2f919,bb9b22f7-6adc-4c4d-aae2-2bafcd4ab56f,13d79f04-2adf-45b7-8864-e04a790c5145,70abca42-8dd5-4ce7-ba41-1ff1affdcc61,2025-04-21 00:02:38,3 months,0,0,0,0,0
