district_id,district_key,name,state
17,446c2d70-ebc5-40e6-9516-f8cf0ff17018,Aarhus C,Louisiana
674,24c0c814-cde8-4a6b-b26f-928efcd21b9c,Adelebsen,Illinois
148,887d177c-2e52-4a1e-b3be-9cdf4b7db3aa,Aichach a d Paar,California
831,a7c2e221-cddb-4fc8-b491-dfe17a9cf990,Albacete,Florida
205,aca39210-3d09-4338-80dd-800d3c0b91b2,"Albstadt, Württ",Arizona
141,7658b1b6-049f-4577-b009-032c255bb8df,"Alsheim, Rheinhess",Illinois
165,8b93c5fa-f982-4429-b302-6a19fe52907d,"Altenburg, Thür",Texas
309,f606b9ab-2591-4dde-806f-4b512d0aeb96,Amstetten,Tennessee
398,171d96dc-0810-4555-a57d-6a3200feea25,Anger,Virginia
73,e7af9992-d602-4043-a197-d832d022b493,Antwerpen,Oklahoma
170,feaef2cf-cccf-4b71-90f1-11c0456831b9,Antwerpen,Texas
299,233d8749-bc2d-44cb-93bc-ce705f20df93,Antwerpen,Massachusetts
366,0f261d8b-ee2f-4fc2-976c-dd8f5d83a119,Antwerpen,Arkansas
376,94fd7742-bf5e-46f8-96e8-b0fb3dc2a115,Antwerpen,Nevada
422,ba0c30ac-194d-463a-aebb-c051b30687f4,Antwerpen,New York
456,0de0e529-405b-4207-a1ee-42d6edb6cbfb,Antwerpen,California
476,cbb19704-6bd5-474d-9d38-c10a3c28b657,Antwerpen,California
486,19315cc2-b3cf-48ea-9aa7-c77146256374,Antwerpen,Pennsylvania
493,5b6c99df-3c54-4506-ad0b-562a75f7766c,Antwerpen,New York
504,437ce472-dda3-4fd5-94e4-4b0f432c17bf,Antwerpen,Georgia
681,c30f46be-a853-42df-92a4-51c2d2a3575b,Antwerpen,North Carolina
824,6a29b730-abc5-4652-a6f9-1f2323a58da1,Antwerpen,District of Columbia
826,afb5bb05-6e18-4486-96c7-68874d2c1ae6,Antwerpen,Oregon
899,c1797ef2-1e95-443a-a74c-d0fedf031be5,Antwerpen,Pennsylvania
271,fd5fe2f3-2728-484a-b11e-1cda3bc12095,BALDWIN,South Dakota
815,79645b46-83fc-4fea-9956-552db56e7f97,BATON ROUGE,California
915,47650251-518f-47a7-9047-d78d0b8fb34e,BATON ROUGE,West Virginia
442,0e50c6eb-b2b2-4ef3-8072-bc90a8887ebb,BAYPORT,California
554,639b9f9b-963b-4849-a295-d36083012e07,BELDING,Texas
458,6a867843-e45d-4246-9aaf-7e48d7454f35,BELLEVUE,Kentucky
606,1f62336c-e7a0-420f-a011-e1c9112036f2,BERESFORD,Indiana
988,b012ef1f-2b3b-429c-bf56-1a7625ba2539,BETXI,Pennsylvania
301,b9dd5a8e-de70-4bb4-b2d2-d9b0f0d9fe21,BEULAH,Louisiana
484,09c4a8c0-f283-4dfb-a9c2-700c5280b145,BEVERLY,Kentucky
931,9e88c902-c0b0-4adc-a299-5f1163bb12cf,BEVERLY,Pennsylvania
859,c0ab656b-3da1-4718-9109-095233080723,BIG TIMBER,Missouri
325,bc332b56-f092-4e77-8d9c-8ea7d9ca012d,BIGFORK,Arizona
12,1af28c2d-ee04-46b5-b32f-e859d5d31ac4,BIRMINGHAM,New York
20,6f3dfd58-5bf5-46ed-8c59-5048c0de70f2,BIRMINGHAM,California
147,261559d9-dd95-45d1-bf37-2d7a5c615469,BIRMINGHAM,Michigan
335,4aa83da4-cd2f-4c57-99ff-9cbc233177b8,BIRMINGHAM,Massachusetts
391,7c33833b-f4e8-4575-ae6c-e40c37776ebb,BIRMINGHAM,South Dakota
448,70637df5-b29d-4bd3-9137-62d28e50c3c6,BIRMINGHAM,District of Columbia
471,d0fa9079-afec-45bc-89ee-afcc51bb54b6,BIRMINGHAM,New York
573,8bbdcfa6-aae5-4a70-937e-8ea523e25db4,BIRMINGHAM,Maryland
676,2a744321-60b3-446e-9688-c0ad9dbe33dd,BIRMINGHAM,Texas
683,3c685fdc-db2a-420c-9b5a-674c034cd6d9,BIRMINGHAM,Virginia
904,5c03d953-6f4f-4323-ac26-0e579a4027de,BIRMINGHAM,Virginia
436,917113e7-f81c-47a1-88ec-3677becd6ea4,BIRNAMWOOD,Connecticut
843,d4fe07a2-8b13-4df8-8756-ce7b49c56108,BLACKSTONE,Texas
99,a1fe4cd5-db30-4508-85ec-9cf8dbe3bca4,BLAIRSVILLE,Texas
190,bc7123f9-07e9-498e-841e-a9e98cbaab0b,BLAIRSVILLE,California
669,45bb5cc7-ae7b-4f8d-8fb0-a787230bc5cd,BLAIRSVILLE,South Carolina
780,8e414d78-aa84-4c7d-9acd-8951b9a4b484,BLAIRSVILLE,Mississippi
885,731afd2a-3de0-4eca-945a-3739f81b6d9e,BLAIRSVILLE,Texas
700,da1de809-bac3-4fb7-934b-24cc723157a3,BLUEFIELD,New York
68,c2e8ad70-e24e-4bd3-8ecb-2bad89fe326d,BOAZ,Louisiana
578,535201f0-cad2-42bb-8898-d4fce8269f4a,BOISE CITY,California
927,07fe8370-fbbe-4f3d-aa34-f60744f9911f,BOLZANO-BOZEN,Montana
929,6929a232-0d99-4552-9c9b-e8f8f131962c,BORDEAUX,Alabama
597,dca514bb-aa9f-4995-b93e-f04a856233d8,BORDEAUX CEDEX,District of Columbia
887,205f720a-8fe6-4439-bf92-a4fd33c55e66,BORRIANA/BURRIANA,Nevada
537,7147272e-9481-4666-b29a-4a97a8981198,BOURGES CEDEX,Louisiana
584,b645ed5f-d274-43f5-9e04-0ecd48f296b6,BRANDON,Massachusetts
882,2807c1dc-9883-465a-a105-41ba5310f50e,BRANDON,California
23,015af7ba-0a05-48fd-87f9-ef1244924ec2,BREA,Maryland
571,3f8ec5db-1f04-45fc-996f-fd093ac2dd11,BRESCIA,Indiana
174,545d941b-105f-4b5c-b0ec-0dd848d39281,BROOKINGS,Tennessee
972,ccb8eff5-9e14-4406-a216-9aff9fb50231,BROWNSTOWN,California
496,7e556e34-052f-4a21-af35-28b658fe7e44,BROWNSVILLE,Texas
518,51bb6b04-c6e7-43c6-a5ae-b11d3bec2026,BRUNDIDGE,District of Columbia
246,f34c4d6f-4af6-4d5b-b00f-38a326821a26,BUCURESTI,South Dakota
327,fe46b111-8e08-47f8-8e68-9c2168dca8c7,BUCURESTI,Louisiana
218,a36f22f0-1920-4065-a67b-97418a45ff68,BUFFALO,Utah
762,bc6708d8-8118-4e26-8416-2715bdc10034,BURKBURNETT,Alaska
343,70a50d59-bb4c-4bd6-9d5f-18ee90ca2735,BURKE,Louisiana
475,ea2afd1d-5c18-4972-ae4b-73369bd717da,Bad Dürkheim,Michigan
989,0b1a5be2-8b22-44d2-ad5c-7553e243f2bc,Bad Hofgastein,California
283,f2404a0b-a962-416d-b274-9f69d010247d,Bad Leonfelden,Virginia
82,23d84e38-d3cb-4c45-ab37-6e191feaeebf,Bad Neuenahr-Ahrweiler,Texas
120,26a44595-f382-4ae9-8c47-be72116fdddc,Bad Reichenhall,District of Columbia
167,7a8f8e4c-a37e-4ffa-9ee9-5db3969e0dd0,Baden bei Wien,Pennsylvania
867,1013484e-88cc-4a66-82dc-050bc6c819ee,Bautzen,Iowa
449,6e38c632-9dee-4a24-b20e-8da5bd83e3c1,Bayreuth,New York
189,c57a1108-3578-447b-91d4-014770281b7a,Berghülen,California
22,f0f5f4b9-3481-49c9-aa5e-8e414c6037c6,Bergisch Gladbach,Indiana
1,84155212-8405-463d-8223-58847830d3f0,Berlin,Florida
640,e655bab9-c247-46f8-bd10-1e66f0319105,Berlin,Texas
694,36934e17-983c-4042-b123-5efcf85643e9,Berlin,Missouri
926,973ec6ec-496e-4c8b-91c0-58f60aac8bb6,Berlin,Michigan
347,a7c0dbc9-6c13-4be9-9648-906d97e4c6df,Beselich,Arizona
119,c2ecdeb7-15bb-4a64-b03f-ba57f90b40a8,Bilbao,Colorado
672,52ea97c2-b3d5-4ea5-bbb7-399ac43622ea,Bilbao,Nevada
388,0fd9e9e3-2a57-4edd-a0f0-67c2fb01ad5b,Bludenz,Texas
878,a04bfab6-3f6b-424d-b021-9851232d7312,Bratislava,Alabama
617,2e971fec-cc67-4f45-a0c5-fb4222ea783f,Breisach am Rhein,Oklahoma
798,b42ef0fd-be58-4dc2-88b3-3fe9e7fb777a,Bremen,Ohio
16,e3baf080-ff7e-46a1-91a6-f02f733f0a4b,Brussel,District of Columbia
41,38cb1c66-1498-45f2-8093-ed9615bc4da0,Brussel,Utah
356,84fd78a8-cfb1-43a1-ad4c-6e187e09f696,Brussel,California
675,35d8cc68-dc0b-4f87-8c02-56dd654887b8,Brussel,California
423,163bda15-8730-4700-8bfa-8598cfe0a1f1,Budapest 05. ker.,Arizona
231,47fd799d-2f9d-420b-9a65-e78c4db28f15,Budapest 11. ker.,Texas
752,db1b2a14-2351-4384-93bc-9bace6d02a4d,Budapest 11. ker.,Florida
837,5708ac92-490a-4269-aa7f-9bb00b766377,Bütthard,Oklahoma
361,bb1c4a52-445c-4178-83c8-36cfafae11d7,CADOTT,California
451,08d57218-286b-4dcb-9ce0-ac49b0ef9cc6,CAEN CEDEX 14,Michigan
905,6a5e57d5-b94f-44af-b80d-18e7625e89bc,CAGLIARI,Florida
281,02d2e32f-898b-4de6-805f-624ee91cf97d,CAMDEN,Florida
600,6c4397de-7423-4b87-8a84-2c38b2ac3857,CANTON,Hawaii
714,1d0a5211-f067-4b69-bba5-ad28accaa05b,CANTON,Pennsylvania
381,6d22a08a-d524-4e2b-909c-fdd6f252a27a,CARLSBAD,Idaho
478,f43bb541-df06-4a79-8d82-fee4c0221dbd,CARLSBAD,New York
130,aabab224-66ce-4768-89d0-3d338bf767f0,CASTAGNETO CARDUCCI,New Jersey
191,f47b8820-a9d8-4258-a37b-b689ef0e6e5b,CASTELLANA GROTTE,Georgia
858,ddf2cf1b-e438-4a8e-a23e-c3e2163a43d6,CASTIGLIONE MESSER RAIMONDO,North Carolina
976,d22b04a9-ef06-4c95-945d-5dedd50ffc49,CHANCELLOR,California
242,9cd6b849-8a16-43f6-930c-f7fe8cfa00f7,CHARLESTON,Virginia
140,f0939b92-da94-4150-bbb4-be55942b55d1,CHAS,Illinois
434,26ffc221-2b28-426d-8de7-ebc9c8d9ecc0,CHICAGO,Texas
531,49bbe7ad-ebfa-4ff7-9059-07f1b4ef4831,CHICAGO,California
870,495505f3-d081-4272-9cbd-96194960cd14,CHICAGO,Ohio
2,b4df50e8-f874-4f09-af0f-38916c29626e,CINCINNATI,North Carolina
44,61752bf1-34c2-4004-9df4-5f4b929de327,CINCINNATI,Michigan
52,172a078d-1c08-4dbe-af46-8c22716fded8,CINCINNATI,Arkansas
307,51f3a65a-81a0-4e1c-8ea3-7bd53b659475,CINCINNATI,Florida
561,f68ca294-6c47-46b1-a59c-2ea663743b18,CINCINNATI,California
634,b72f6009-c8f9-4834-b850-5440513de8f8,CINCINNATI,New York
670,676412d6-51c6-41fd-a0b8-c55b93dadcee,CINCINNATI,California
741,681b4483-a3f5-40f0-a7e7-996517471eaa,CINCINNATI,Texas
804,6499b3fd-2349-4324-986f-963b1c8b10e3,CINCINNATI,Massachusetts
830,4d744bb5-dd37-470e-9e2e-3046a2d393c5,CINCINNATI,Missouri
862,9306b4d7-f5be-428d-9de9-6148f16c922b,CINCINNATI,Ohio
895,1536e6c9-dc39-42ad-99a5-92da5bc62176,CINCINNATI,Ohio
913,c4f35a84-21d5-478e-8f38-a53480e22e2d,CINCINNATI,Florida
923,75e8a81b-9774-4aa8-a5d2-96cee67455ce,CINCINNATI,Minnesota
961,71485799-4339-4517-b988-f9b67980c231,CINCINNATI,Illinois
445,14cb9e02-415d-4c40-a21e-f2ec6d88f7d6,CLEVELAND,Texas
580,78bf0917-df52-4ab4-97ef-7fedd25825c5,CLEVELAND,Colorado
946,4919c177-bf83-45d1-803c-7115e14935cf,CLEVELAND,Texas
1015,aff859c9-7248-460c-810e-15b85dd8b7c9,CLUJ-NAPOCA,Georgia
43,75822ef9-4c79-42be-afe1-dbc1e7b080d9,COLUMBUS,Georgia
50,12162e55-e7cf-424d-a865-00a4c311351e,COLUMBUS,Texas
282,ea774df7-a2a9-4d31-88dc-2069a5c84985,COLUMBUS,District of Columbia
312,09ab2dd7-73af-43ad-a975-0f561298be60,COLUMBUS,Maryland
548,43d248cc-aa63-48fd-bf4f-4074c931c28d,COLUMBUS,Hawaii
766,be95f28b-493b-4831-be79-c77595a3b832,COLUMBUS,Virginia
777,2120d237-6b0a-4e94-9d66-7e4a68ec0184,COLUMBUS,District of Columbia
936,28a56ae8-9152-4125-ba60-3daeda364e0d,COLUMBUS,Texas
524,27d63268-618f-47c7-a75b-0688fd4511b8,CONWAY,Minnesota
585,5ad8bd56-a545-424b-a312-4228383dac8e,CONWAY,California
839,2aad209d-d5f8-4fcc-a4ce-1705c8a9e58a,CONWAY,New Jersey
186,fb179044-ae9c-4cd8-9997-a12670754e5e,COOK,Texas
823,e00e2694-5c36-4072-8647-e856d47e213b,CORTINA D'AMPEZZO,Tennessee
107,36bf2e1e-26fb-4ade-befa-043da3f41d97,CORYDON,North Carolina
497,9bec117b-08c1-4115-b21f-6b52c43a4481,COVINGTON,California
706,14aff7ec-2dcd-4a4a-8f10-4358682aabc7,COZAD,California
599,3f906e88-896d-4f63-bc16-537e0fe10f0d,CREMENO,Missouri
156,8141b066-ec0b-474d-b9fa-2b43efc782ad,"Cappeln, Oldenburg",Texas
1012,9bd14115-d35e-476b-9028-8d8cc616525c,Cavan,Texas
900,de25c3dc-f5df-470e-bbac-193650b63e72,Celle,Florida
384,c5ba67aa-ac35-4178-a91b-9896850c3193,Clare,Illinois
563,0a01b6b8-4e52-4607-8e45-420f53057a0f,Cork,Massachusetts
666,2903b20e-52f6-4714-b5c5-8ff9eab6f996,Cork,Oregon
790,a2eed8a5-1cc2-4ad5-b42e-c0e919386c65,Cork,Oklahoma
935,ad8cef2a-7e87-40cf-9111-9d21c646a6e2,Cork,Washington
970,9d5e5497-364e-46bb-94c7-a07192a2cccc,Cork,Illinois
270,bda6b722-8341-4fd0-8ecd-b8ba40bcb223,DALEVILLE,New York
614,13d79f04-2adf-45b7-8864-e04a790c5145,DALEVILLE,Michigan
922,248a074f-882e-46d0-a943-025adc442f13,DALEVILLE,Virginia
90,d0c1c04d-4667-4a6c-9f2f-6188e6b31f9f,DALLAS,Ohio
975,14648980-6ff7-4f5b-bbfe-49a2c34b8387,DALLAS,Tennessee
565,7bb2d7ef-abbd-488c-87b1-47b1b2004d9d,DAVID CITY,California
577,28350ec0-091e-4b2a-b7bc-14cd03619701,DENVER,Texas
644,3319aa50-bbfa-47a2-8101-637938baaa07,DENVER,California
146,90a62580-c0c9-4e4c-ac53-27e141463230,DETROIT,Pennsylvania
203,8119116c-d778-4173-bc43-e6aa96c1d004,DETROIT,Alabama
300,80a6f72a-974e-4f79-b9e5-c9334032db21,DETROIT,Texas
1009,0786b2ad-4824-4168-8414-483a1d999f3f,DETROIT,Mississippi
104,7d4e775c-1965-4e4d-a663-12ead3783ac4,DRAGUIGNAN,Colorado
490,f5d7533f-d685-43c7-bbc0-10381bfbfb25,DRIEBERGEN RYSENBU,Oklahoma
977,5cef42ba-ca98-49f2-b21f-9139810e4048,DRIEBERGEN RYSENBU,Iowa
873,c7e15f3b-f1b7-4430-9364-773d707624e0,DUNCAN,Minnesota
709,8475a06b-8852-49b8-90ea-4feda12734e5,DURHAM,Virginia
805,ab8e25bc-dd29-460b-8684-d5309682bc9b,DWIGHT,California
407,e83de278-6cd6-4632-8d08-a0e55b05f8b5,DYERSVILLE,New York
592,c3d7fbcd-4253-4bd4-8196-9e28cca5743f,"Damme, Dümmer",Florida
330,8ed42053-5155-4652-b312-7468e147fdaf,Darmstadt,Ohio
223,c526dc21-7564-4285-a6e0-a8aed1b1d3dc,Deggendorf,District of Columbia
527,98f3e4eb-2d9c-4c5a-b194-53b633b2786e,Dettenheim,California
31,3284caf7-7f97-484e-854d-c013a9df7529,Diez,Texas
255,45dd25cd-d969-4e62-9c6d-c5cc3bddd4cd,Dillenburg,Texas
184,8b603941-66d9-4e9d-967f-346138d43197,Dillingen a.d. Donau,Florida
259,4e66ae67-8dbb-427d-b751-1ebd1600a991,Donauwörth,New York
150,bec723e4-f231-452f-b3cc-a41b525ac672,Donegal,Massachusetts
265,393cc7e9-3191-43e3-a214-b3ef2038b4bb,Dornbirn,Pennsylvania
636,361a4cae-a030-46d1-9bbc-90231bfa5fd9,Dorsten,Massachusetts
611,985f4347-adc0-4316-978a-f8ec30875b13,Dortmund,District of Columbia
897,e854e4d0-3e53-4c85-966c-3cec73f54567,Draßmarkt,Washington
846,17522621-a7ee-4430-8529-49a9f146b403,Dresden,California
70,c6515fee-5c28-47fa-8c33-8df394d86d00,Dublin,California
208,314517da-80a8-4a7d-8ac0-86b42b181286,Dublin,New York
530,fe2557f0-9cb3-402f-92b4-dce38b596c2a,Dublin,Texas
570,80a49261-cbf1-405b-a1a1-7f4efcdb1165,Dublin,Florida
689,9641c81c-2b1e-4551-bf74-e2a643f76a4c,Dublin,California
772,248e4632-6452-4dce-b761-8921a88e2901,Dublin,California
801,befe7703-7aca-47e7-afa2-0e4c1312025b,Dublin,Iowa
806,057596ef-ef7d-45ad-9228-f71646dbb49a,Dublin,West Virginia
871,27efba44-42ee-42a6-ab9d-132331f7c852,Dublin,District of Columbia
532,88c5f8ce-180c-46a8-89f5-f10c526d417f,Duderstadt,District of Columbia
395,999f776d-3067-4d58-bb4e-e5824dbbefd0,Duisburg,Minnesota
667,760d3fe0-47c9-4ded-a269-b71078bbc294,EL MONTE,New York
783,36d33cf6-6767-4031-8f74-60cfcdb1b6ae,EL MONTE,California
413,fb5adcac-b6c1-40f3-b0ee-2562a9d6ee43,EL PASO,New York
508,1f609679-c62d-4f19-9fc6-08fe00353fd6,ELKINS,Tennessee
869,c947072c-d461-4221-93ee-3aa278c65191,ENGLEWOOD CLIFFS,Tennessee
685,48d86cfc-d275-466d-95b6-81dcf876084b,ERCHIE,California
985,0fb3e9f5-876b-4b0f-a844-c949fd8043d0,EVANSTON,Texas
392,96addad9-b095-4bca-9d84-0e1ef2e30d08,EVRY-COURCOURONNES,South Carolina
654,42885a9a-de62-412a-b8d1-bc436325f5e9,Eberndorf,Texas
925,f34a7f1e-0be4-4780-bbfe-ea3629a86620,Egg (Vbg.),Ohio
1007,1911a992-1744-401d-9e38-e95232c275e7,"Eisenach, Thüringen",Arizona
983,fe6f775b-5f60-4f1c-a77d-44c150fcdd36,Eisenstadt,California
695,130ea6ea-0795-4ff0-9d7c-8ddc80ce6da3,"Erbach, Odenwald",Pennsylvania
757,9080f800-d5c1-4e69-bb05-32beb31764f7,Erlangen,Utah
728,e83cfe7a-dd71-4502-a428-55eb716e5368,Euskirchen,District of Columbia
408,f0a37ff1-da37-4e8c-83ac-7ca900b12cbc,FAIRFAX,Wisconsin
125,bc603857-1731-4538-b691-5bdd679d2117,FAIRVIEW,New York
214,54684b17-79e1-4352-b77d-b167110b2805,FINDEL,Florida
768,34077805-f4a0-4577-88eb-5983f51b15de,FLETCHER,New York
100,2ff02b28-71a5-4063-bd17-fd71cba636dd,FORT PAYNE,Arizona
138,257d082a-41f2-4e28-a411-c133de7635aa,FRANKFORT,Michigan
631,fd255e9c-44a4-4cdd-b21f-5ec44a1e541d,FRANKFORT,Arkansas
956,c6bda71a-2bf0-494b-a2ad-2be2534ed10e,FRANKFORT,Iowa
27,89dd67fd-71b4-47c4-985d-782e4f1dfd44,FROSINONE,District of Columbia
591,de80fbe0-047c-4311-8540-bf02e02e3c28,FT. LAUDERDALE,New York
770,a5fd926d-4883-4026-adfc-670b051efb53,FT. LAUDERDALE,Georgia
655,8cd1ee29-eab8-4586-9b45-614f6cc6fb09,FT.LAUDERDALE,Minnesota
249,b70d54f1-2d29-4205-bf46-80b6f4404663,Feistritz an der Drau,New Mexico
807,5dde02d7-c8a6-4f6c-aa47-af4135065fde,Flensburg,Colorado
71,cf308594-c65b-4b88-9e37-64db110c12a4,Frankfurt am Main,Ohio
105,d6432f9d-0b1c-4b03-a766-d4255667b24f,Frankfurt am Main,North Carolina
238,e6a03569-2527-4f68-9609-ee4cc4a5de0d,Frankfurt am Main,Texas
337,a31cf8ba-d796-45d4-a619-dad4a23a35da,Frankfurt am Main,California
369,f506db63-6e04-4948-9eda-bed32cc0b668,Frankfurt am Main,Maine
379,472d61dd-53fc-4326-97ad-04b894a2eb6b,Frankfurt am Main,Delaware
389,be9a20d2-b346-4de9-a60d-2c009cfcbe4a,Frankfurt am Main,California
426,0871f14b-efe5-4fed-a717-3e5b81136c07,Frankfurt am Main,Massachusetts
431,fc32ec34-e98a-4fb3-91dd-3a1a369406db,Frankfurt am Main,Minnesota
567,81133732-28f1-43bb-8974-51fdd778f01e,Frankfurt am Main,Nebraska
626,41828d4f-81b2-4a2d-ae33-7a8585f7d4fa,Frankfurt am Main,Florida
652,61eb52d7-258b-4aeb-ba7c-2cf2ce24d9a2,Frankfurt am Main,Ohio
891,75342c7e-6ddc-465b-8bad-f7a8eb3e929d,Frankfurt am Main,Kansas
937,f1f49f3c-09a4-4bca-aa33-4d7fb5593434,Frankfurt am Main,New York
940,8ad15dee-7ba6-45d3-b534-9fcbedf5d90d,Frankfurt am Main,Missouri
963,5181953f-6bf4-4f65-a8fd-331b80557bf0,Frankfurt am Main,District of Columbia
974,6d86ecd3-249e-4dca-ae98-5f3aadb1beee,Frankfurt am Main,California
952,ae37187c-cb92-429d-80ad-e6d631eb0783,Frauenkirchen,Nevada
749,3896c02c-34c2-40ca-ad71-898e3d2a3fe9,"Freising, Oberbay",District of Columbia
997,ba279e4d-e0c9-457f-8f3e-d8e0d8989e70,Freudenstadt,Virginia
612,cb90985b-ecc3-44b7-9b2a-31ad5c2cc94c,Friesach (Ktn.),Texas
562,19b9bd16-1460-416a-9e35-41e5c3f23eea,GAINESVILLE,Pennsylvania
464,7423643b-be5d-442f-b09f-ba79c653ed4f,GHEDI,Florida
514,4e3ca238-449f-4fae-8834-160f96973c06,GLENCOE,California
228,6f7b8ab5-9223-4b69-a42e-7c0ca0f1f13d,GRAHAM,California
416,c5b11c49-4c6a-4fef-85e4-02009dc5481a,GRANT,Texas
274,3740b2d1-013f-4c24-80f4-eb03a844608d,GREAT BEND,Wisconsin
21,510834ac-915f-4ba9-abbb-5abb88734b95,GREENSBURG,Texas
257,054e7057-b373-4a31-9c01-efa15841b119,GREENSBURG,Iowa
262,cb58c26a-f8c2-45b5-ab9e-856e5794427c,GREENSBURG,California
29,9916a598-9fd1-4978-90dc-d114c9fd72db,GRIDLEY,New York
45,013ab5ba-26dd-458d-93fa-ec349a2b5583,GROTON,Alaska
575,193601e2-a12d-42e3-a47c-2991aa799c2e,Garching,New York
60,e7c52d9b-6690-42df-bb1c-c59a1222c5e7,Gardelegen,California
207,aa337088-6960-4c52-b135-406f2743485a,Garrel,Montana
364,222662da-af0c-412c-be03-0b34a891d02b,Geiselhöring,Washington
995,7d36b69e-6658-487b-814d-d7c2f77e2933,Gera,District of Columbia
949,4218028e-b8ee-4e84-add0-de76426ef9d2,Gersthofen,New Mexico
962,5d0cd596-88e2-4507-9b89-cc6c94ac5716,Gmunden,Florida
313,770355d2-4a91-456a-88be-625c715d1d21,Going am W.K.,Missouri
673,4f2494f0-5926-4f3b-b5fe-de027ff6a177,Goslar,California
661,4e73d391-cf66-4b2e-baa9-cc6df50ca8d8,Grafenstein,Florida
65,35bdeb80-87d9-43f0-8ad1-d394eafc24e5,Graz,California
993,790956be-8ce0-48ca-8794-572a6090417a,Groß-Umstadt,Michigan
663,fcae1e53-f312-4fc3-82b0-762e6c5ef844,"Görlitz, Neiße",Florida
7,7b39eaac-db88-44d3-b216-6c3ddf01aa93,HARRISON,Kansas
707,36926cbe-f193-4089-a757-f52f394b67fe,HARRISON,Florida
49,32cfab91-65d7-4afe-a7c0-239257dfe2de,HAYFIELD,Colorado
399,92090e03-d36c-4f8d-8ec8-84c4aa266f91,HAZELWOOD,New York
386,f52fb53d-3ce2-46c0-a6dd-0cc05d29f2b9,HAZEN,California
960,e2d8421c-00ca-4b1a-84e9-700d9bbb1405,HAZEN,Virginia
751,d7bfe5ef-7d02-447f-bac0-43de49b813ed,HENDRICKS,Florida
97,911adedb-3f4c-4b56-93a0-07f68a6bfae0,HENRICO,Massachusetts
111,42573aa1-f8d5-4ae8-bf36-06b812e0907c,HENRICO,Florida
402,327a2f20-d408-4ac0-aace-4ef0f85ff238,HENRICO,Alabama
538,cd4358ad-dfdc-4235-8972-410e3e0b5e3f,HENRICO,Washington
713,fbd314a5-7ca6-4f01-8e58-0dbb30bea58d,HENRICO,Missouri
