district_id,district_key,name,state
50,514c0948-1fb2-477d-8459-16f61844bcbc,Denton,TX
51,85398897-c9ec-4a61-a1e3-b46e98ed325d,Fort Worth,TX
52,51876e51-07cd-489d-8120-860bd15ad299,Memphis,TN
53,614c9cfd-9995-47c6-91e3-6d34a7c59c5f,San Antonio,TX
54,08518fb1-1743-4b1f-8b72-be940d2a3163,Allentown,PA
55,d8fd5158-0404-44d8-a222-e9d011fc3307,Port Charlotte,FL
56,4fdd267e-9d81-4833-8bc9-850597bfa645,Anaheim,CA
57,eae208e1-6028-431d-b07f-0a1eb939d010,Santa Barbara,CA
58,ec002cec-bb0b-4e98-8710-f0f820d85b81,El Paso,TX
59,fed72578-3b76-4a30-b7a1-b77315b25e87,Milwaukee,WI
60,484c3be6-6c4f-413f-83fc-cf000c22358b,Newton,MA
61,b1f93720-5724-4064-939e-0a072ec23368,Port Saint Lucie,FL
62,0cb29225-3c62-4ee4-a5f6-7d5b6a833484,Washington,DC
63,88c5a4a9-09a6-4e9b-9149-8b5a3f3163ce,Austin,TX
64,c15313f1-920d-49fa-ad7d-6978a47b3fbb,Dallas,TX
65,f738b8e4-e2a2-4359-be56-f126d3acedcf,Los Angeles,CA
66,53b99570-a82d-4679-b25f-d9a024dcbbe6,San Antonio,TX
67,1161a37c-f4d6-4894-86c4-d196fb3f8435,South Bend,IN
68,0c7e7078-d123-4b96-aa1d-d87dae0b2479,Houston,TX
69,4662f922-138c-4757-aca6-99dbaa9271e3,Saint Paul,MN
70,83cadd52-2036-4851-83de-815813db45c4,Valley Forge,PA
71,2e2e7813-c4fc-4504-a119-010ddb4240f8,Sacramento,CA
72,a415cdff-9df5-4070-8c2f-6ae7786b89e8,Los Angeles,CA
73,9dc81283-d7e1-495a-a0fb-2e5140bf8a5e,San Antonio,TX
74,7a184de1-c77b-4036-906d-e08f59395f39,San Antonio,TX
75,718d0585-6439-4b3c-844e-0aa9a5d6c423,Birmingham,AL
76,a7137b03-76b4-4968-9a14-d307acbc798b,Philadelphia,PA
77,cc127a23-58c0-45e6-ae95-766b0a1cbcfb,Columbia,SC
78,a29547a6-110f-4f71-a073-216ef67950c6,Cincinnati,OH
79,82986ea0-be2d-4819-a478-d502f03690f1,Waco,TX
80,10a12b8f-eeb4-4d19-beb4-ef21a13abf55,San Francisco,CA
81,836be7a8-7074-4de3-8c18-2737402ca488,Spokane,WA
82,4b7b21fa-f2bd-42b1-961c-6422321d14d3,Hialeah,FL
83,5ac6ba36-c48d-4030-9aed-b8f7e15a1562,Des Moines,IA
84,e8ebf70a-af26-4934-af67-287a6168f1d1,El Paso,TX
85,098fda0b-654b-49cf-ba48-32e15a27b0bc,Raleigh,NC
86,ff8775d1-a570-442d-a6ec-26271179109e,Charleston,WV
87,63033dda-43c9-4c05-b487-28464c4a3bfe,Las Vegas,NV
88,abdf5e3a-5a5d-48c9-a7a9-e26f5e10de68,Virginia Beach,VA
89,febdff23-2eaa-4143-add7-ab9f8d229b40,Vienna,VA
90,2d437754-6b0d-4331-93dd-ff5524891d9a,Davenport,IA
91,540ee687-30ee-4a2d-b9a7-15a4abcd0971,Canton,OH
92,c0ec33a5-39d0-4614-b617-23ce4526dd44,Fort Pierce,FL
93,6a8d819b-5419-432d-b29f-962f44082178,Jacksonville,FL
94,65b601de-9044-451c-9ed8-abebf4c1b003,Houston,TX
95,e7325e03-09de-4fc5-8c14-832427229895,Columbus,OH
96,6c13394d-9818-4a95-8197-329b1a1ad2b1,Corpus Christi,TX
97,9b2aab7b-27a4-49b3-a989-2db3a3718619,Santa Barbara,CA
98,3f292619-5990-48ab-b9ce-64442ba1e945,Fort Worth,TX
99,76404306-ffab-4d8a-bde1-e279bd2535c3,Hayward,CA
100,bfff19f6-ed80-46a0-a116-dace8621f5db,Phoenix,AZ
