school_id,school_key,school_name,address,city,state,zip,phone,alt_phone,fax,school_level,low_grade,high_grade,NCESSCHID,locationNumber
481,aa05912c-4641-40ee-8edc-946fd84c3291,"École de technologie supérieure, Université du Québec",8026 Demarco Drive,San Francisco,CA,32230,(904) 215-6754,(904) 215-6754,(904) 215-6754,Pre-Kindergarten,Grade 10,D-,aa05912c-4641-40ee-8edc-946fd84c3291,aa05912c-4641-40ee-8edc-946fd84c3291
16158,f9c5c434-8956-4bae-b5b6-0c20c8e97759,"École Polytechnique de Montréal, Université de Montréal",12534 Harston Trail,Houston,TX,24040,(540) 765-6710,(540) 765-6710,(540) 765-6710,Primary,Kindergarten,A+,f9c5c434-8956-4bae-b5b6-0c20c8e97759,f9c5c434-8956-4bae-b5b6-0c20c8e97759
363,6024b602-78da-4981-8792-cb182c9bff84,"École Polytechnique de Montréal, Université de Montréal",11309 Sandhill Court,Tulsa,OK,81505,(970) 674-3000,(970) 674-3000,(970) 674-3000,Middle School,Grade 8,D+,6024b602-78da-4981-8792-cb182c9bff84,6024b602-78da-4981-8792-cb182c9bff84
14636,11562fc9-c15b-4c37-b36f-db752db0667d,École Nationale Supérieure d'Ingénieurs de Constructions Aéronautiques,4514 Bolivar Street,Minneapolis,MN,23705,(757) 151-4032,(757) 151-4032,(757) 151-4032,Primary,Grade 3,B,11562fc9-c15b-4c37-b36f-db752db0667d,11562fc9-c15b-4c37-b36f-db752db0667d
5930,5d15fc60-d962-4a1e-a0a2-a9c355f343da,École Nationale Supérieure d'Ingénieurs de Constructions Aéronautiques,5218 Lowell Terrace,San Jose,CA,31704,(229) 293-5159,(229) 293-5159,(229) 293-5159,Kindergarten,Grade 4,B-,5d15fc60-d962-4a1e-a0a2-a9c355f343da,5d15fc60-d962-4a1e-a0a2-a9c355f343da
11137,51dfb8fc-6d1c-4aaa-b319-3c6ea84be4f7,ifs University College,6845 Robert Road,Washington,DC,94605,(510) 404-6973,(510) 404-6973,(510) 404-6973,Kindergarten,Grade 1,A-,51dfb8fc-6d1c-4aaa-b319-3c6ea84be4f7,51dfb8fc-6d1c-4aaa-b319-3c6ea84be4f7
6992,4ebf3b7a-78c0-455d-aafb-43ba67f9c64b,ifs University College,3398 Mathews Lane,Fort Smith,AR,15210,(412) 970-8214,(412) 970-8214,(412) 970-8214,Vocational,Nursery,Distinction,4ebf3b7a-78c0-455d-aafb-43ba67f9c64b,4ebf3b7a-78c0-455d-aafb-43ba67f9c64b
12181,4694c7dd-d37d-4a64-9671-a763410f829a,Zuyd University,12002 Jewel Court,Moreno Valley,CA,40215,(502) 997-8643,(502) 997-8643,(502) 997-8643,Pre-Kindergarten,Grade 3,B,4694c7dd-d37d-4a64-9671-a763410f829a,4694c7dd-d37d-4a64-9671-a763410f829a
5756,5fb28bba-536b-4ce7-bc24-16f33645232b,Zuyd University,14205 Anniston Drive,San Antonio,TX,22184,(571) 740-3621,(571) 740-3621,(571) 740-3621,Upper Secondary,Pre-Kindergarten,A,5fb28bba-536b-4ce7-bc24-16f33645232b,5fb28bba-536b-4ce7-bc24-16f33645232b
9534,e66fc79c-5522-4201-80fb-9d760c5a000e,Zurich University of Applied Sciences Winterthur,5122 Edenville Path,Cincinnati,OH,62764,(217) 661-0532,(217) 661-0532,(217) 661-0532,Upper Secondary,Grade 8,D+,e66fc79c-5522-4201-80fb-9d760c5a000e,e66fc79c-5522-4201-80fb-9d760c5a000e
9296,2cb455ca-d892-477e-9b2e-72c9013c1339,Zurich University of Applied Sciences Winterthur,3915 Twinkle Circle,Des Moines,IA,94302,(650) 222-5343,(650) 222-5343,(650) 222-5343,Upper Secondary,Grade 10,D-,2cb455ca-d892-477e-9b2e-72c9013c1339,2cb455ca-d892-477e-9b2e-72c9013c1339
18659,8e10230f-dc90-401e-ae42-85a14e4a193d,Zonguldak Karaelmas University,14533 Swallowtail Terrace,Hialeah,FL,98907,(509) 794-5458,(509) 794-5458,(509) 794-5458,Middle School,Grade 7,C-,8e10230f-dc90-401e-ae42-85a14e4a193d,8e10230f-dc90-401e-ae42-85a14e4a193d
6398,9a7f83a0-2136-4bd6-b763-fb83650c7b98,Zonguldak Karaelmas University,5209 Netherclift Terrace,Moreno Valley,CA,55146,(651) 787-8685,(651) 787-8685,(651) 787-8685,Secondary,Year 2,Satisfactory,9a7f83a0-2136-4bd6-b763-fb83650c7b98,9a7f83a0-2136-4bd6-b763-fb83650c7b98
18808,b475f8d6-baa9-4b9b-a917-0235bc8fd144,Zimbabwe Open University,6104 Balsa Court,Washington,DC,68583,(402) 173-0013,(402) 173-0013,(402) 173-0013,Upper Secondary,Reception,Merit,b475f8d6-baa9-4b9b-a917-0235bc8fd144,b475f8d6-baa9-4b9b-a917-0235bc8fd144
18257,a01afc8d-ade3-4868-b311-09f88b179399,Zimbabwe Open University,9308 Skeen Street,South Bend,IN,79968,(915) 371-1845,(915) 371-1845,(915) 371-1845,Upper Secondary,Grade 3,B,a01afc8d-ade3-4868-b311-09f88b179399,a01afc8d-ade3-4868-b311-09f88b179399
3995,0f549ae8-9d88-49f1-b433-ba9d9daf3377,Zimbabwe Open University,7432 Wellman Way,Fort Worth,TX,90510,(818) 777-5814,(818) 777-5814,(818) 777-5814,Kindergarten,Grade 5,C+,0f549ae8-9d88-49f1-b433-ba9d9daf3377,0f549ae8-9d88-49f1-b433-ba9d9daf3377
14300,e2849ba3-1ff8-4696-9fa0-4ca22727d848,Zimbabwe Ezekiel Guti University,9608 Hicks Place,Midland,TX,79405,(806) 142-7070,(806) 142-7070,(806) 142-7070,Pre-Kindergarten,Grade 5,C+,e2849ba3-1ff8-4696-9fa0-4ca22727d848,e2849ba3-1ff8-4696-9fa0-4ca22727d848
8624,34cb083c-0900-434b-8212-0bcc3bddbb2b,Zimbabwe Ezekiel Guti University,6511 Matisse Avenue,Des Moines,IA,79118,(806) 045-2210,(806) 045-2210,(806) 045-2210,Alternative School,Grade 2,B+,34cb083c-0900-434b-8212-0bcc3bddbb2b,34cb083c-0900-434b-8212-0bcc3bddbb2b
17092,2f1fba2b-7e6e-4968-99de-06dc95e439e1,Zia-ud-Din Medical University,4647 Sevilla Place,El Paso,TX,20310,(202) 238-0584,(202) 238-0584,(202) 238-0584,Special Education,Transitional Kindergarten,High Distinction,2f1fba2b-7e6e-4968-99de-06dc95e439e1,2f1fba2b-7e6e-4968-99de-06dc95e439e1
5610,888d86c6-d144-462f-af41-159e45cf9ccf,Zia-ud-Din Medical University,6160 Gustavsen Road,San Antonio,TX,51110,(712) 283-3516,(712) 283-3516,(712) 283-3516,Upper Secondary,Grade 5,C+,888d86c6-d144-462f-af41-159e45cf9ccf,888d86c6-d144-462f-af41-159e45cf9ccf
18775,62604905-8118-4fc2-89eb-028b61185d66,Zhongshan University,10684 Finesse Street,Vienna,VA,93005,(805) 152-0868,(805) 152-0868,(805) 152-0868,Vocational,Year 1,Credit,62604905-8118-4fc2-89eb-028b61185d66,62604905-8118-4fc2-89eb-028b61185d66
17194,63915a10-ddc3-4e9b-ad8a-6312414c96f9,Zhongshan University,14044 Chula Vista Avenue,Pittsburgh,PA,20238,(202) 645-0062,(202) 645-0062,(202) 645-0062,Secondary,Nursery,Distinction,63915a10-ddc3-4e9b-ad8a-6312414c96f9,63915a10-ddc3-4e9b-ad8a-6312414c96f9
423,73b225ff-c4bb-429d-a715-3867868fcae5,Zhongshan University,10951 Bostic Lane,London,KY,95064,(831) 214-9522,(831) 214-9522,(831) 214-9522,High School,Kindergarten,A+,73b225ff-c4bb-429d-a715-3867868fcae5,73b225ff-c4bb-429d-a715-3867868fcae5
18265,9b949ba7-c763-4435-82bf-a37c6d4bf56d,Zhongnan University of Technology,1958 Gaither Court,Washington,DC,92176,(619) 228-9563,(619) 228-9563,(619) 228-9563,Secondary,Pre-Kindergarten,A,9b949ba7-c763-4435-82bf-a37c6d4bf56d,9b949ba7-c763-4435-82bf-a37c6d4bf56d
8931,2d565dd2-ef08-42ef-b26e-8bfe61dde16c,Zhongnan University of Technology,4818 Hillard Lane,San Francisco,CA,91117,(626) 777-1501,(626) 777-1501,(626) 777-1501,Alternative School,Grade 5,C+,2d565dd2-ef08-42ef-b26e-8bfe61dde16c,2d565dd2-ef08-42ef-b26e-8bfe61dde16c
14959,ec400ae7-c0c6-40b4-a007-8f4bf41aec02,Zhongnan University of Finance and Economics,867 Fenimore Lane,Sacramento,CA,11436,(718) 133-6463,(718) 133-6463,(718) 133-6463,Primary,Kindergarten,A+,ec400ae7-c0c6-40b4-a007-8f4bf41aec02,ec400ae7-c0c6-40b4-a007-8f4bf41aec02
2710,fbd78624-54f7-4c0d-befb-9496707075f9,Zhongnan University of Finance and Economics,378 Orangeburg Terrace,South Bend,IN,84152,(801) 346-7059,(801) 346-7059,(801) 346-7059,Pre-Kindergarten,Grade 7,C-,fbd78624-54f7-4c0d-befb-9496707075f9,fbd78624-54f7-4c0d-befb-9496707075f9
9929,a3ae8d08-84a8-43e5-9d6b-01e79fb11a5a,Zhongnan University of Economics and Law,14340 Rothway Court,Newton,MA,30358,(404) 415-7839,(404) 415-7839,(404) 415-7839,Secondary,Year 2,Satisfactory,a3ae8d08-84a8-43e5-9d6b-01e79fb11a5a,a3ae8d08-84a8-43e5-9d6b-01e79fb11a5a
415,7c0ccaa9-3d73-48f6-9748-b5ec83559d97,Zhongnan University of Economics and Law,14381 Marcella Path,Raleigh,NC,11436,(917) 483-3654,(917) 483-3654,(917) 483-3654,Special Education,Kindergarten,A+,7c0ccaa9-3d73-48f6-9748-b5ec83559d97,7c0ccaa9-3d73-48f6-9748-b5ec83559d97
19336,8dd5d3c6-cc2a-4bd6-865c-34d93621c023,Zhezkazgan Baikonurov University,1994 Trenton Lane,Des Moines,IA,98481,(253) 708-1450,(253) 708-1450,(253) 708-1450,Alternative School,Year 1,Credit,8dd5d3c6-cc2a-4bd6-865c-34d93621c023,8dd5d3c6-cc2a-4bd6-865c-34d93621c023
9464,fa23b3b2-31c0-485a-8fad-133686564c85,Zhezkazgan Baikonurov University,11207 Oglethorpe Avenue,Corpus Christi,TX,15286,(412) 159-3300,(412) 159-3300,(412) 159-3300,Elementary,Grade 6,C,fa23b3b2-31c0-485a-8fad-133686564c85,fa23b3b2-31c0-485a-8fad-133686564c85
1452,dec93165-310d-46a6-b14e-8e75a5f271c9,Zhezkazgan Baikonurov University,10121 Deanna Avenue,Denton,TX,74193,(918) 956-7165,(918) 956-7165,(918) 956-7165,Middle School,Grade 10,D-,dec93165-310d-46a6-b14e-8e75a5f271c9,dec93165-310d-46a6-b14e-8e75a5f271c9
17257,aeb3f307-84d0-4fe1-ab24-d61407600661,Zhetysu State University ,7089 Napier Court,Fort Pierce,FL,27658,(919) 352-3760,(919) 352-3760,(919) 352-3760,Secondary,Grade 8,D+,aeb3f307-84d0-4fe1-ab24-d61407600661,aeb3f307-84d0-4fe1-ab24-d61407600661
3323,2b6336c7-b71f-4c49-be21-f66de0abfcce,Zhetysu State University ,6716 Diaz Lane,Corpus Christi,TX,17622,(717) 427-5199,(717) 427-5199,(717) 427-5199,Kindergarten,Year 3,Unsatisfactory,2b6336c7-b71f-4c49-be21-f66de0abfcce,2b6336c7-b71f-4c49-be21-f66de0abfcce
17489,d6d9bbf8-abc0-4a24-bedb-5b1f9b3af420,Zhengzhou University of Technology,7873 Cipris Circle,Santa Barbara,CA,53710,(608) 509-6754,(608) 509-6754,(608) 509-6754,Adult Education,Kindergarten,A+,d6d9bbf8-abc0-4a24-bedb-5b1f9b3af420,d6d9bbf8-abc0-4a24-bedb-5b1f9b3af420
4407,f69f43dd-e725-4321-a7b6-bb467ce28c8a,Zhengzhou University of Technology,11331 Kurt Place,Carol Stream,IL,89178,(702) 093-7087,(702) 093-7087,(702) 093-7087,Special Education,Year 3,Unsatisfactory,f69f43dd-e725-4321-a7b6-bb467ce28c8a,f69f43dd-e725-4321-a7b6-bb467ce28c8a
13357,5ac9f5e8-f418-4a38-8e53-7021653c8582,Zhengzhou Grain University,7419 Kinsley Street,Columbus,OH,20022,(202) 294-2562,(202) 294-2562,(202) 294-2562,Middle School,Reception,Merit,5ac9f5e8-f418-4a38-8e53-7021653c8582,5ac9f5e8-f418-4a38-8e53-7021653c8582
2463,fbd009ef-d075-42e8-858f-47c60017a6d0,Zhengzhou Grain University,9231 Burgett Court,El Paso,TX,80940,(719) 074-6598,(719) 074-6598,(719) 074-6598,Vocational,Grade 2,B+,fbd009ef-d075-42e8-858f-47c60017a6d0,fbd009ef-d075-42e8-858f-47c60017a6d0
16871,183cd0ff-cf76-481f-af3d-6f0bd76c7fd2,Zhengda Software College,11497 Clifton Place,Philadelphia,PA,34949,(772) 373-2677,(772) 373-2677,(772) 373-2677,Pre-Kindergarten,Kindergarten,A+,183cd0ff-cf76-481f-af3d-6f0bd76c7fd2,183cd0ff-cf76-481f-af3d-6f0bd76c7fd2
8750,c512d91c-01d0-4096-872a-26efd12370a4,Zhengda Software College,10004 Kelsea Circle,Durham,NC,90310,(310) 511-8282,(310) 511-8282,(310) 511-8282,Kindergarten,Grade 2,B+,c512d91c-01d0-4096-872a-26efd12370a4,c512d91c-01d0-4096-872a-26efd12370a4
12539,5a4c3cf1-ada8-4665-bfca-40dbe7cd45f4,Zhejiang University of Technology,793 Roma Road,Pittsburgh,PA,77299,(713) 977-1261,(713) 977-1261,(713) 977-1261,Adult Education,Year 3,Unsatisfactory,5a4c3cf1-ada8-4665-bfca-40dbe7cd45f4,5a4c3cf1-ada8-4665-bfca-40dbe7cd45f4
2600,4dc04bc5-d07e-4b7d-b189-902a46ec0946,Zhejiang University of Technology,14553 Chase Court,Billings,MT,92176,(619) 678-9476,(619) 678-9476,(619) 678-9476,Alternative School,Grade 5,C+,4dc04bc5-d07e-4b7d-b189-902a46ec0946,4dc04bc5-d07e-4b7d-b189-902a46ec0946
11004,3814b45a-07f2-4c48-9c63-fdac00578fd3,Zhejiang University,12572 Carolina Court,Austin,TX,30306,(770) 269-7608,(770) 269-7608,(770) 269-7608,Vocational,Grade 11,F,3814b45a-07f2-4c48-9c63-fdac00578fd3,3814b45a-07f2-4c48-9c63-fdac00578fd3
3842,2347e056-038f-4fcb-9873-b14149469a11,Zhejiang University,4071 Belle Grove Drive,Billings,MT,27110,(336) 114-2760,(336) 114-2760,(336) 114-2760,High School,Nursery,Distinction,2347e056-038f-4fcb-9873-b14149469a11,2347e056-038f-4fcb-9873-b14149469a11
14443,7cd609cd-8aeb-4de2-b4c5-45c481aa0362,Zhejiang Sci-Tech University ,1529 Spurlock Way,Santa Barbara,CA,55565,(763) 121-2919,(763) 121-2919,(763) 121-2919,Alternative School,Grade 3,B,7cd609cd-8aeb-4de2-b4c5-45c481aa0362,7cd609cd-8aeb-4de2-b4c5-45c481aa0362
5648,f882e881-ef8d-4783-91c0-bdd060ebdb73,Zhejiang Sci-Tech University ,710 Belmont Place,Lehigh Acres,FL,80279,(303) 696-9151,(303) 696-9151,(303) 696-9151,Vocational,Grade 1,A-,f882e881-ef8d-4783-91c0-bdd060ebdb73,f882e881-ef8d-4783-91c0-bdd060ebdb73
12225,cf95ce93-997a-4fca-bf95-dfdb5e3b6555,Zhejiang Normal University,5785 Bucksport Avenue,Tulsa,OK,53220,(414) 090-1230,(414) 090-1230,(414) 090-1230,Primary,Grade 11,F,cf95ce93-997a-4fca-bf95-dfdb5e3b6555,cf95ce93-997a-4fca-bf95-dfdb5e3b6555
2302,a0e24320-9cff-4afe-8428-64371ba78670,Zhejiang Normal University,12920 Harlow Lane,Moreno Valley,CA,72916,(479) 600-0239,(479) 600-0239,(479) 600-0239,Kindergarten,Grade 5,C+,a0e24320-9cff-4afe-8428-64371ba78670,a0e24320-9cff-4afe-8428-64371ba78670
10889,dcf6b2a1-6642-456c-bef7-f8c95b42701a,Zhejiang Gongshang University,6934 Mapp Place,Austin,TX,83705,(208) 279-4920,(208) 279-4920,(208) 279-4920,High School,Grade 5,C+,dcf6b2a1-6642-456c-bef7-f8c95b42701a,dcf6b2a1-6642-456c-bef7-f8c95b42701a
7033,2104cd9c-6590-4a39-a652-d03be7219a73,Zhejiang Gongshang University,5976 Egerton Place,Newton,MA,27717,(919) 029-6737,(919) 029-6737,(919) 029-6737,Alternative School,Year 3,Unsatisfactory,2104cd9c-6590-4a39-a652-d03be7219a73,2104cd9c-6590-4a39-a652-d03be7219a73
13186,4a95a53a-9363-4b9b-bb18-28e458551fe7,Zhejiang Forestry University,12488 Byron Place,Silver Spring,MD,33028,(954) 776-9470,(954) 776-9470,(954) 776-9470,Pre-Kindergarten,Transitional Kindergarten,High Distinction,4a95a53a-9363-4b9b-bb18-28e458551fe7,4a95a53a-9363-4b9b-bb18-28e458551fe7
7242,89654da4-9193-4d75-aeff-82552aa22c92,Zhejiang Forestry University,8093 Park Glen Court,Stockton,CA,06505,(203) 853-1972,(203) 853-1972,(203) 853-1972,Secondary,Grade 2,B+,89654da4-9193-4d75-aeff-82552aa22c92,89654da4-9193-4d75-aeff-82552aa22c92
13933,1b29fd56-fe0c-496e-89a6-2b78c9a0eac9,Zhanjiang Ocean University,10252 Mincey Loop,Durham,NC,79769,(432) 503-3247,(432) 503-3247,(432) 503-3247,Vocational,Grade 1,A-,1b29fd56-fe0c-496e-89a6-2b78c9a0eac9,1b29fd56-fe0c-496e-89a6-2b78c9a0eac9
9012,c309c63f-0f95-4685-bf10-8b9496cc6f64,Zhanjiang Ocean University,1441 Wheeling Way,Washington,DC,79989,(915) 902-5280,(915) 902-5280,(915) 902-5280,Alternative School,Year 3,Unsatisfactory,c309c63f-0f95-4685-bf10-8b9496cc6f64,c309c63f-0f95-4685-bf10-8b9496cc6f64
15994,d1815d4d-a595-4a8b-ab65-456a32478bac,Zetech College,12349 Wiggins Terrace,Sacramento,CA,17622,(717) 575-4152,(717) 575-4152,(717) 575-4152,Secondary,Year 2,Satisfactory,d1815d4d-a595-4a8b-ab65-456a32478bac,d1815d4d-a595-4a8b-ab65-456a32478bac
4425,f8ba371b-7e2d-4ec3-a882-f4fbc0b9b70e,Zetech College,4946 Fussell Way,Moreno Valley,CA,15266,(065) 217-6358,(065) 217-6358,(065) 217-6358,Special Education,Year 1,Credit,f8ba371b-7e2d-4ec3-a882-f4fbc0b9b70e,f8ba371b-7e2d-4ec3-a882-f4fbc0b9b70e
18584,646b859e-6da5-41d7-b7c5-3c59b90edab4,Zayed University,11284 Alteza Lane,Atlanta,GA,60669,(312) 237-6571,(312) 237-6571,(312) 237-6571,Middle School,Kindergarten,A+,646b859e-6da5-41d7-b7c5-3c59b90edab4,646b859e-6da5-41d7-b7c5-3c59b90edab4
2300,b2a37d31-574d-4f2e-8c11-6f00bc72e713,Zayed University,13325 Smithfield Place,Erie,PA,95205,(209) 721-9663,(209) 721-9663,(209) 721-9663,Primary,Grade 9,D,b2a37d31-574d-4f2e-8c11-6f00bc72e713,b2a37d31-574d-4f2e-8c11-6f00bc72e713
14228,32e4a014-80fb-460f-a983-3f46516ecf80,Zawiya University,12150 Brown Terrace,Reno,NV,67205,(316) 845-2098,(316) 845-2098,(316) 845-2098,Upper Secondary,Grade 9,D,32e4a014-80fb-460f-a983-3f46516ecf80,32e4a014-80fb-460f-a983-3f46516ecf80
6412,39c2b277-af02-4d96-ac40-3b6777e1a6e5,Zawiya University,7172 Knudson Run,Moreno Valley,CA,46862,(260) 320-5381,(260) 320-5381,(260) 320-5381,Vocational,Grade 7,C-,39c2b277-af02-4d96-ac40-3b6777e1a6e5,39c2b277-af02-4d96-ac40-3b6777e1a6e5
13528,ce638c57-2d3e-48e6-9ec0-db6498701394,Zawiya Academy,9224 Graham Court,Billings,MT,31904,(706) 228-6921,(706) 228-6921,(706) 228-6921,Upper Secondary,Pre-Kindergarten,A,ce638c57-2d3e-48e6-9ec0-db6498701394,ce638c57-2d3e-48e6-9ec0-db6498701394
4283,e95c4af6-4590-489a-9e1d-beff685744af,Zawiya Academy,10066 Soulliere Avenue,Port Saint Lucie,FL,79928,(915) 184-2886,(915) 184-2886,(915) 184-2886,Middle School,Grade 10,D-,e95c4af6-4590-489a-9e1d-beff685744af,e95c4af6-4590-489a-9e1d-beff685744af
9495,0903550e-0808-4817-9bce-83f737d5330b,Zarka Private University,10364 Fort Terrace,Philadelphia,PA,23520,(757) 384-9180,(757) 384-9180,(757) 384-9180,Adult Education,Grade 6,C,0903550e-0808-4817-9bce-83f737d5330b,0903550e-0808-4817-9bce-83f737d5330b
9330,5a2d3ae7-207a-4a06-95d0-4655c3fddd0c,Zarka Private University,230 Swallow Court,San Antonio,TX,11480,(917) 018-0047,(917) 018-0047,(917) 018-0047,Kindergarten,Grade 7,C-,5a2d3ae7-207a-4a06-95d0-4655c3fddd0c,5a2d3ae7-207a-4a06-95d0-4655c3fddd0c
10196,b45eb9e7-c990-41fa-8b4d-dc5146b8d238,Zaporizhzhe National University,1289 Faith Terrace,Boise,ID,20918,(240) 624-8886,(240) 624-8886,(240) 624-8886,Vocational,Grade 12,Pass,b45eb9e7-c990-41fa-8b4d-dc5146b8d238,b45eb9e7-c990-41fa-8b4d-dc5146b8d238
3862,23e5055f-d8cf-490b-aefc-49c9170b417e,Zaporizhzhe National University,10567 Day Drive,Austin,TX,89115,(702) 638-5621,(702) 638-5621,(702) 638-5621,Elementary,Year 2,Satisfactory,23e5055f-d8cf-490b-aefc-49c9170b417e,23e5055f-d8cf-490b-aefc-49c9170b417e
14604,1491616a-9646-4d79-b3e8-4ebfbc3a7dc9,Zaporizhzhe National Technical University,1986 Wildflower Place,El Paso,TX,74133,(918) 496-0689,(918) 496-0689,(918) 496-0689,Special Education,Grade 12,Pass,1491616a-9646-4d79-b3e8-4ebfbc3a7dc9,1491616a-9646-4d79-b3e8-4ebfbc3a7dc9
4740,c36b605e-9521-4ef7-aa79-eb9d9748ae49,Zaporizhzhe National Technical University,2696 Incorvaia Way,Birmingham,AL,92165,(619) 763-5886,(619) 763-5886,(619) 763-5886,Alternative School,Grade 7,C-,c36b605e-9521-4ef7-aa79-eb9d9748ae49,c36b605e-9521-4ef7-aa79-eb9d9748ae49
18346,895469a9-983d-4c80-936c-43ee6f7c5d4b,Zanjan University of Medical Sciences,6031 Brampton Street,Stockton,CA,11254,(212) 756-6981,(212) 756-6981,(212) 756-6981,Middle School,Grade 1,A-,895469a9-983d-4c80-936c-43ee6f7c5d4b,895469a9-983d-4c80-936c-43ee6f7c5d4b
5539,4f9473e6-66e0-45f1-a53b-19f23aeeff3e,Zanjan University of Medical Sciences,10630 Laurel Lane,Pittsburgh,PA,15210,(412) 981-9051,(412) 981-9051,(412) 981-9051,Adult Education,Grade 8,D+,4f9473e6-66e0-45f1-a53b-19f23aeeff3e,4f9473e6-66e0-45f1-a53b-19f23aeeff3e
14576,ba26f7e5-4b1e-4c9d-9478-6a75276be31e,Zanjan University,147 Grantham Terrace,Jersey City,NJ,66286,(913) 210-8164,(913) 210-8164,(913) 210-8164,Primary,Pre-Kindergarten,A,ba26f7e5-4b1e-4c9d-9478-6a75276be31e,ba26f7e5-4b1e-4c9d-9478-6a75276be31e
7863,8253246c-b92b-4ff7-a3ff-84c31fcda572,Zanjan University,13977 Cedar Key Lane,Odessa,TX,20551,(202) 246-5275,(202) 246-5275,(202) 246-5275,Special Education,Year 2,Satisfactory,8253246c-b92b-4ff7-a3ff-84c31fcda572,8253246c-b92b-4ff7-a3ff-84c31fcda572
18637,d8aafe9e-5ef5-4ba1-b64e-216071cc80e9,Zanjan Institute for Advanced Studies in Basic Sciences,13887 Leatherbury Avenue,Washington,DC,55590,(763) 035-9652,(763) 035-9652,(763) 035-9652,Secondary,Grade 1,A-,d8aafe9e-5ef5-4ba1-b64e-216071cc80e9,d8aafe9e-5ef5-4ba1-b64e-216071cc80e9
3697,59f4d9e9-4045-499b-ba4e-7268eda4ad3a,Zanjan Institute for Advanced Studies in Basic Sciences,12232 Gatsby Lane,El Paso,TX,14905,(607) 568-4270,(607) 568-4270,(607) 568-4270,Upper Secondary,Grade 1,A-,59f4d9e9-4045-499b-ba4e-7268eda4ad3a,59f4d9e9-4045-499b-ba4e-7268eda4ad3a
16005,2b02f1fe-cc7a-49fa-876d-7b6788573ca9,Zambian Open University,7842 Valverda Drive,Denver,CO,40266,(502) 697-9541,(502) 697-9541,(502) 697-9541,Middle School,Year 3,Unsatisfactory,2b02f1fe-cc7a-49fa-876d-7b6788573ca9,2b02f1fe-cc7a-49fa-876d-7b6788573ca9
