activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
66d40ade-c920-4bf1-99b5-f9fa3d518416,72092ffc-a35a-4edc-8cdf-3a134abb5020,11,Safety vest for pets during nighttime walks.,12,18.99,Top Secret,Real Estate,72092ffc-a35a-4edc-8cdf-3a134abb5020,72092ffc-a35a-4edc-8cdf-3a134abb5020,Ironclad Tools,72092ffc-a35a-4edc-8cdf-3a134abb5020,12,0,96,Personal Care Products
73d2362c-24e0-4911-8fca-e7ba83c2a62c,622ca772-1a3c-46fe-baca-17a553a83c60,12,"Chickpeas mixed with fresh vegetables and herbs, a nutritious snack or salad.",5,4.29,For Official Use Only,Automotive,622ca772-1a3c-46fe-baca-17a553a83c60,622ca772-1a3c-46fe-baca-17a553a83c60,BlueWave Medical,622ca772-1a3c-46fe-baca-17a553a83c60,5,96,43,Packaging Materials
76087cf9-9277-4fe9-9927-4579a73f3c07,fc42c46f-be7b-4962-a0a6-d995cd25244c,13,Nutritious and quick-cooking red lentils.,10,1.99,Sensitive,Manufacturing,fc42c46f-be7b-4962-a0a6-d995cd25244c,fc42c46f-be7b-4962-a0a6-d995cd25244c,Quantum Machinery,fc42c46f-be7b-4962-a0a6-d995cd25244c,10,25,77,Construction Materials
e1c1b4a6-b369-4462-a4e0-084f7870ab42,11fb5105-4557-4a42-ba52-65ffe7ff964f,14,Delicious waffles infused with pumpkin and spices.,10,4.49,Unclassified,Insurance,11fb5105-4557-4a42-ba52-65ffe7ff964f,11fb5105-4557-4a42-ba52-65ffe7ff964f,Pioneer Manufacturing,11fb5105-4557-4a42-ba52-65ffe7ff964f,10,119,83,Clothing and Apparel
b00b4772-16a1-499a-aa91-7145224cab1d,3b67d23b-8a9b-4ced-9322-b8ad0d3850ea,15,"Sweet and crisp apples, perfect for snacking.",12,1.99,Public,Agriculture,3b67d23b-8a9b-4ced-9322-b8ad0d3850ea,3b67d23b-8a9b-4ced-9322-b8ad0d3850ea,EcoBuild Systems,3b67d23b-8a9b-4ced-9322-b8ad0d3850ea,12,62,94,Industrial Machinery
362747ee-f53c-499e-ab0c-44ec9c8605fc,bb5d1ab5-f2a7-4088-893b-d96afecc819a,16,Frozen mini meatballs that are great as a snack or in pasta dishes.,12,5.99,Restricted,Transportation,bb5d1ab5-f2a7-4088-893b-d96afecc819a,bb5d1ab5-f2a7-4088-893b-d96afecc819a,Ironclad Tools,bb5d1ab5-f2a7-4088-893b-d96afecc819a,12,80,98,Food and Beverage Products
0c04973a-b22f-422b-82df-3d044e83a5e5,40440b11-d196-4c06-8687-7ddda86bf253,17,All-in-one kit for making pasta salad easily.,13,5.99,Highly Confidential,Entertainment,40440b11-d196-4c06-8687-7ddda86bf253,40440b11-d196-4c06-8687-7ddda86bf253,Summit Automotive,40440b11-d196-4c06-8687-7ddda86bf253,13,93,100,Printing and Photographic Equipment
272ea284-5132-43fa-963f-460519bac6ff,edaf250d-9222-4602-9d64-8f21457eda09,18,Homemade ice cream maker for delicious desserts.,9,79.99,Confidential,Technology,edaf250d-9222-4602-9d64-8f21457eda09,edaf250d-9222-4602-9d64-8f21457eda09,Evergreen Plastics,edaf250d-9222-4602-9d64-8f21457eda09,9,92,71,Cleaning Products
f2d8718b-f948-4e0b-b788-d2bef1d20f99,85f6a235-02c2-4bfd-9a65-4ed79bc6c498,19,Soft bagels flavored with cinnamon and raisins.,5,4.19,Proprietary,Energy,85f6a235-02c2-4bfd-9a65-4ed79bc6c498,85f6a235-02c2-4bfd-9a65-4ed79bc6c498,NovaChem Labs,85f6a235-02c2-4bfd-9a65-4ed79bc6c498,5,7,36,Electrical Components
cbaec30a-a9fe-4eac-b29d-4f61d25a26c7,5dfc999b-e29f-42a8-901d-222f2b444119,20,Creamy chia pudding made with coconut milk and topped with mango.,16,3.49,Internal Use Only,Healthcare,5dfc999b-e29f-42a8-901d-222f2b444119,5dfc999b-e29f-42a8-901d-222f2b444119,Atlas Engineering,5dfc999b-e29f-42a8-901d-222f2b444119,16,110,100,Computer Hardware
7c639fa5-9858-48f1-8102-a38400f301d3,3f304211-05d5-4e70-b18e-236105798a92,21,"Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks.",10,4.99,Confidential,Entertainment,3f304211-05d5-4e70-b18e-236105798a92,3f304211-05d5-4e70-b18e-236105798a92,Vertex Electronics,3f304211-05d5-4e70-b18e-236105798a92,10,53,83,Printing and Photographic Equipment
d2e96d65-8f94-4569-8d8d-5a2eb7ddd088,09ab66e7-ef4a-4983-a521-575cf22e44d6,22,Sweet and tangy mango chutney for a flavorful dip.,13,3.99,Unclassified,Food Services,09ab66e7-ef4a-4983-a521-575cf22e44d6,09ab66e7-ef4a-4983-a521-575cf22e44d6,Sunrise Textiles,09ab66e7-ef4a-4983-a521-575cf22e44d6,13,99,100,Software and Licenses
782d4684-fb35-4452-9ccc-93693d0da143,5cf72ebe-e961-4847-9ca3-a98ed6164fba,23,"Deliciously smoked salmon, great for bagels.",13,14.99,Internal Use Only,Government,5cf72ebe-e961-4847-9ca3-a98ed6164fba,5cf72ebe-e961-4847-9ca3-a98ed6164fba,Quantum Machinery,5cf72ebe-e961-4847-9ca3-a98ed6164fba,13,83,100,Automotive Parts
8eb5fa8f-dd2b-4dae-b187-03a2f6597427,0db5528d-45ce-445f-b703-88a504de84d2,24,Automatic waterer that filters and provides fresh drinking water for pets.,10,39.99,Restricted,Agriculture,0db5528d-45ce-445f-b703-88a504de84d2,0db5528d-45ce-445f-b703-88a504de84d2,Pioneer Manufacturing,0db5528d-45ce-445f-b703-88a504de84d2,10,56,79,Industrial Machinery
9636e2b3-93dc-45ca-8853-23af7106ef57,cb33fda7-3ebc-488d-b149-29ea2768901a,25,Passive noise reduction headphones for focus.,12,39.99,Sensitive,Retail,cb33fda7-3ebc-488d-b149-29ea2768901a,cb33fda7-3ebc-488d-b149-29ea2768901a,Precision Optics,cb33fda7-3ebc-488d-b149-29ea2768901a,12,117,93,Laboratory Instruments
d137b372-e899-4287-bd63-7a88432206ac,2457fd47-1333-4e03-9c03-d0ddebf60b7c,26,Healthy snack bars packed with oats and fruit.,10,4.29,Proprietary,Construction,2457fd47-1333-4e03-9c03-d0ddebf60b7c,2457fd47-1333-4e03-9c03-d0ddebf60b7c,GlobalTech Solutions,2457fd47-1333-4e03-9c03-d0ddebf60b7c,10,4,76,Agricultural Supplies
5109f44b-9b27-4c8e-93c0-608f31dd1477,66b3e9ca-c6e6-4d8f-8e70-f6ade14a8f78,27,"Marinated shrimp in a garlic and lemon sauce, perfect for grilling.",12,8.99,Public,Transportation,66b3e9ca-c6e6-4d8f-8e70-f6ade14a8f78,66b3e9ca-c6e6-4d8f-8e70-f6ade14a8f78,EcoBuild Systems,66b3e9ca-c6e6-4d8f-8e70-f6ade14a8f78,12,17,99,Food and Beverage Products
0818c676-e40e-4239-94c9-5c2644ba2f5c,405b4aac-9a00-48b3-b05c-d1ff0a374197,28,"A blend of assorted nuts, perfect for snacking or adding to recipes.",9,5.99,Top Secret,Finance,405b4aac-9a00-48b3-b05c-d1ff0a374197,405b4aac-9a00-48b3-b05c-d1ff0a374197,Starlight Components,405b4aac-9a00-48b3-b05c-d1ff0a374197,9,68,69,Office Supplies
fdfe26bd-fa70-4dbb-be06-8c4f86bda6ac,24410a4a-e783-4ec7-ab81-5cd8a583996a,29,A fragrant Indian spice blend for curries and stews.,5,2.79,For Official Use Only,Hospitality,24410a4a-e783-4ec7-ab81-5cd8a583996a,24410a4a-e783-4ec7-ab81-5cd8a583996a,Acme Industries,24410a4a-e783-4ec7-ab81-5cd8a583996a,5,15,39,Telecommunications Equipment
c56285cf-91cd-44b8-a7e8-357ce50c7b73,04645f86-1035-4be2-952f-9bbba21a876c,30,Bell peppers filled with quinoa and vegetables.,7,7.99,Highly Confidential,Real Estate,04645f86-1035-4be2-952f-9bbba21a876c,04645f86-1035-4be2-952f-9bbba21a876c,BlueWave Medical,04645f86-1035-4be2-952f-9bbba21a876c,7,27,55,Personal Care Products
d9e1b14e-a441-4002-9403-bcf611f3d7f0,2b43fb57-e756-4516-aa01-2d4bfd5b36cb,31,Flavorful rice mix with saffron and spices.,4,2.99,Public,Telecommunications,2b43fb57-e756-4516-aa01-2d4bfd5b36cb,2b43fb57-e756-4516-aa01-2d4bfd5b36cb,Atlas Engineering,2b43fb57-e756-4516-aa01-2d4bfd5b36cb,4,82,30,Furniture and Furnishings
16dc86b2-22a5-40f6-a7f4-dc32a7905b50,54e71222-c31b-4eae-8a74-d02e77716fd1,32,"Wild-caught salmon filets, perfect for grilling or baking.",10,12.99,Highly Confidential,Manufacturing,54e71222-c31b-4eae-8a74-d02e77716fd1,54e71222-c31b-4eae-8a74-d02e77716fd1,Summit Automotive,54e71222-c31b-4eae-8a74-d02e77716fd1,10,76,83,Construction Materials
4b0e4317-5dad-4820-bcee-7a2c535830eb,8fd7a541-754e-49d5-8228-eb7a7dd0091d,33,Spicy sauce made with chipotle peppers,10,3.29,Top Secret,Energy,8fd7a541-754e-49d5-8228-eb7a7dd0091d,8fd7a541-754e-49d5-8228-eb7a7dd0091d,Vertex Electronics,8fd7a541-754e-49d5-8228-eb7a7dd0091d,10,88,80,Electrical Components
a4f089e9-d330-4448-ad14-b37bc51ed077,fee702a5-693b-4e9e-aac8-0b5638c21cc7,34,Complete fondue set for chocolate and cheese parties.,10,34.99,Confidential,Technology,fee702a5-693b-4e9e-aac8-0b5638c21cc7,fee702a5-693b-4e9e-aac8-0b5638c21cc7,Precision Optics,fee702a5-693b-4e9e-aac8-0b5638c21cc7,10,35,81,Cleaning Products
cd8f3cf7-130b-4145-88d3-8fabcde386ac,17c7f22b-bfff-4398-bc86-8172a85bd8b1,35,Durable and shatterproof silicone glasses for outdoor use.,10,22.99,Internal Use Only,Insurance,17c7f22b-bfff-4398-bc86-8172a85bd8b1,17c7f22b-bfff-4398-bc86-8172a85bd8b1,BlueWave Medical,17c7f22b-bfff-4398-bc86-8172a85bd8b1,10,77,84,Clothing and Apparel
c014dbe4-ba7e-4253-b465-90a2b0dcca6d,bdd1abca-beae-4971-8600-ad54d5c8617d,36,"Fluffy couscous seasoned with a blend of herbs, perfect as a side dish.",6,2.49,For Official Use Only,Healthcare,bdd1abca-beae-4971-8600-ad54d5c8617d,bdd1abca-beae-4971-8600-ad54d5c8617d,Ironclad Tools,bdd1abca-beae-4971-8600-ad54d5c8617d,6,108,47,Computer Hardware
e1ce9e12-d068-4ea8-a46d-45961f14f9aa,b18f28bb-0d05-4983-a63d-dade61198100,37,"Organize travel documents, passport, and cards.",8,15.99,Sensitive,Automotive,b18f28bb-0d05-4983-a63d-dade61198100,b18f28bb-0d05-4983-a63d-dade61198100,Quantum Machinery,b18f28bb-0d05-4983-a63d-dade61198100,8,91,65,Packaging Materials
9687d0e5-589f-418e-8cf6-8b09a83ce74b,db549eb0-551e-4c9f-8d37-7d946a4b3d5f,38,Crunchy seeds perfect for toppings and baking.,7,1.99,Unclassified,Pharmaceuticals,db549eb0-551e-4c9f-8d37-7d946a4b3d5f,db549eb0-551e-4c9f-8d37-7d946a4b3d5f,NovaChem Labs,db549eb0-551e-4c9f-8d37-7d946a4b3d5f,7,13,56,Sports and Recreational Equipment
13dfbfd8-1724-4064-aacb-8c7d8bde861b,664de3c9-0eb5-4924-ac90-8246b6ae0307,39,Spicy and flavorful curry paste for authentic Thai dishes.,14,3.99,Restricted,Legal,664de3c9-0eb5-4924-ac90-8246b6ae0307,664de3c9-0eb5-4924-ac90-8246b6ae0307,EcoBuild Systems,664de3c9-0eb5-4924-ac90-8246b6ae0307,14,16,100,Safety and Security Equipment
e4f06e2a-e987-4478-b1a6-a4d8fe221aaa,2d3061b1-54af-4dd8-9936-dc2673633afc,40,Eco-friendly trash bags that break down naturally.,5,12.99,Proprietary,Education,2d3061b1-54af-4dd8-9936-dc2673633afc,2d3061b1-54af-4dd8-9936-dc2673633afc,Acme Industries,2d3061b1-54af-4dd8-9936-dc2673633afc,5,127,42,Medical Equipment
eec88156-f603-4d7d-a17b-893624af2773,01953b6c-06d8-48ee-b506-9804b1a6b763,41,Quick-cooking ramen for instant meals.,11,0.99,Top Secret,Construction,01953b6c-06d8-48ee-b506-9804b1a6b763,01953b6c-06d8-48ee-b506-9804b1a6b763,Sunrise Textiles,01953b6c-06d8-48ee-b506-9804b1a6b763,11,95,88,Agricultural Supplies
58ee4e12-7c3a-4419-94d7-21034e80a5cc,9e0abcbc-89ca-4d39-bc4d-2d13c9dcea91,42,Juicy raisins coated in rich dark chocolate.,9,3.49,Proprietary,Finance,9e0abcbc-89ca-4d39-bc4d-2d13c9dcea91,9e0abcbc-89ca-4d39-bc4d-2d13c9dcea91,Evergreen Plastics,9e0abcbc-89ca-4d39-bc4d-2d13c9dcea91,9,67,69,Office Supplies
58c41bb6-c1d9-42b8-abd1-9e56a52088c1,2ac59971-8911-4335-bf16-0149480588a5,43,"Creamy dip made with real onions and spices, great for chips and veggies.",7,2.99,For Official Use Only,Legal,2ac59971-8911-4335-bf16-0149480588a5,2ac59971-8911-4335-bf16-0149480588a5,Starlight Components,2ac59971-8911-4335-bf16-0149480588a5,7,105,54,Safety and Security Equipment
8d1d5e22-0150-4e10-b364-abd7e645bacf,9d8871d7-0194-4072-b28f-24c8389f7b22,44,A mix of fresh vegetables for quick stir-fries.,12,3.29,Highly Confidential,Insurance,9d8871d7-0194-4072-b28f-24c8389f7b22,9d8871d7-0194-4072-b28f-24c8389f7b22,Pioneer Manufacturing,9d8871d7-0194-4072-b28f-24c8389f7b22,12,12,94,Clothing and Apparel
4ceb7c02-56d7-41b6-94d0-07b11602316c,534e22df-a179-48e5-9d1c-839540ca41fa,45,Complete set for garden care with a handy carrying bag.,8,39.99,Unclassified,Transportation,534e22df-a179-48e5-9d1c-839540ca41fa,534e22df-a179-48e5-9d1c-839540ca41fa,GlobalTech Solutions,534e22df-a179-48e5-9d1c-839540ca41fa,8,112,61,Food and Beverage Products
5b9208d4-4876-498b-992b-5daa51897150,793b97cf-8273-4789-8d8c-3f5896cab05e,46,Space-saving bike for indoor workouts.,9,199.99,Restricted,Real Estate,793b97cf-8273-4789-8d8c-3f5896cab05e,793b97cf-8273-4789-8d8c-3f5896cab05e,Precision Optics,793b97cf-8273-4789-8d8c-3f5896cab05e,9,60,72,Personal Care Products
458eb44d-f6db-48f2-8cb9-fbde11544f58,01b41174-1870-418c-a0a1-9cf1080771c0,47,"Thin, flat pasta perfect for various sauces.",8,1.89,Confidential,Telecommunications,01b41174-1870-418c-a0a1-9cf1080771c0,01b41174-1870-418c-a0a1-9cf1080771c0,GlobalTech Solutions,01b41174-1870-418c-a0a1-9cf1080771c0,8,59,64,Furniture and Furnishings
96f7604c-a670-4e2b-9603-35fd6dcdf27f,07bae276-dee4-47c6-bd3c-4a37e027e191,48,Convenient belt with pockets for easy access to tools while gardening.,14,22.99,Internal Use Only,Manufacturing,07bae276-dee4-47c6-bd3c-4a37e027e191,07bae276-dee4-47c6-bd3c-4a37e027e191,Quantum Machinery,07bae276-dee4-47c6-bd3c-4a37e027e191,14,74,100,Construction Materials
d570d75e-853e-4d6b-9533-adec3524b497,eca9efa0-648b-484c-b13d-9799edec270b,49,Crispy chicken nuggets for quick meals.,12,4.49,Public,Technology,eca9efa0-648b-484c-b13d-9799edec270b,eca9efa0-648b-484c-b13d-9799edec270b,Summit Automotive,eca9efa0-648b-484c-b13d-9799edec270b,12,94,97,Cleaning Products
0009b8c6-e964-47d3-b356-b54af4b49919,e5f7735f-8f01-48c9-bfd4-619fc9f5d727,50,Herbal tea bags made from dried hibiscus flowers.,11,3.79,Sensitive,Government,e5f7735f-8f01-48c9-bfd4-619fc9f5d727,e5f7735f-8f01-48c9-bfd4-619fc9f5d727,Acme Industries,e5f7735f-8f01-48c9-bfd4-619fc9f5d727,11,1,91,Automotive Parts
66534ff0-b777-437c-9161-4854f1aad5b9,2e3bfe60-cf70-41b7-a315-6d0866413de1,51,Non-slip mat designed for yoga and fitness exercises.,10,34.99,Restricted,Automotive,2e3bfe60-cf70-41b7-a315-6d0866413de1,2e3bfe60-cf70-41b7-a315-6d0866413de1,BlueWave Medical,2e3bfe60-cf70-41b7-a315-6d0866413de1,10,37,78,Packaging Materials
db361241-f885-4d08-8e91-30408561cac4,e93a677a-c8f3-46fb-aa14-496cd080c879,52,Engaging kit with science experiments for children.,12,29.99,Sensitive,Energy,e93a677a-c8f3-46fb-aa14-496cd080c879,e93a677a-c8f3-46fb-aa14-496cd080c879,NovaChem Labs,e93a677a-c8f3-46fb-aa14-496cd080c879,12,90,94,Electrical Components
040ee0ab-184f-4748-8d3a-a1774206457c,afdae67c-2a07-44f5-a53f-aa5ea1f7bf47,53,Modern desk lamp that features a built-in USB charging port.,10,29.99,Proprietary,Healthcare,afdae67c-2a07-44f5-a53f-aa5ea1f7bf47,afdae67c-2a07-44f5-a53f-aa5ea1f7bf47,Sunrise Textiles,afdae67c-2a07-44f5-a53f-aa5ea1f7bf47,10,73,77,Computer Hardware
ea37c3f7-9b27-4617-93bd-a6c2e7f2004a,d86612da-f696-4e36-965d-5392a406d4a8,54,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",15,5.49,Public,Pharmaceuticals,d86612da-f696-4e36-965d-5392a406d4a8,d86612da-f696-4e36-965d-5392a406d4a8,Ironclad Tools,d86612da-f696-4e36-965d-5392a406d4a8,15,123,100,Sports and Recreational Equipment
d628d594-a01d-48df-ab8b-ac544c2369f0,4a0f22a4-4584-4971-b8fa-25a05d5412e3,55,"Sweet dried raisins, perfect for snacks or baking.",11,3.19,Top Secret,Education,4a0f22a4-4584-4971-b8fa-25a05d5412e3,4a0f22a4-4584-4971-b8fa-25a05d5412e3,Starlight Components,4a0f22a4-4584-4971-b8fa-25a05d5412e3,11,107,90,Medical Equipment
b607256e-7070-4768-8717-33e14bc5f392,1f42664b-4df4-4a3b-9843-49c8261e8ff4,56,Quality scissors designed for easy pet grooming.,11,16.99,For Official Use Only,Agriculture,1f42664b-4df4-4a3b-9843-49c8261e8ff4,1f42664b-4df4-4a3b-9843-49c8261e8ff4,Evergreen Plastics,1f42664b-4df4-4a3b-9843-49c8261e8ff4,11,36,86,Industrial Machinery
ff42266f-02e3-4fd2-9056-f194456173bc,9cdacdf4-8cb2-4baa-af67-4f97304112b1,57,Fresh sliced bell peppers for salads or stir-fries.,9,3.99,Highly Confidential,Hospitality,9cdacdf4-8cb2-4baa-af67-4f97304112b1,9cdacdf4-8cb2-4baa-af67-4f97304112b1,Atlas Engineering,9cdacdf4-8cb2-4baa-af67-4f97304112b1,9,40,75,Telecommunications Equipment
3409c0b3-9723-4c41-8914-299e82c44263,d636d56f-9c54-4e79-9d88-14931feab0f7,58,Ergonomic memory foam pillow for better sleep.,5,39.99,Confidential,Entertainment,d636d56f-9c54-4e79-9d88-14931feab0f7,d636d56f-9c54-4e79-9d88-14931feab0f7,Pioneer Manufacturing,d636d56f-9c54-4e79-9d88-14931feab0f7,5,47,39,Printing and Photographic Equipment
f0a05289-c511-4cef-b426-41c064973193,415f1821-5fbe-44b9-b246-976e20ee3141,59,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection.",13,8.99,Unclassified,Food Services,415f1821-5fbe-44b9-b246-976e20ee3141,415f1821-5fbe-44b9-b246-976e20ee3141,EcoBuild Systems,415f1821-5fbe-44b9-b246-976e20ee3141,13,113,100,Software and Licenses
201e1b13-df43-453f-b1a0-f983da474b82,3725cdeb-47b9-4b63-8cda-06c6403890ed,60,Miso paste for making traditional Japanese miso soup.,15,2.99,Internal Use Only,Retail,3725cdeb-47b9-4b63-8cda-06c6403890ed,3725cdeb-47b9-4b63-8cda-06c6403890ed,Vertex Electronics,3725cdeb-47b9-4b63-8cda-06c6403890ed,15,38,100,Laboratory Instruments
da8925aa-cc0c-436c-827d-37c483559869,eb7d3be3-fa20-4845-90d1-8c43bbcb9412,61,Personalized wooden puzzles for children that encourage learning.,6,29.99,Confidential,Energy,eb7d3be3-fa20-4845-90d1-8c43bbcb9412,eb7d3be3-fa20-4845-90d1-8c43bbcb9412,Vertex Electronics,eb7d3be3-fa20-4845-90d1-8c43bbcb9412,6,126,48,Electrical Components
9292e198-2d38-41fe-8767-b9088f3fe339,c9e253f3-3170-4790-b310-d5339e887ce4,62,Compact sewing kit for travel emergencies.,9,12.99,Proprietary,Retail,c9e253f3-3170-4790-b310-d5339e887ce4,c9e253f3-3170-4790-b310-d5339e887ce4,NovaChem Labs,c9e253f3-3170-4790-b310-d5339e887ce4,9,78,76,Laboratory Instruments
4e12cd07-18c8-43c4-a42a-50dca517b9bd,607228f1-e898-460f-b666-08f4cd671940,63,"Organic rolled oats, great for breakfast or baking.",7,3.29,For Official Use Only,Real Estate,607228f1-e898-460f-b666-08f4cd671940,607228f1-e898-460f-b666-08f4cd671940,Ironclad Tools,607228f1-e898-460f-b666-08f4cd671940,7,114,56,Personal Care Products
b2ae3f85-fccf-48a9-af69-45e61eb8662c,c38d2dfa-88cc-42f1-a010-ed8b890ac75a,64,Rich and creamy chocolate fudge ice cream for dessert.,12,5.99,Public,Automotive,c38d2dfa-88cc-42f1-a010-ed8b890ac75a,c38d2dfa-88cc-42f1-a010-ed8b890ac75a,BlueWave Medical,c38d2dfa-88cc-42f1-a010-ed8b890ac75a,12,118,94,Packaging Materials
2449b509-d59a-4f33-b92b-b1638703b2a0,b930d2de-f39d-43b5-8dd6-f41f401d8133,65,Ergonomic mouse designed for gamers with high DPI.,8,39.99,Restricted,Agriculture,b930d2de-f39d-43b5-8dd6-f41f401d8133,b930d2de-f39d-43b5-8dd6-f41f401d8133,Quantum Machinery,b930d2de-f39d-43b5-8dd6-f41f401d8133,8,8,61,Industrial Machinery
51409650-1145-421d-88ef-d558ce2a0f8a,362bda21-95ac-4a0f-8996-39b6c1826fcd,66,"A mix of fresh raspberries, blueberries, and blackberries.",13,6.99,Top Secret,Manufacturing,362bda21-95ac-4a0f-8996-39b6c1826fcd,362bda21-95ac-4a0f-8996-39b6c1826fcd,Pioneer Manufacturing,362bda21-95ac-4a0f-8996-39b6c1826fcd,13,55,100,Construction Materials
0845430a-17c1-444d-a39f-59849e583a78,aec63041-a495-4681-b668-6d758559e2dd,67,"Fresh baby spinach leaves, great for salads and smoothies.",11,2.99,Internal Use Only,Finance,aec63041-a495-4681-b668-6d758559e2dd,aec63041-a495-4681-b668-6d758559e2dd,EcoBuild Systems,aec63041-a495-4681-b668-6d758559e2dd,11,32,89,Office Supplies
faff1928-3cf8-4c1e-b2d2-a45f1ef03cc2,94334a2e-4b89-4985-b993-5ec1e09f04a2,68,"Crunchy, toasted coconut chips for snacking.",14,3.59,Highly Confidential,Transportation,94334a2e-4b89-4985-b993-5ec1e09f04a2,94334a2e-4b89-4985-b993-5ec1e09f04a2,Sunrise Textiles,94334a2e-4b89-4985-b993-5ec1e09f04a2,14,45,100,Food and Beverage Products
6e06016a-e638-448d-b27d-99c395360c53,a1269a51-9645-4cc8-b6b3-a3553559e13d,69,"A delicious savory quinoa pudding, great as a side dish.",9,2.99,Unclassified,Hospitality,a1269a51-9645-4cc8-b6b3-a3553559e13d,a1269a51-9645-4cc8-b6b3-a3553559e13d,Atlas Engineering,a1269a51-9645-4cc8-b6b3-a3553559e13d,9,100,69,Telecommunications Equipment
