distribution_id,distribution_key,title,type,user_role,created_by_user_key,school_key,district_key,organization_key,expiration_date,expire_offset,active,allow_direct_pay,allow_reimbursements,allow_marketplace,is_shared
16,0842ee13-a549-495f-a0d9-e097ae6e448c,Rb82 rubidium,project,viewer,8d7afd27-95c8-4885-9419-17f5cdf4128b,58b2e839-c676-4a46-ae29-a759498faa89,8d7afd27-95c8-4885-9419-17f5cdf4128b,838a8fd9-b4ca-4e36-9ac8-7197fd5d5ed7,2025-01-19 09:54:16,,1,1,1,1,
17,a0cde76b-ed98-4d16-b758-504c5a8628b6,Mrgfus strtctc ablt trgt icr,default,super_admin,68f39eb5-53f4-430d-8131-b68dcc27b8f5,9ed4163f-eb63-4cc6-bd9c-f4a9c4ca19cd,68f39eb5-53f4-430d-8131-b68dcc27b8f5,91442ae6-a8dc-48fe-bdb5-007bd9aba920,2025-02-07 04:25:51,,1,1,1,1,
18,c1564710-90e5-4cc7-b90c-f52ae1989319,Hepatobil syst image w/drug,allocation,user,382ce4b8-fcfa-47ca-b4a0-38d9aa803e26,14dff5ec-d821-4b06-87ab-e0c6ac50a3c4,382ce4b8-fcfa-47ca-b4a0-38d9aa803e26,1c87b187-a726-47b0-aacb-f984e7ada30f,2025-04-01 02:40:09,,1,1,1,1,0
19,8ccec61b-70b4-444f-a36f-51e9d466b013,Ob us limited fetus(s),gofundme,moderator,2b3d0b04-46c2-498b-b45e-a71b65b8dbc2,aeb7e36b-13b3-48ff-8b92-28c74bf4b411,2b3d0b04-46c2-498b-b45e-a71b65b8dbc2,e1e87972-3124-4e64-8b70-78f9627c3ba8,2025-10-29 06:07:05,,0,1,0,0,0
20,37198537-13cf-4f83-ab8c-001aca3fa3b5,X-ray xm swlng funcj c+,disbursement,manager,57938de3-b0e4-4adc-986d-744c0b6e320d,ef128f15-a428-4586-92e5-70e145654457,57938de3-b0e4-4adc-986d-744c0b6e320d,2ca8c95a-a1a8-4d3c-8e89-b8c8bc6fdfe5,2025-07-26 12:20:36,,0,1,0,0,1
21,1334e8c3-754d-4220-b119-bd3242de9b40,Cystotomy/cystostomy w/fulg [only when cystotomy/cystostomy includes insertion of radioactive material],default,super_admin,f9cf15b2-70d3-46cb-b2bc-d0671014f2ac,df240f80-736d-4fc3-badd-90f935656136,f9cf15b2-70d3-46cb-b2bc-d0671014f2ac,7eb09ebc-08f4-490c-a490-50aa20c94b94,2025-10-27 16:06:43,,0,1,0,0,1
22,873f1a74-137a-4495-9c14-7408d59dec91,Apply surface radiation,gofundme,support,6d6ea214-2062-46b0-ae28-321f66ec35ab,45773563-05a6-4169-b6a0-963c041f7cd9,6d6ea214-2062-46b0-ae28-321f66ec35ab,b2c87f63-2881-4f48-a7cb-94e6ac3b7058,2025-05-03 00:21:48,,0,1,0,0,1
23,df1883f3-73a5-4747-8339-4a1bab88025f,Psyc genom alys pnl 15 gen,allocation,moderator,f834043e-16a8-480b-ad14-0642ad849798,f88f63cb-d69a-4a5b-84d2-b83eabf61699,f834043e-16a8-480b-ad14-0642ad849798,c6f62c86-6a61-4134-a6b3-a8651ce1a2d1,2025-09-01 12:36:01,,0,1,0,0,0
24,ba30ee5f-3e9e-4034-b0e5-45e1b1f1ae7f,PET image full body,disbursement,admin,28c46fb0-a3d3-42aa-8ced-da0f38abbd33,57bd547e-2834-493b-b9fc-1745571e6f25,28c46fb0-a3d3-42aa-8ced-da0f38abbd33,9be8e9df-ec0d-44f6-b793-0444bf554614,2025-01-17 21:44:17,,1,1,1,1,
25,8b5d9fd5-47a8-432d-a39c-ff5527709e08,Screen c/v thin layer by MD,project,user,f8f88676-8265-4405-bded-6f25a3237601,20eb1385-7882-4389-9bfa-bc9faebd1ee5,f8f88676-8265-4405-bded-6f25a3237601,e7e41453-4573-400a-a29e-b1ef20b3cefe,2025-09-07 21:45:24,,0,1,0,0,0
26,7069b299-c105-4b5c-9507-462cc5bc003e,Us bone density measure,disbursement,editor,1c87b187-a726-47b0-aacb-f984e7ada30f,f565da70-363a-45e8-b071-c478345cdcc4,1c87b187-a726-47b0-aacb-f984e7ada30f,3b6a31ef-c874-4b7a-a45d-1f964fcdf1a1,2025-08-23 23:59:30,,0,1,0,0,0
27,94db2087-b90b-4b01-ac08-6ca92f8de8e7,Stereotactic radiation trmt,gofundme,guest,38b0e8e4-72e3-4604-b60c-453f7ee965eb,4563b797-4e67-417e-895a-ae4753b99bd6,38b0e8e4-72e3-4604-b60c-453f7ee965eb,a0ca33d9-faea-420f-b8c8-a0518e803961,2024-12-26 14:51:08,,1,1,1,1,
28,1c87b187-a726-47b0-aacb-f984e7ada30f,X-ray exam knee 4 or more,default,manager,4a26555b-f103-4402-9ec1-12e7cd24ba79,22486a96-456b-4946-ae06-e403541e7bd2,4a26555b-f103-4402-9ec1-12e7cd24ba79,36ed60bd-483c-4925-8e05-31c80fb18961,2025-10-27 19:57:34,,0,1,0,0,0
29,969da0c5-7158-4be2-b427-5127c32958e4,Iaad blk ac wv bsnsr sarscv2,allocation,viewer,a918f627-72a7-46b3-8d3a-3419d77f7125,170765d4-59de-4ab4-a2c3-5bedc34246f6,a918f627-72a7-46b3-8d3a-3419d77f7125,3df95f38-55ab-4328-8f16-e4821330d867,2025-07-10 04:01:26,,0,1,0,0,0
30,8d7afd27-95c8-4885-9419-17f5cdf4128b,Ob us >/= 14 wks addl fetus,project,contributor,0842ee13-a549-495f-a0d9-e097ae6e448c,62a10cb2-5973-4a59-8eb8-e25286112f50,0842ee13-a549-495f-a0d9-e097ae6e448c,10fbf306-3daa-468e-9658-83315731bec5,2025-10-22 00:03:44,,0,1,0,0,1
31,965290a9-4094-4fe8-916b-3aea783e8fb7,RIV4 vacc recombinant dna im,project,viewer,0660a5c5-a08c-43e4-b4f5-2b78b6992ef0,575d996c-9f1a-4d2d-9e46-db43cae5debc,0660a5c5-a08c-43e4-b4f5-2b78b6992ef0,965956a4-ff5b-459c-82a5-3e1a6e338aff,2025-08-14 12:56:04,,0,1,0,0,0
32,c624e44f-38b8-4562-bb8b-891d93b9e541,Cardiac shunt imaging,default,editor,175fb237-c01e-4c55-8b64-64735855d2d4,83e5a825-1d72-421b-a262-df56a59efc2e,175fb237-c01e-4c55-8b64-64735855d2d4,e25f0c75-2926-4f42-8c36-ef75dc1ee77d,2025-10-07 18:14:53,,0,1,0,0,0
33,618951cd-a131-4c49-a1e6-d31a1afdf6e9,Lpoprtn bld w/5 maj classes,gofundme,super_admin,7eb09ebc-08f4-490c-a490-50aa20c94b94,,,ef084fc5-6849-41f0-bc1f-b5960dbb588e,2024-11-20 17:17:36,,1,1,1,1,
34,382ce4b8-fcfa-47ca-b4a0-38d9aa803e26,Paraffin bath therapy,allocation,guest,86bdb2a2-d0bb-4acd-b647-788f8891393a,1d573dd7-a520-4e0d-a9ff-99a244d088ac,86bdb2a2-d0bb-4acd-b647-788f8891393a,89cc21cb-f8ff-4ac2-80de-670243f7cb1a,2025-03-09 18:47:15,,1,1,1,1,1
35,f9e834ea-cbb4-44f6-af7d-40454afe179f,Bone marrow imaging mult,disbursement,user,63775944-d088-4908-b5b4-74c122eb457b,c2269a57-4e9d-4ff1-a981-d9b4f9aaf716,63775944-d088-4908-b5b4-74c122eb457b,732923e6-efda-4010-9b33-2282cf0eda1e,2025-08-07 13:18:36,,0,1,0,0,0
36,f834043e-16a8-480b-ad14-0642ad849798,X-ray xm colon 2cntrst std,disbursement,manager,0f8d943f-201c-417b-aa6b-8c4fca5b36cb,629e8198-0815-442e-a1c3-b98b3f2e7c6e,0f8d943f-201c-417b-aa6b-8c4fca5b36cb,3fe9812d-d99a-459f-96ef-6b3293de6b94,2025-09-20 16:27:36,,0,1,0,0,0
37,f9f74eac-92ff-47eb-b7dd-2940fb876889,Sarscv2 vac 30mcg trs-suc im,default,contributor,383be3ed-92c4-47c6-9fc8-2a8670668597,64697d8a-c47a-46b1-97b8-6d22c1c6f4eb,383be3ed-92c4-47c6-9fc8-2a8670668597,fa56c81b-4a30-43d5-90ac-b2aa40f29fc2,2025-08-26 06:02:21,,0,1,0,0,0
38,5ebd33af-a37c-4d1a-b479-1a584016bfe1,Onc sld tum rtpcr 7 gen,allocation,admin,a0cde76b-ed98-4d16-b758-504c5a8628b6,5b04dabc-0fd7-4293-a4ae-6519746cb828,a0cde76b-ed98-4d16-b758-504c5a8628b6,08757f42-f253-471f-a936-afe46c38bf15,2025-09-17 16:03:44,,0,1,0,0,0
39,2b3d0b04-46c2-498b-b45e-a71b65b8dbc2,Echo exam of eye thickness,gofundme,support,965290a9-4094-4fe8-916b-3aea783e8fb7,fece49ca-2950-4480-985c-ea007e5ddfe2,965290a9-4094-4fe8-916b-3aea783e8fb7,b9571b3e-dd52-41dc-9249-6551c0de671a,2025-04-08 02:33:52,,1,1,1,1,0
40,056fc23d-0f05-4c31-8a0b-1dd6dc0fb2f2,PCV13 vaccine im,project,moderator,6704da94-e5d7-4012-b2ab-418f40baffaa,4c7a99ee-f7c7-412a-b660-de1656b0cf0a,6704da94-e5d7-4012-b2ab-418f40baffaa,d576ba9b-4f02-46f9-8c59-db793d983a94,2025-01-27 14:40:40,,1,1,1,1,
41,7eb09ebc-08f4-490c-a490-50aa20c94b94,X-ray exam of shoulder,project,viewer,f9f74eac-92ff-47eb-b7dd-2940fb876889,f51e44bb-1db3-4a6f-a354-fe5e405e9247,f9f74eac-92ff-47eb-b7dd-2940fb876889,1077fd6b-b7b2-499e-9fb3-ad668f5183a3,2025-01-11 15:04:25,,1,1,1,1,
42,b4cc4cd4-5209-4277-aed2-45f70801e156,Psyc genomic alys pnl 26 gen,disbursement,super_admin,9585203c-7ab1-4a32-b5a7-85978eed4a43,1028c10a-aa6e-4b0b-a85b-eb7f4bbbc2d6,9585203c-7ab1-4a32-b5a7-85978eed4a43,a0cde76b-ed98-4d16-b758-504c5a8628b6,2025-01-26 08:02:41,,1,1,1,1,
43,4b82cdaf-d445-4792-9018-4840f8a71e43,Vacc iiv4 no prsrv 0.25ml im,gofundme,moderator,1334e8c3-754d-4220-b119-bd3242de9b40,bf527a07-c154-4dfd-9e4d-d7835b9dfeef,1334e8c3-754d-4220-b119-bd3242de9b40,0469525e-de9d-4f58-814c-6e7cb0bad1bf,2025-07-03 00:54:56,,0,1,0,0,1
44,c6f62c86-6a61-4134-a6b3-a8651ce1a2d1,I131 max 100uCi,default,contributor,ca6747b0-a025-44f7-800e-47dceaff49f6,dbb79a20-994a-4520-9964-881b5d0afbc5,ca6747b0-a025-44f7-800e-47dceaff49f6,8e75522e-2afd-4f45-9665-fc1489644dcd,2024-12-21 16:05:22,,1,1,1,1,
45,98343024-d4b1-4489-b3f6-c9f1ad4d753a,"Brachytx, stranded, P-103",allocation,user,152f6e07-9a0d-462f-ba79-290bf5edde0d,ec064a24-b992-4d89-a278-63571b0f3067,152f6e07-9a0d-462f-ba79-290bf5edde0d,0b3fa343-c692-446f-a748-f8b27c29f7d9,2025-01-13 20:50:46,,1,1,1,1,
46,be721b50-3db3-46af-89ce-928226b6f43b,Vacc qirv mrna 60mcg/.5ml im,gofundme,manager,37198537-13cf-4f83-ab8c-001aca3fa3b5,b5a8bae6-dd80-4778-8894-f52c1d667a13,37198537-13cf-4f83-ab8c-001aca3fa3b5,6c19a9bf-87aa-4913-acb0-9a0669b892ab,2025-10-21 14:54:00,,0,1,0,0,1
47,0f8d943f-201c-417b-aa6b-8c4fca5b36cb,Laryngoscopic sensory test,allocation,editor,8b5d9fd5-47a8-432d-a39c-ff5527709e08,d7f93237-6d44-4201-90db-4fdb7612417d,8b5d9fd5-47a8-432d-a39c-ff5527709e08,5eb9f04d-6933-4e63-8f60-9a345ce1c346,2025-04-23 13:00:29,,1,1,1,1,0
48,6d6ea214-2062-46b0-ae28-321f66ec35ab,Glucose test [only when billed with ICD-10-CM code Z13.1],disbursement,admin,b4cc4cd4-5209-4277-aed2-45f70801e156,a084d3a0-ec1f-4cc5-9c0e-79a2c7f4f4ef,b4cc4cd4-5209-4277-aed2-45f70801e156,f6e4b49b-fe2a-401b-823e-cd4d90655af8,2025-05-12 18:16:35,,0,1,0,0,0
49,bfa71a43-a2ee-4f2f-a209-d648a8d44b36,Endoscopy swallow tst (fees),project,guest,034af0fe-a71a-4d88-8be0-33ade1bdd6f3,e03bc716-cc86-49d4-b972-ee0428ef0e7a,034af0fe-a71a-4d88-8be0-33ade1bdd6f3,4a7c7636-0abc-40a5-8bcf-b6738a41e5d0,2025-01-24 23:44:33,,1,1,1,1,
50,5f308a00-3447-4d8b-8c0a-b46eea263f07,LAIV3 vaccine intranasal,default,support,ae0b4491-940b-440a-a369-00eb78ccce13,5353f025-2fce-436e-9a13-305aa80dcc92,ae0b4491-940b-440a-a369-00eb78ccce13,a5e7db69-609a-4ac3-a9da-7bd1a2102d00,2025-07-05 16:04:30,,0,1,0,0,0
51,dc21312a-7495-4fe9-891d-86eb369f9996,Nuclr rx interstit colloid,allocation,admin,4da3b66a-666d-4e00-827a-9a5698fce565,9b444405-aeca-40d5-ae22-a8e40d5bbd3a,4da3b66a-666d-4e00-827a-9a5698fce565,014c3e89-df58-4605-baf9-a958368be0b7,2025-09-03 06:55:52,,0,1,0,0,0
52,98f5977c-709c-48cd-868d-8db440ae309d,"HOCM 150-199mg/ml iodine,1ml",project,contributor,01b83b90-bd37-4b0e-82c6-9b5a82061ade,2a47b6d5-9522-452e-b62d-9c8319a72793,01b83b90-bd37-4b0e-82c6-9b5a82061ade,be721b50-3db3-46af-89ce-928226b6f43b,2025-08-17 12:01:26,,0,1,0,0,1
53,b318cb9f-5c12-47d2-98fc-e12d9957dc0c,Onc thyr dna&mrna 112 genes,disbursement,guest,94db2087-b90b-4b01-ac08-6ca92f8de8e7,431ab930-a351-4346-827e-85e8d8c9ae45,94db2087-b90b-4b01-ac08-6ca92f8de8e7,aa30d42d-1287-4dcf-9b83-9a40d1430f9f,2025-06-01 15:59:29,,0,1,0,0,1
54,e2a12a66-bd93-4e54-8d2f-059f1aabf06f,EIA HIV-1/HIV-2 screen,gofundme,editor,f25246fd-26db-499e-8c21-ec61ee7048d5,bf266e11-7be9-44b5-8cd4-b2a74b15a933,f25246fd-26db-499e-8c21-ec61ee7048d5,92fcb26d-4a9b-47c8-9ea2-1d64bf12eed8,2025-09-23 16:15:25,,0,1,0,0,1
55,6722f288-ec68-466d-b56d-7e088c869ead,"HOCM 350-399mg/ml iodine,1ml",default,support,da31f64a-cdbd-44d1-9b1e-8fb85dccde2c,d7bca4f6-9678-4ede-af89-7b5b1fce8305,da31f64a-cdbd-44d1-9b1e-8fb85dccde2c,d5b2778e-d734-4260-991d-9c4aa9a7de22,2025-05-25 09:59:43,,0,1,0,0,1
56,f6e4b49b-fe2a-401b-823e-cd4d90655af8,X-ray exam of pelvis,disbursement,viewer,130162a3-4dab-44f5-a29b-fe578f9cb469,,,5f262170-5341-4f1d-90c7-cc91b7d30952,2024-11-20 18:35:42,,1,1,1,1,
57,130162a3-4dab-44f5-a29b-fe578f9cb469,Radiation therapy dose plan,default,super_admin,c2269a57-4e9d-4ff1-a981-d9b4f9aaf716,c2bac4d3-3ae6-4f84-b8bd-3148d2367340,c2269a57-4e9d-4ff1-a981-d9b4f9aaf716,e27c0c4a-4dd0-4169-91f0-8cf72482f059,2024-12-22 07:20:58,,1,1,1,1,
58,f9cf15b2-70d3-46cb-b2bc-d0671014f2ac,Mecp2 full gene analysis,allocation,user,e2a12a66-bd93-4e54-8d2f-059f1aabf06f,26a84e05-9773-4c70-a95a-529711cfcfc2,e2a12a66-bd93-4e54-8d2f-059f1aabf06f,175fb237-c01e-4c55-8b64-64735855d2d4,2024-12-14 05:40:01,,1,1,1,1,
59,ca6747b0-a025-44f7-800e-47dceaff49f6,Ph1 assmt&mgmt nqhp 5-10,gofundme,moderator,873f1a74-137a-4495-9c14-7408d59dec91,0b1b470c-5bf3-4c5d-bc7b-5022a38fcd35,873f1a74-137a-4495-9c14-7408d59dec91,f8f88676-8265-4405-bded-6f25a3237601,2025-07-04 21:20:09,,0,1,0,0,0
60,62ce2910-4754-4b2a-b627-4dc8fb41d22e,Lap ins device for rt,project,manager,62ce2910-4754-4b2a-b627-4dc8fb41d22e,,,92817adc-959e-4617-8717-6c22f703f060,2024-11-21 04:00:10,,1,1,1,1,
61,2c60db34-a59d-422d-b90b-71c08e019afd,Ob pe biochem asy sflt1&plgf,gofundme,guest,e433619b-0842-4c92-9edf-fde721b55b4b,b568c219-6426-4288-a515-5c8713f2efde,e433619b-0842-4c92-9edf-fde721b55b4b,98f5977c-709c-48cd-868d-8db440ae309d,2025-08-25 07:52:06,,0,1,0,0,1
62,4a6e1a5a-c50c-4ef6-addf-c4b662fdcc2f,X-ray exam of neck spine,allocation,support,5ebd33af-a37c-4d1a-b479-1a584016bfe1,750b1597-d7d3-451f-8eed-090de636611a,5ebd33af-a37c-4d1a-b479-1a584016bfe1,3a766d41-88a5-49c0-94cd-d93adf180f04,2025-10-17 09:18:45,,0,1,0,0,1
63,01b83b90-bd37-4b0e-82c6-9b5a82061ade,Kidney imaging morphol,disbursement,viewer,98343024-d4b1-4489-b3f6-c9f1ad4d753a,8397decf-d0c2-4005-8849-5db1135cfa01,98343024-d4b1-4489-b3f6-c9f1ad4d753a,92dc4f37-296b-4b08-b180-eedef0a99e11,2025-09-22 09:00:23,,0,1,0,0,0
64,1dfce033-9441-4c2b-bcd5-e76e2907beab,Post-coital mucous exam,project,super_admin,a00e1f1d-8d28-4b25-a3f8-cce3f47174e3,d9d4fd7c-5bbe-4c39-ba2c-fe7780ce1e19,a00e1f1d-8d28-4b25-a3f8-cce3f47174e3,ba30ee5f-3e9e-4034-b0e5-45e1b1f1ae7f,2024-12-07 22:32:39,,1,1,1,1,
65,af39e79a-75fe-4f4e-babf-2dc4a0f46580,"Scr c/v cyto,thinlayer,rescr",default,moderator,2c60db34-a59d-422d-b90b-71c08e019afd,0fee7d03-ec3c-46ba-9740-f482cb820418,2c60db34-a59d-422d-b90b-71c08e019afd,6409fac8-9f1f-433b-921b-d21dd006ea9c,2025-05-22 09:38:59,,0,1,0,0,1
66,204ea3af-f997-4165-a3f1-ba1f896273a7,"I131 serum albumin, dx",disbursement,contributor,00e878aa-0590-4c63-8a6f-fd5f55cb8f9a,04bf8431-1259-4d0c-b8c1-ca74ae815150,00e878aa-0590-4c63-8a6f-fd5f55cb8f9a,dcf3997c-6ebd-46e1-ac06-8090c16b7f6e,2025-04-07 14:50:16,,1,1,1,1,0
67,f25246fd-26db-499e-8c21-ec61ee7048d5,Ct angio lwr extr w/o&w/dye,project,user,5e97c96b-3d1a-407d-af9f-f84ca9271eb1,fbad309a-6a79-46b4-9e2c-ca8f9a166bd8,5e97c96b-3d1a-407d-af9f-f84ca9271eb1,dc554934-c798-4a43-8f13-cec5b32e22cc,2025-02-20 09:24:33,,1,1,1,1,1
68,6c19a9bf-87aa-4913-acb0-9a0669b892ab,Onc nonsm cll lng ca 37 gen,default,manager,056fc23d-0f05-4c31-8a0b-1dd6dc0fb2f2,,,3b6a547f-2d6b-4f0a-bd0f-cc390ff6199b,2024-11-12 16:43:01,,1,1,1,1,
69,9585203c-7ab1-4a32-b5a7-85978eed4a43,Cr51 chromate,allocation,editor,16072f0b-7b62-4b8d-b583-70d4179dce4e,f7ed5fe0-a129-4a92-8e8b-efe1e26afe70,16072f0b-7b62-4b8d-b583-70d4179dce4e,1efcf50b-4903-4665-a34f-de920b9f32ad,2025-01-28 13:37:34,,1,1,1,1,
70,6704da94-e5d7-4012-b2ab-418f40baffaa,"Scr c/v cyto,autosys and md",gofundme,admin,a0ab8d92-3ced-4050-8c97-c9c5c2e514c5,4ba8dc31-7ba3-4701-b3b8-34669ad2faf0,a0ab8d92-3ced-4050-8c97-c9c5c2e514c5,8239a2d0-56eb-4610-9048-dd684ad048c7,2025-07-30 00:52:48,,0,1,0,0,0
71,08b67eda-4d38-434b-8481-d6217cf913fd,Cardiac MRI w/stress img,allocation,moderator,29141059-b42d-457b-a00c-214f740a67a8,95644a69-7f31-496f-8b4e-e4e0f28b11dc,29141059-b42d-457b-a00c-214f740a67a8,dd5a3578-7958-47a9-98bb-59b236855df0,2025-10-19 03:29:44,,0,1,0,0,0
72,175fb237-c01e-4c55-8b64-64735855d2d4,Ct chest spine w/o dye,gofundme,viewer,f9e834ea-cbb4-44f6-af7d-40454afe179f,1707be99-45ae-4304-b610-73c4d2bd097c,f9e834ea-cbb4-44f6-af7d-40454afe179f,965290a9-4094-4fe8-916b-3aea783e8fb7,2025-05-12 01:26:39,,0,1,0,0,0
73,00e878aa-0590-4c63-8a6f-fd5f55cb8f9a,Screening pap smear by phys,disbursement,contributor,c1564710-90e5-4cc7-b90c-f52ae1989319,99f45446-9783-4b0c-8f9b-82faa2223a5a,c1564710-90e5-4cc7-b90c-f52ae1989319,e17d0b89-9952-4d6c-beaf-f21e3d8d1312,2025-09-05 01:28:24,,0,1,0,0,0
74,f8f88676-8265-4405-bded-6f25a3237601,Mr elastography,project,user,d74c8cdd-b6c5-482d-92f8-3844e89b24db,,,b26534b6-d396-40e1-b146-51bdec339ad6,2024-11-28 14:15:10,,1,1,1,1,
75,38b0e8e4-72e3-4604-b60c-453f7ee965eb,Ct upper extremity w/o dye,default,editor,b318cb9f-5c12-47d2-98fc-e12d9957dc0c,df769b3f-d1e1-4320-82ac-2258f370f12e,b318cb9f-5c12-47d2-98fc-e12d9957dc0c,496db2f6-22a4-42c0-97d1-0c6ccb118c85,2025-07-21 04:54:45,,0,1,0,0,0
76,57938de3-b0e4-4adc-986d-744c0b6e320d,Hepb vacc 3 dose ped/adol im,allocation,support,8ccec61b-70b4-444f-a36f-51e9d466b013,3ccdec7e-27ec-434d-b3ab-911ca7f3dabc,8ccec61b-70b4-444f-a36f-51e9d466b013,c624e44f-38b8-4562-bb8b-891d93b9e541,2025-01-21 13:55:21,,1,1,1,1,
