school_id,school_key,school_name,address,city,state,zip,phone,alt_phone,fax,school_level,low_grade,high_grade,NCESSCHID,locationNumber
173,ea9d459b-5cd6-480c-99f0-5ce181ff850d,Universitas Paramadina Mulya,7556 Wielenga Place,Indianapolis,Indiana,46247,(317) 118-3285,(317) 118-3285,(317) 118-3285,Adult Education,Junior Kindergarten,D+,ea9d459b-5cd6-480c-99f0-5ce181ff850d,ea9d459b-5cd6-480c-99f0-5ce181ff850d
186,fb179044-ae9c-4cd8-9997-a12670754e5e,College for Financial Planning,9233 San Antonio Lane,San Antonio,Texas,78278,(210) 731-4562,(210) 731-4562,(210) 731-4562,Adult Education,Grade 4,B+,fb179044-ae9c-4cd8-9997-a12670754e5e,fb179044-ae9c-4cd8-9997-a12670754e5e
194,977b0468-9502-4e60-865d-41d284e55126,Poznan School of Banking,7710 Santee Place,Boulder,Colorado,80310,(303) 394-9829,(303) 394-9829,(303) 394-9829,Adult Education,Transitional Kindergarten,Withdrawn,977b0468-9502-4e60-865d-41d284e55126,977b0468-9502-4e60-865d-41d284e55126
206,3aba2132-8dd9-4ef5-8811-501223c51019,Kumasi Polytechnic ,3095 Bedford Way,Jacksonville,Florida,32259,(904) 748-1453,(904) 748-1453,(904) 748-1453,Adult Education,Early Childhood,A+,3aba2132-8dd9-4ef5-8811-501223c51019,3aba2132-8dd9-4ef5-8811-501223c51019
219,042ef86f-37d0-4f3b-a557-16434193c5ee,Universidad de Guanajuato,7213 Rosella Place,Juneau,Alaska,99812,(907) 039-5662,(907) 039-5662,(907) 039-5662,Adult Education,Grade 10,Fail,042ef86f-37d0-4f3b-a557-16434193c5ee,042ef86f-37d0-4f3b-a557-16434193c5ee
222,4ed190a8-7719-4253-ace3-7414a6c98ec6,Hirosaki University,3977 Burns Street,Buffalo,New York,14210,(716) 063-6145,(716) 063-6145,(716) 063-6145,Adult Education,Kindergarten,Pass,4ed190a8-7719-4253-ace3-7414a6c98ec6,4ed190a8-7719-4253-ace3-7414a6c98ec6
236,a4479e1b-1974-4835-a960-7dc2000c780b,East Carolina University,1750 Blacksburg Way,Bismarck,North Dakota,58505,(701) 731-4327,(701) 731-4327,(701) 731-4327,Adult Education,Nursery,A-,a4479e1b-1974-4835-a960-7dc2000c780b,a4479e1b-1974-4835-a960-7dc2000c780b
248,58f3b790-8480-4a49-8ae1-9166eaac225b,Central Connecticut State University,4575 Amberly Court,Jacksonville,Florida,32277,(904) 844-4008,(904) 844-4008,(904) 844-4008,Adult Education,Grade 5,Fail,58f3b790-8480-4a49-8ae1-9166eaac225b,58f3b790-8480-4a49-8ae1-9166eaac225b
253,34fd346d-81d8-4ce5-8f8a-6e481ed8335d,"Universidad Católica Boliviana, La Paz",1568 Rosales Road,Greenville,South Carolina,29615,(864) 425-8996,(864) 425-8996,(864) 425-8996,Adult Education,Grade 7,F,34fd346d-81d8-4ce5-8f8a-6e481ed8335d,34fd346d-81d8-4ce5-8f8a-6e481ed8335d
265,393cc7e9-3191-43e3-a214-b3ef2038b4bb,Sendai University,4619 Amberjack Terrace,Reading,Pennsylvania,19610,(610) 422-6135,(610) 422-6135,(610) 422-6135,Adult Education,Kindergarten,C-,393cc7e9-3191-43e3-a214-b3ef2038b4bb,393cc7e9-3191-43e3-a214-b3ef2038b4bb
278,8cea5264-42b5-4aa3-95a5-b4dc7dac731c,Cyprus College,7010 Jason Drive,Oklahoma City,Oklahoma,73157,(405) 611-4232,(405) 611-4232,(405) 611-4232,Adult Education,Primary,A+,8cea5264-42b5-4aa3-95a5-b4dc7dac731c,8cea5264-42b5-4aa3-95a5-b4dc7dac731c
290,dbc4433e-2caa-489a-9b88-7cc0184e69b2,Philippine Women's University,6194 Canales Lane,Santa Cruz,California,95064,(831) 153-9966,(831) 153-9966,(831) 153-9966,Adult Education,Primary,C+,dbc4433e-2caa-489a-9b88-7cc0184e69b2,dbc4433e-2caa-489a-9b88-7cc0184e69b2
298,ab21801a-8f03-48da-a53c-6ff55996646a,Université de Djibouti,10686 Marrot Terrace,New York City,New York,10150,(212) 333-9185,(212) 333-9185,(212) 333-9185,Adult Education,Kindergarten,Unsatisfactory,ab21801a-8f03-48da-a53c-6ff55996646a,ab21801a-8f03-48da-a53c-6ff55996646a
304,d7d87be9-3cc5-4cad-a399-fe0417b6681f,New Hampshire College,7706 Caltieri Court,Lubbock,Texas,79415,(806) 786-5377,(806) 786-5377,(806) 786-5377,Adult Education,Primary,C+,d7d87be9-3cc5-4cad-a399-fe0417b6681f,d7d87be9-3cc5-4cad-a399-fe0417b6681f
319,6ccf7399-c818-4af9-ae1b-6f7deea1a8ae,Brevard College,5896 Cipriano Place,Moreno Valley,California,92555,(951) 983-9633,(951) 983-9633,(951) 983-9633,Adult Education,Transitional Kindergarten,No Credit,6ccf7399-c818-4af9-ae1b-6f7deea1a8ae,6ccf7399-c818-4af9-ae1b-6f7deea1a8ae
321,d1bd0478-789d-4a20-9b43-35cde206fb60,Guangdong Polytechnic Normal University,3222 Alee Lane,Tucson,Arizona,85737,(520) 345-6518,(520) 345-6518,(520) 345-6518,Adult Education,Grade 11,C-,d1bd0478-789d-4a20-9b43-35cde206fb60,d1bd0478-789d-4a20-9b43-35cde206fb60
339,6ea86026-42ef-4b52-a6a0-cb26dda6ac71,"Universidad Autónoma ""Benito Juárez"" de Oaxaca",14870 Fudge Terrace,Denver,Colorado,80223,(720) 240-2385,(720) 240-2385,(720) 240-2385,Adult Education,Grade 5,C-,6ea86026-42ef-4b52-a6a0-cb26dda6ac71,6ea86026-42ef-4b52-a6a0-cb26dda6ac71
342,2a5e6def-7676-44d9-9330-de8182ce4aad,Suzuka International University,4791 Limerick Lane,Bakersfield,California,93386,(661) 913-0663,(661) 913-0663,(661) 913-0663,Adult Education,Grade 4,B-,2a5e6def-7676-44d9-9330-de8182ce4aad,2a5e6def-7676-44d9-9330-de8182ce4aad
360,640b0550-8c10-440d-bd74-ea0651422f67,Panzhihua University,3097 Alexa Place,Midland,Michigan,48670,(989) 957-3191,(989) 957-3191,(989) 957-3191,Adult Education,Grade 1,Withdrawn,640b0550-8c10-440d-bd74-ea0651422f67,640b0550-8c10-440d-bd74-ea0651422f67
369,f506db63-6e04-4948-9eda-bed32cc0b668,Southern Nazarene University,4372 Collopy Place,Portland,Maine,04109,(207) 993-7301,(207) 993-7301,(207) 993-7301,Adult Education,Primary,C+,f506db63-6e04-4948-9eda-bed32cc0b668,f506db63-6e04-4948-9eda-bed32cc0b668
371,208f7cde-cb6e-4b7f-b902-12257653d6b3,National Taiwan College of the Arts,14280 Fox Place,Seattle,Washington,98148,(253) 498-5782,(253) 498-5782,(253) 498-5782,Adult Education,Grade 12,Fail,208f7cde-cb6e-4b7f-b902-12257653d6b3,208f7cde-cb6e-4b7f-b902-12257653d6b3
390,471e147c-c589-4786-b7a2-f0f7f777c469,University of Montana Western,2067 Limestone Avenue,Sacramento,California,95852,(916) 524-2459,(916) 524-2459,(916) 524-2459,Adult Education,Grade 11,Pass,471e147c-c589-4786-b7a2-f0f7f777c469,471e147c-c589-4786-b7a2-f0f7f777c469
393,3301e113-31ec-4ea9-946b-66981d7f3305,Grace University,1591 Innfields Court,Washington,District of Columbia,20599,(202) 737-0248,(202) 737-0248,(202) 737-0248,Adult Education,Grade 10,C+,3301e113-31ec-4ea9-946b-66981d7f3305,3301e113-31ec-4ea9-946b-66981d7f3305
402,327a2f20-d408-4ac0-aace-4ef0f85ff238,The Manchester Metropolitan University,12673 Puerto Bello Drive,Birmingham,Alabama,35215,(205) 092-4257,(205) 092-4257,(205) 092-4257,Adult Education,Grade 12,B-,327a2f20-d408-4ac0-aace-4ef0f85ff238,327a2f20-d408-4ac0-aace-4ef0f85ff238
417,1d6a7290-93c4-41a5-a01b-c43394cf76ac,Baghdad College of Pharmacy,8638 Duxbury Lane,Oakland,California,94611,(510) 826-9154,(510) 826-9154,(510) 826-9154,Adult Education,Early Childhood,Incomplete,1d6a7290-93c4-41a5-a01b-c43394cf76ac,1d6a7290-93c4-41a5-a01b-c43394cf76ac
426,0871f14b-efe5-4fed-a717-3e5b81136c07,University of Stavanger,2362 McTuveous Court,Boston,Massachusetts,02216,(617) 338-5945,(617) 338-5945,(617) 338-5945,Adult Education,Grade 10,C+,0871f14b-efe5-4fed-a717-3e5b81136c07,0871f14b-efe5-4fed-a717-3e5b81136c07
436,917113e7-f81c-47a1-88ec-3677becd6ea4,North Carolina School of the Arts,13860 Blueberry Way,Danbury,Connecticut,06816,(203) 833-6530,(203) 833-6530,(203) 833-6530,Adult Education,Grade 12,B,917113e7-f81c-47a1-88ec-3677becd6ea4,917113e7-f81c-47a1-88ec-3677becd6ea4
442,0e50c6eb-b2b2-4ef3-8072-bc90a8887ebb,Universitas Negeri Jakarta,8116 Sawgrass Court,Santa Barbara,California,93106,(805) 666-9651,(805) 666-9651,(805) 666-9651,Adult Education,Grade 10,Satisfactory,0e50c6eb-b2b2-4ef3-8072-bc90a8887ebb,0e50c6eb-b2b2-4ef3-8072-bc90a8887ebb
454,663dc9ba-f24b-4da3-a1bc-e0df89313add,Sunway University College,562 Evans Prairie Trail,West Palm Beach,Florida,33405,(561) 336-2862,(561) 336-2862,(561) 336-2862,Adult Education,Grade 6,F,663dc9ba-f24b-4da3-a1bc-e0df89313add,663dc9ba-f24b-4da3-a1bc-e0df89313add
467,436756e5-c6f8-4d7d-930b-14181e14f49b,Ebonyi State University,2129 Folsum Place,Pittsburgh,Pennsylvania,15220,(412) 489-3785,(412) 489-3785,(412) 489-3785,Adult Education,Infant,B+,436756e5-c6f8-4d7d-930b-14181e14f49b,436756e5-c6f8-4d7d-930b-14181e14f49b
473,9f5b9930-90cb-4d72-83bf-12395491e663,"University of Moncton, Shippagan",4942 Evelynton Loop,Panama City,Florida,32412,(850) 491-6721,(850) 491-6721,(850) 491-6721,Adult Education,Primary,D,9f5b9930-90cb-4d72-83bf-12395491e663,9f5b9930-90cb-4d72-83bf-12395491e663
489,ea7f13c1-9b46-44db-a774-1630c5d4a832,Nara Women's University,4871 Oren Avenue,Washington,District of Columbia,20503,(202) 624-0970,(202) 624-0970,(202) 624-0970,Adult Education,Grade 9,Incomplete,ea7f13c1-9b46-44db-a774-1630c5d4a832,ea7f13c1-9b46-44db-a774-1630c5d4a832
496,7e556e34-052f-4a21-af35-28b658fe7e44,Tashkent University of Information Technologies,12957 Seagull Avenue,Garland,Texas,75049,(214) 693-6641,(214) 693-6641,(214) 693-6641,Adult Education,Grade 5,Satisfactory,7e556e34-052f-4a21-af35-28b658fe7e44,7e556e34-052f-4a21-af35-28b658fe7e44
505,8ab21f3f-a60f-47a2-a61e-01265b871a92,Kurukshetra University,12557 Neaptide Path,Fredericksburg,Virginia,22405,(540) 994-6406,(540) 994-6406,(540) 994-6406,Adult Education,Grade 2,B-,8ab21f3f-a60f-47a2-a61e-01265b871a92,8ab21f3f-a60f-47a2-a61e-01265b871a92
512,c27a5f3a-d386-466e-9ebd-ec648d984ab5,University of Northumbria at Newcastle,9559 Empire Avenue,Saint Louis,Missouri,63104,(314) 977-1708,(314) 977-1708,(314) 977-1708,Adult Education,Grade 12,Satisfactory,c27a5f3a-d386-466e-9ebd-ec648d984ab5,c27a5f3a-d386-466e-9ebd-ec648d984ab5
530,fe2557f0-9cb3-402f-92b4-dce38b596c2a,Asian Business School,9880 Panama Place,Dallas,Texas,75353,(214) 413-3325,(214) 413-3325,(214) 413-3325,Adult Education,Grade 4,B+,fe2557f0-9cb3-402f-92b4-dce38b596c2a,fe2557f0-9cb3-402f-92b4-dce38b596c2a
536,1263b959-fec4-4e36-8dde-b753a1cf836e,Gifu Keizai University,11152 San Remo Lane,Brooklyn,New York,11254,(212) 514-3675,(212) 514-3675,(212) 514-3675,Adult Education,Grade 2,B,1263b959-fec4-4e36-8dde-b753a1cf836e,1263b959-fec4-4e36-8dde-b753a1cf836e
546,d7d7469c-d2e3-4405-a4f2-c5198939dc64,Al Hussein Bin Talal University,6335 Avila Place,Beaufort,South Carolina,29905,(843) 497-7027,(843) 497-7027,(843) 497-7027,Adult Education,Pre-Kindergarten,Credit,d7d7469c-d2e3-4405-a4f2-c5198939dc64,d7d7469c-d2e3-4405-a4f2-c5198939dc64
558,a0728b2d-149a-4715-98c3-252cd96f9c4b,Rheinisch Westfälische Technische Hochschule Aachen,7430 Henry Loop,Evansville,Indiana,47712,(812) 738-3358,(812) 738-3358,(812) 738-3358,Adult Education,Early Childhood,C+,a0728b2d-149a-4715-98c3-252cd96f9c4b,a0728b2d-149a-4715-98c3-252cd96f9c4b
567,81133732-28f1-43bb-8974-51fdd778f01e,Midway College,8480 Taos Way,Omaha,Nebraska,68134,(712) 899-7315,(712) 899-7315,(712) 899-7315,Adult Education,Grade 7,A,81133732-28f1-43bb-8974-51fdd778f01e,81133732-28f1-43bb-8974-51fdd778f01e
578,535201f0-cad2-42bb-8898-d4fce8269f4a,Savannah State University,1925 Glade Run,San Jose,California,95150,(408) 008-5279,(408) 008-5279,(408) 008-5279,Adult Education,Grade 4,D-,535201f0-cad2-42bb-8898-d4fce8269f4a,535201f0-cad2-42bb-8898-d4fce8269f4a
587,0c73613e-369d-465c-a431-53e1b35bbbb8,Chiang Mai Rajabhat University,14265 Champion Avenue,Schenectady,New York,12325,(518) 551-7271,(518) 551-7271,(518) 551-7271,Adult Education,Grade 5,B,0c73613e-369d-465c-a431-53e1b35bbbb8,0c73613e-369d-465c-a431-53e1b35bbbb8
600,6c4397de-7423-4b87-8a84-2c38b2ac3857,Universidade Regional Integrada do Alto Uruguai e das Missões,2892 Carmen Court,Honolulu,Hawaii,96815,(808) 947-7205,(808) 947-7205,(808) 947-7205,Adult Education,Grade 8,Satisfactory,6c4397de-7423-4b87-8a84-2c38b2ac3857,6c4397de-7423-4b87-8a84-2c38b2ac3857
602,0dd6db05-7dca-44b8-a014-ba4bc8a13b80,Dnepropetrovsk National University of Railway Transport,7550 Evander Avenue,Brooklyn,New York,11247,(212) 895-7729,(212) 895-7729,(212) 895-7729,Adult Education,Nursery,No Credit,0dd6db05-7dca-44b8-a014-ba4bc8a13b80,0dd6db05-7dca-44b8-a014-ba4bc8a13b80
612,cb90985b-ecc3-44b7-9b2a-31ad5c2cc94c,Université de Poitiers,6093 Privateer Way,College Station,Texas,77844,(979) 997-2110,(979) 997-2110,(979) 997-2110,Adult Education,Transitional Kindergarten,Credit,cb90985b-ecc3-44b7-9b2a-31ad5c2cc94c,cb90985b-ecc3-44b7-9b2a-31ad5c2cc94c
630,ddec0181-e0a6-454f-947b-9a9ba258a5d5,St. Mary's College Indiana,4724 Arango Way,Boise,Idaho,83757,(208) 384-5255,(208) 384-5255,(208) 384-5255,Adult Education,Grade 1,D+,ddec0181-e0a6-454f-947b-9a9ba258a5d5,ddec0181-e0a6-454f-947b-9a9ba258a5d5
635,6c99f722-ced9-46c6-8619-4a29fbaa0cdf,Assosa University,5898 Shalimar Street,Washington,District of Columbia,20231,(202) 791-9506,(202) 791-9506,(202) 791-9506,Adult Education,Grade 3,Satisfactory,6c99f722-ced9-46c6-8619-4a29fbaa0cdf,6c99f722-ced9-46c6-8619-4a29fbaa0cdf
644,3319aa50-bbfa-47a2-8101-637938baaa07,Prague International University,383 Dipietro Lane,Mountain View,California,94042,(650) 905-6417,(650) 905-6417,(650) 905-6417,Adult Education,Grade 6,B+,3319aa50-bbfa-47a2-8101-637938baaa07,3319aa50-bbfa-47a2-8101-637938baaa07
659,bedb1b7c-5301-4fc6-a4aa-60a0fa32c673,Universidad Católica de Manizales,14634 Sheldon Terrace,Phoenix,Arizona,85010,(602) 804-3059,(602) 804-3059,(602) 804-3059,Adult Education,Grade 12,Unsatisfactory,bedb1b7c-5301-4fc6-a4aa-60a0fa32c673,bedb1b7c-5301-4fc6-a4aa-60a0fa32c673
666,2903b20e-52f6-4714-b5c5-8ff9eab6f996,Korea Advanced Institute of Science & Technology,4539 Persimmon Loop,Portland,Oregon,97216,(503) 494-0672,(503) 494-0672,(503) 494-0672,Adult Education,Infant,B,2903b20e-52f6-4714-b5c5-8ff9eab6f996,2903b20e-52f6-4714-b5c5-8ff9eab6f996
671,8e586cf0-753d-46c1-ae6c-2b0ab81bf984,Universidad Gran Mariscal de Ayacucho,12028 Hillside Lane,Fresno,California,93704,(209) 143-4210,(209) 143-4210,(209) 143-4210,Adult Education,Nursery,A,8e586cf0-753d-46c1-ae6c-2b0ab81bf984,8e586cf0-753d-46c1-ae6c-2b0ab81bf984
687,adef07d6-abac-4d2a-afed-bc5ef8ad97a4,Qinghai University,13521 Mcalpin Street,Seattle,Washington,98175,(206) 162-2606,(206) 162-2606,(206) 162-2606,Adult Education,Kindergarten,Withdrawn,adef07d6-abac-4d2a-afed-bc5ef8ad97a4,adef07d6-abac-4d2a-afed-bc5ef8ad97a4
699,e146b59b-2c22-4bc2-9331-de1b9ada4e73,Universidad Nacional José Faustino Sánchez Carrión,7936 Saffron Lane,Oklahoma City,Oklahoma,73173,(405) 416-9793,(405) 416-9793,(405) 416-9793,Adult Education,Infant,Credit,e146b59b-2c22-4bc2-9331-de1b9ada4e73,e146b59b-2c22-4bc2-9331-de1b9ada4e73
704,21fb960f-7a2f-4ffc-b192-1e2e0c2be8f5,Universidad Nueva Esparta,7518 Chester Court,Saint Paul,Minnesota,55123,(651) 440-7922,(651) 440-7922,(651) 440-7922,Adult Education,Grade 5,Fail,21fb960f-7a2f-4ffc-b192-1e2e0c2be8f5,21fb960f-7a2f-4ffc-b192-1e2e0c2be8f5
717,095c795a-0e47-4516-8db9-3f89e1d69ae3,Academy of Economics in Cracow,11213 Branchville Terrace,Gainesville,Florida,32610,(352) 863-0455,(352) 863-0455,(352) 863-0455,Adult Education,Grade 6,A,095c795a-0e47-4516-8db9-3f89e1d69ae3,095c795a-0e47-4516-8db9-3f89e1d69ae3
729,d546ff3f-e28c-4588-a463-2762def09998,National Defence Medical College,13520 San Leonardo Way,Baltimore,Maryland,21281,(410) 300-3007,(410) 300-3007,(410) 300-3007,Adult Education,Grade 10,D,d546ff3f-e28c-4588-a463-2762def09998,d546ff3f-e28c-4588-a463-2762def09998
738,5c410c92-7646-403f-965d-b63ea6369142,Engineering College of Copenhagen,13387 Queen Palm Place,Oakland,California,94605,(510) 487-8208,(510) 487-8208,(510) 487-8208,Adult Education,Nursery,Pass,5c410c92-7646-403f-965d-b63ea6369142,5c410c92-7646-403f-965d-b63ea6369142
746,044d4206-0c25-47f9-92a9-7082b0ee1a6c,St. Petersburg State Academy for Engineering Economics (ENGECON),6366 Robertson Way,Melbourne,Florida,32919,(321) 855-3560,(321) 855-3560,(321) 855-3560,Adult Education,Grade 4,B,044d4206-0c25-47f9-92a9-7082b0ee1a6c,044d4206-0c25-47f9-92a9-7082b0ee1a6c
757,9080f800-d5c1-4e69-bb05-32beb31764f7,Universidad Fray Luca Paccioli,6803 Nordic Lane,Salt Lake City,Utah,84199,(801) 247-5674,(801) 247-5674,(801) 247-5674,Adult Education,Grade 6,B+,9080f800-d5c1-4e69-bb05-32beb31764f7,9080f800-d5c1-4e69-bb05-32beb31764f7
768,34077805-f4a0-4577-88eb-5983f51b15de,Technical University of Civil Engineering Bucharest,9125 Vinas Place,Brooklyn,New York,11241,(347) 933-9451,(347) 933-9451,(347) 933-9451,Adult Education,Early Childhood,C+,34077805-f4a0-4577-88eb-5983f51b15de,34077805-f4a0-4577-88eb-5983f51b15de
779,cbd5927a-d305-4db4-95eb-ac8acc69bce5,Karunya Institute Of Technology ( Deemed University),8230 Thompson Avenue,Jamaica,New York,11407,(516) 591-3953,(516) 591-3953,(516) 591-3953,Adult Education,Grade 12,Satisfactory,cbd5927a-d305-4db4-95eb-ac8acc69bce5,cbd5927a-d305-4db4-95eb-ac8acc69bce5
786,3510281c-6da5-4f75-bddb-91c5908ee77b,Helsinki University of Technology,11647 Mitchell Place,Winter Haven,Florida,33884,(407) 881-1936,(407) 881-1936,(407) 881-1936,Adult Education,Grade 5,A+,3510281c-6da5-4f75-bddb-91c5908ee77b,3510281c-6da5-4f75-bddb-91c5908ee77b
796,9bfcde45-1495-46f3-9e59-534d4180bb13,Syrian Virtual University,10992 Calvert Terrace,Denton,Texas,76205,(817) 648-3289,(817) 648-3289,(817) 648-3289,Adult Education,Kindergarten,Incomplete,9bfcde45-1495-46f3-9e59-534d4180bb13,9bfcde45-1495-46f3-9e59-534d4180bb13
810,3ed640b8-853a-4821-a23c-92320508e3d2,Universidade de Franca,4296 Thunderbird Way,Oklahoma City,Oklahoma,73129,(405) 896-6724,(405) 896-6724,(405) 896-6724,Adult Education,Early Childhood,Unsatisfactory,3ed640b8-853a-4821-a23c-92320508e3d2,3ed640b8-853a-4821-a23c-92320508e3d2
812,89ced474-dfb9-464f-bfcd-13cf7074c041,Universitas Sultan Ageng Tirtayasa,358 Flatwood Street,Washington,District of Columbia,20319,(202) 006-3445,(202) 006-3445,(202) 006-3445,Adult Education,Primary,Incomplete,89ced474-dfb9-464f-bfcd-13cf7074c041,89ced474-dfb9-464f-bfcd-13cf7074c041
827,9e3595fc-4915-4ea0-9b7e-5f90b3b9867d,Université de Bandundu Ville,8465 Machol Street,Dayton,Ohio,45432,(937) 955-3287,(937) 955-3287,(937) 955-3287,Adult Education,Grade 2,B-,9e3595fc-4915-4ea0-9b7e-5f90b3b9867d,9e3595fc-4915-4ea0-9b7e-5f90b3b9867d
836,cdb9a350-e0d0-4b35-8389-f3b8f57a8469,Belgorod State Technical University,7111 Cottrell Court,Kansas City,Missouri,64190,(816) 969-6524,(816) 969-6524,(816) 969-6524,Adult Education,Grade 10,A+,cdb9a350-e0d0-4b35-8389-f3b8f57a8469,cdb9a350-e0d0-4b35-8389-f3b8f57a8469
846,17522621-a7ee-4430-8529-49a9f146b403,Fachhochschule Pur,13337 Sadie Avenue,Chico,California,95973,(916) 378-8263,(916) 378-8263,(916) 378-8263,Adult Education,Grade 12,C-,17522621-a7ee-4430-8529-49a9f146b403,17522621-a7ee-4430-8529-49a9f146b403
