activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
5e56c4f9-b37f-4598-a821-ce0aef7edb13,0ea9b87c-6f6c-4ffb-afe4-1e6611d61b2d,19,Adjustable window blinds for privacy and light control.,12,59.99,Highly Confidential,Manufacturing,0ea9b87c-6f6c-4ffb-afe4-1e6611d61b2d,0ea9b87c-6f6c-4ffb-afe4-1e6611d61b2d,"Casella Waste Systems, Inc.",0ea9b87c-6f6c-4ffb-afe4-1e6611d61b2d,19,59,93,Medical Devices
c2a2efd3-17c3-4e28-85ce-a3345031f8d4,849818a9-a88c-4d49-8a8e-e89220fc68c9,20,Sweet and tangy jam made from natural apricots.,10,4.29,Restricted,Environmental Services,849818a9-a88c-4d49-8a8e-e89220fc68c9,849818a9-a88c-4d49-8a8e-e89220fc68c9,Deckers Outdoor Corporation,849818a9-a88c-4d49-8a8e-e89220fc68c9,20,116,80,Consulting Services
e9cf3fd6-f74b-446d-812f-31cdddb28853,c9b657c0-4c57-45ce-8e59-cf0908348461,21,Complete karaoke system with microphones and speakers.,7,129.99,Top Secret,Education,c9b657c0-4c57-45ce-8e59-cf0908348461,c9b657c0-4c57-45ce-8e59-cf0908348461,NorthStar Realty Europe Corp.,c9b657c0-4c57-45ce-8e59-cf0908348461,21,36,60,Software Licenses
d8e41a94-bc33-4d59-a5fb-3518dcd1f967,0172c14d-371b-4fa5-9b56-52e22371495e,22,A fashion-forward bomber jacket to elevate your casual looks.,10,69.99,Unclassified,Agriculture,0172c14d-371b-4fa5-9b56-52e22371495e,0172c14d-371b-4fa5-9b56-52e22371495e,Monster Beverage Corporation,0172c14d-371b-4fa5-9b56-52e22371495e,22,58,83,Printing Services
efd63e5e-2985-4520-8cb2-1b5b36f5ba33,cce528b0-f91e-4f64-bd3a-3895ac13a00e,23,"Soft and pillowy gnocchi made from cauliflower, perfect with sauce.",9,3.59,Restricted,Retail,cce528b0-f91e-4f64-bd3a-3895ac13a00e,cce528b0-f91e-4f64-bd3a-3895ac13a00e,"Organovo Holdings, Inc.",cce528b0-f91e-4f64-bd3a-3895ac13a00e,23,90,70,Laboratory Equipment
019d8348-ba62-42a9-bca8-18787d651a21,497b8f0d-0677-4f96-8a40-acf88c85585d,24,Precision digital scale for accurate cooking measurements.,7,22.99,Internal Use Only,Telecommunications,497b8f0d-0677-4f96-8a40-acf88c85585d,497b8f0d-0677-4f96-8a40-acf88c85585d,Mosaic Company (The),497b8f0d-0677-4f96-8a40-acf88c85585d,24,100,56,Telecommunications Equipment
147e569f-f7d7-49fe-8324-6fac5cf24020,2ee60f60-1ba5-4a94-b8c7-03e585a10070,25,Protects car interior from sun damage and heat.,10,19.99,Proprietary,Technology,2ee60f60-1ba5-4a94-b8c7-03e585a10070,2ee60f60-1ba5-4a94-b8c7-03e585a10070,"BCE, Inc.",2ee60f60-1ba5-4a94-b8c7-03e585a10070,25,112,81,Construction Materials
3b51e07b-261b-48e9-bd91-8658f7beb47f,2f011717-0980-4599-8d8d-01d0d0cda3b8,26,"Eye-catching mini dress with sequins, ideal for party nights out.",7,69.99,Highly Confidential,Aerospace,2f011717-0980-4599-8d8d-01d0d0cda3b8,2f011717-0980-4599-8d8d-01d0d0cda3b8,FlexShares Credit-Scored US Corporate Bond Index F,2f011717-0980-4599-8d8d-01d0d0cda3b8,26,22,55,Financial Services
69e4d6e7-fa95-479b-97ff-a94607b82326,a67bd2aa-25c5-430f-b617-06dc62ab4988,27,Set of resistance bands for strength training at home.,11,22.99,Confidential,Energy,a67bd2aa-25c5-430f-b617-06dc62ab4988,a67bd2aa-25c5-430f-b617-06dc62ab4988,Allstate Corporation (The),a67bd2aa-25c5-430f-b617-06dc62ab4988,27,115,91,Food and Beverage Services
d0db7793-efac-494c-b7e5-59bf049b063c,ce6fa8d4-7bca-4e04-9784-4aa3ecf53442,28,Eco-friendly toys for learning and imaginative play.,10,29.99,For Official Use Only,Real Estate,ce6fa8d4-7bca-4e04-9784-4aa3ecf53442,ce6fa8d4-7bca-4e04-9784-4aa3ecf53442,"Soleno Therapeutics, Inc.",ce6fa8d4-7bca-4e04-9784-4aa3ecf53442,28,44,78,Personal Protective Equipment
ea662ff6-6399-498d-b362-c39664f3d9d7,a75e90e8-eb3e-4ac8-a0ef-9cd66f507d02,29,Savory popcorn flavored with maple syrup and bacon bits.,16,3.49,Public,Finance,a75e90e8-eb3e-4ac8-a0ef-9cd66f507d02,a75e90e8-eb3e-4ac8-a0ef-9cd66f507d02,Adecoagro S.A.,a75e90e8-eb3e-4ac8-a0ef-9cd66f507d02,29,35,100,Computer Hardware
08b10250-6e49-4f06-b15c-225c6a592dfc,fba76dc8-8d78-422e-9c32-4a15f6fe7fe7,30,Sweet popcorn coated in a mixture of cinnamon and sugar.,13,2.89,Sensitive,Hospitality,fba76dc8-8d78-422e-9c32-4a15f6fe7fe7,fba76dc8-8d78-422e-9c32-4a15f6fe7fe7,"Prudential Bancorp, Inc.",fba76dc8-8d78-422e-9c32-4a15f6fe7fe7,30,14,100,Furniture and Furnishings
fcc8e151-b488-4ab0-8648-c506402e620a,fc1f306c-0e68-43e7-8b21-27cf470d19fc,31,Multi-port USB-C hub for connecting devices.,9,39.99,Highly Confidential,Construction,fc1f306c-0e68-43e7-8b21-27cf470d19fc,fc1f306c-0e68-43e7-8b21-27cf470d19fc,"Goldman Sachs Group, Inc. (The)",fc1f306c-0e68-43e7-8b21-27cf470d19fc,31,82,72,Travel Services
4ad320e0-bdcb-42e4-9e58-5e65513c19bb,25f03f67-bcaa-4596-a91f-64389fcbe133,32,Prevent water damage with drip trays for potted plants.,8,9.99,Unclassified,Healthcare,25f03f67-bcaa-4596-a91f-64389fcbe133,25f03f67-bcaa-4596-a91f-64389fcbe133,ProShares UltraPro QQQ,25f03f67-bcaa-4596-a91f-64389fcbe133,32,7,62,Office Supplies
1c70c640-c9d1-4f02-a0e5-21b4967eaa8d,2ca5ec87-bdf1-4443-b462-9d1a643dacd8,33,A warm and sustainable wool scarf for chilly days.,6,29.99,For Official Use Only,Environmental Services,2ca5ec87-bdf1-4443-b462-9d1a643dacd8,2ca5ec87-bdf1-4443-b462-9d1a643dacd8,GasLog LP.,2ca5ec87-bdf1-4443-b462-9d1a643dacd8,33,60,44,Consulting Services
b947a837-ec4c-4794-b4d7-fb0ef6312cff,cb85e47d-2552-476d-8770-b5cf6afcbe6f,34,"Fresh basil pesto, perfect for pasta or as a sandwich spread.",8,4.29,Public,Legal,cb85e47d-2552-476d-8770-b5cf6afcbe6f,cb85e47d-2552-476d-8770-b5cf6afcbe6f,"Comstock Resources, Inc.",cb85e47d-2552-476d-8770-b5cf6afcbe6f,34,92,63,Electrical Components
e274d4c8-a2e7-4d4b-a5a6-464a5d70f440,ff0b5db0-d19c-4335-ae1b-bae0de5d2371,35,Compostable plates suitable for various occasions.,13,22.99,Confidential,Transportation,ff0b5db0-d19c-4335-ae1b-bae0de5d2371,ff0b5db0-d19c-4335-ae1b-bae0de5d2371,"Zillow Group, Inc.",ff0b5db0-d19c-4335-ae1b-bae0de5d2371,35,70,100,Cleaning Products
8c3af2e5-6798-4941-9583-029e6adff46a,a5179619-d3f0-467c-bd5f-2d6d8773c0f2,36,Complete kit for growing herbs indoors.,16,22.99,Internal Use Only,Government,a5179619-d3f0-467c-bd5f-2d6d8773c0f2,a5179619-d3f0-467c-bd5f-2d6d8773c0f2,"Enphase Energy, Inc.",a5179619-d3f0-467c-bd5f-2d6d8773c0f2,36,126,100,Automotive Parts
9241dcf6-dac3-4e26-b78b-4f6389122d3f,19d05af4-0509-42f6-b1bd-5bf19f944049,37,A blend of dried Italian herbs for cooking.,7,2.99,Top Secret,Automotive,19d05af4-0509-42f6-b1bd-5bf19f944049,19d05af4-0509-42f6-b1bd-5bf19f944049,"Coach, Inc.",19d05af4-0509-42f6-b1bd-5bf19f944049,37,95,53,Clothing and Apparel
ff713542-5a85-49ac-9b22-1461687a27af,079bce6b-b671-430e-8e38-fbd52cdd0279,38,Portable mixer bottle for smoothies and protein shakes.,10,12.99,Restricted,Pharmaceuticals,079bce6b-b671-430e-8e38-fbd52cdd0279,079bce6b-b671-430e-8e38-fbd52cdd0279,NVIDIA Corporation,079bce6b-b671-430e-8e38-fbd52cdd0279,38,81,78,Educational Materials
8dffc0e9-6054-4f21-aae3-de0c9b1ee66e,4e43454a-1d7e-415b-9c3e-06315f52e41d,39,Chewy granola bars made with honey and almonds.,12,3.99,Proprietary,Entertainment,4e43454a-1d7e-415b-9c3e-06315f52e41d,4e43454a-1d7e-415b-9c3e-06315f52e41d,ALPS/Dorsey Wright Sector Momentum ETF,4e43454a-1d7e-415b-9c3e-06315f52e41d,39,91,97,Industrial Machinery
a2923c7e-ac2a-4189-8d8f-c776b92a5a5c,b8627aab-5170-4bcd-8188-018900434731,40,Waterproof rain jacket with adjustable hood.,5,64.99,Sensitive,Manufacturing,b8627aab-5170-4bcd-8188-018900434731,b8627aab-5170-4bcd-8188-018900434731,"Urban One, Inc. ",b8627aab-5170-4bcd-8188-018900434731,40,41,43,Medical Devices
a58ebece-c61f-4ae3-b63c-e1e3077f4de5,91b3d7c1-d057-451b-aa71-993f4b9ab676,41,Spicy buffalo sauce ideal for wings or dipping.,7,2.99,Sensitive,Agriculture,91b3d7c1-d057-451b-aa71-993f4b9ab676,91b3d7c1-d057-451b-aa71-993f4b9ab676,"Validus Holdings, Ltd.",91b3d7c1-d057-451b-aa71-993f4b9ab676,41,61,56,Printing Services
4d0d58d0-884a-4e9b-9e1a-7dca385ebcb0,b11f656a-4585-44f2-98c1-4c8371fa65b5,42,High-quality matcha for making traditional tea or lattes.,11,14.99,Highly Confidential,Automotive,b11f656a-4585-44f2-98c1-4c8371fa65b5,b11f656a-4585-44f2-98c1-4c8371fa65b5,Perry Ellis International Inc.,b11f656a-4585-44f2-98c1-4c8371fa65b5,42,43,91,Clothing and Apparel
72cc04f4-d850-4e90-a988-673ba94d865e,4abc48ef-b501-4210-b11a-7096e18b2a29,43,Rich and flavorful pasta sauce made with ripe tomatoes and basil.,6,3.99,Restricted,Technology,4abc48ef-b501-4210-b11a-7096e18b2a29,4abc48ef-b501-4210-b11a-7096e18b2a29,"J.B. Hunt Transport Services, Inc.",4abc48ef-b501-4210-b11a-7096e18b2a29,43,34,48,Construction Materials
78e2ed38-fc7e-4920-b77c-76d2eba2f554,3a8f288c-3d1c-4759-8aec-f4e186dde2e6,44,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",11,3.99,For Official Use Only,Pharmaceuticals,3a8f288c-3d1c-4759-8aec-f4e186dde2e6,3a8f288c-3d1c-4759-8aec-f4e186dde2e6,iShares Global Infrastructure ETF,3a8f288c-3d1c-4759-8aec-f4e186dde2e6,44,105,89,Educational Materials
9a4fd2e3-5f5d-4c00-a485-20e8ed2e1522,fb9fbb3a-e058-48d4-a86d-3d9b53485ac1,45,"Golden brown potato tots, crispy on the outside and fluffy inside.",8,3.69,Public,Real Estate,fb9fbb3a-e058-48d4-a86d-3d9b53485ac1,fb9fbb3a-e058-48d4-a86d-3d9b53485ac1,Pioneer Energy Services Corp.,fb9fbb3a-e058-48d4-a86d-3d9b53485ac1,45,89,63,Personal Protective Equipment
9f0028c9-f6a2-4e45-b27c-808e552215a6,7f6a79e3-966f-4756-8ce1-a765f8b8013f,46,Water-resistant blanket for picnics and outdoor events.,12,34.99,Proprietary,Government,7f6a79e3-966f-4756-8ce1-a765f8b8013f,7f6a79e3-966f-4756-8ce1-a765f8b8013f,"Portola Pharmaceuticals, Inc.",7f6a79e3-966f-4756-8ce1-a765f8b8013f,46,75,92,Automotive Parts
8b41005c-f146-4434-a4e0-97854be98f69,ed1b0db7-d8d8-43bc-b47e-4023fd561c94,47,"Fresh and crunchy cucumbers, great for salads.",3,0.99,Top Secret,Aerospace,ed1b0db7-d8d8-43bc-b47e-4023fd561c94,ed1b0db7-d8d8-43bc-b47e-4023fd561c94,Ellington Residential Mortgage REIT,ed1b0db7-d8d8-43bc-b47e-4023fd561c94,47,45,28,Financial Services
366b0618-db68-476c-bdd3-012fda0e3dbc,70579638-d3d5-4095-899c-237f7b50bd2b,48,Comfortable over-ear headphones with deep bass.,10,59.99,Unclassified,Energy,70579638-d3d5-4095-899c-237f7b50bd2b,70579638-d3d5-4095-899c-237f7b50bd2b,Toll Brothers Inc.,70579638-d3d5-4095-899c-237f7b50bd2b,48,96,80,Food and Beverage Services
a4ce65c6-8261-4eed-a760-788030d86608,df4f5e1f-e29c-417e-84e0-5eeb5b67ef1b,49,"Canned chickpeas, perfect for hummus or salads.",13,1.29,Confidential,Education,df4f5e1f-e29c-417e-84e0-5eeb5b67ef1b,df4f5e1f-e29c-417e-84e0-5eeb5b67ef1b,"VIVUS, Inc.",df4f5e1f-e29c-417e-84e0-5eeb5b67ef1b,49,26,100,Software Licenses
04e6c68e-2947-43db-b93a-0cfc74fe851a,907efa36-5971-4d9b-8426-4b0efeef6f4d,50,"Creamy chickpea dip, perfect for veggies or pita.",11,4.29,Internal Use Only,Construction,907efa36-5971-4d9b-8426-4b0efeef6f4d,907efa36-5971-4d9b-8426-4b0efeef6f4d,"The Bon-Ton Stores, Inc.",907efa36-5971-4d9b-8426-4b0efeef6f4d,50,54,84,Travel Services
08bbb307-ea89-4c84-bdce-0ad828b9157d,64cee67a-2e58-437a-b293-060f10ef48da,51,"Sweet and crisp apples, perfect for snacking.",10,1.99,Top Secret,Legal,64cee67a-2e58-437a-b293-060f10ef48da,64cee67a-2e58-437a-b293-060f10ef48da,"Guess?, Inc.",64cee67a-2e58-437a-b293-060f10ef48da,51,72,82,Electrical Components
e36d77a5-003c-4d18-a1e2-2344255f07fc,166a5dcf-367e-497d-97e9-db743bd1ac24,52,Sweet and tangy mango chutney for a flavorful dip.,9,3.99,For Official Use Only,Entertainment,166a5dcf-367e-497d-97e9-db743bd1ac24,166a5dcf-367e-497d-97e9-db743bd1ac24,Colonial Intermediate High Income Fund,166a5dcf-367e-497d-97e9-db743bd1ac24,52,79,75,Industrial Machinery
12efeada-a2f8-4d18-beb0-0dd93ff6aa03,730c16f3-fe18-496d-9475-7cf935f6b7fc,53,Sustainable bamboo utensils for cooking and serving.,8,14.99,Sensitive,Environmental Services,730c16f3-fe18-496d-9475-7cf935f6b7fc,730c16f3-fe18-496d-9475-7cf935f6b7fc,Arcos Dorados Holdings Inc.,730c16f3-fe18-496d-9475-7cf935f6b7fc,53,50,62,Consulting Services
f79eac2e-69e8-4cb0-ade3-c02778bbbe56,ee2f3e13-efa2-4913-887e-7c7898dae6cb,54,Delicious plant-based burger made with organic black beans and spices.,11,4.49,Unclassified,Manufacturing,ee2f3e13-efa2-4913-887e-7c7898dae6cb,ee2f3e13-efa2-4913-887e-7c7898dae6cb,Washington Prime Group Inc.,ee2f3e13-efa2-4913-887e-7c7898dae6cb,54,64,91,Medical Devices
72c41d6c-8950-471c-b48f-0d42fc2cdbd8,802f2232-46e0-439c-8885-bf0f52dd5b09,55,"Dairy-free ice cream made with coconut milk, creamy and delicious.",6,6.99,Internal Use Only,Retail,802f2232-46e0-439c-8885-bf0f52dd5b09,802f2232-46e0-439c-8885-bf0f52dd5b09,"Capricor Therapeutics, Inc.",802f2232-46e0-439c-8885-bf0f52dd5b09,55,74,49,Laboratory Equipment
c0b77989-29c8-47fc-8388-30d16fe29e3b,9302ac94-ae14-4337-b2a2-bd42b7f8bb36,56,Cordless electric screwdriver for home projects.,8,59.99,Public,Hospitality,9302ac94-ae14-4337-b2a2-bd42b7f8bb36,9302ac94-ae14-4337-b2a2-bd42b7f8bb36,El Paso Electric Company,9302ac94-ae14-4337-b2a2-bd42b7f8bb36,56,77,64,Furniture and Furnishings
5c10e78d-f8d9-4553-a8d9-5d885f703b0c,60bfc329-e286-4f60-9299-e8f222663d9f,57,Passive noise reduction headphones for focus.,10,39.99,Proprietary,Healthcare,60bfc329-e286-4f60-9299-e8f222663d9f,60bfc329-e286-4f60-9299-e8f222663d9f,Histogenics Corporation,60bfc329-e286-4f60-9299-e8f222663d9f,57,68,78,Office Supplies
2957dd22-fec9-43e9-a5ff-672dd0719981,4011c521-8687-449f-8e26-6430eb00208b,58,Delicious pasta shells filled with spinach and cheese,6,5.99,Confidential,Transportation,4011c521-8687-449f-8e26-6430eb00208b,4011c521-8687-449f-8e26-6430eb00208b,Tuesday Morning Corp.,4011c521-8687-449f-8e26-6430eb00208b,58,85,47,Cleaning Products
b6c1c476-8695-43ca-b15a-ab2b75df3895,ca19d45a-505e-486e-967a-8cd98ea9ea0f,59,Durable tablet designed for kids with parental controls.,13,129.99,Highly Confidential,Finance,ca19d45a-505e-486e-967a-8cd98ea9ea0f,ca19d45a-505e-486e-967a-8cd98ea9ea0f,"DWS High Income Opportunities Fund, Inc.",ca19d45a-505e-486e-967a-8cd98ea9ea0f,59,67,100,Computer Hardware
e13d4112-8fca-445c-93c7-d8eddd99352f,21196802-de0a-41a9-884b-a0006fd68f2f,60,Stainless steel measuring spoons set for cooking.,7,12.99,Restricted,Telecommunications,21196802-de0a-41a9-884b-a0006fd68f2f,21196802-de0a-41a9-884b-a0006fd68f2f,Clearwater Paper Corporation,21196802-de0a-41a9-884b-a0006fd68f2f,60,48,55,Telecommunications Equipment
7ed67f1a-8ed6-466c-b775-b434582c81f8,070ce141-75e1-41b4-a084-5cbc9e6428dd,61,A quick and easy fried rice mix with colorful veggies and savory seasoning.,9,3.99,Unclassified,Hospitality,070ce141-75e1-41b4-a084-5cbc9e6428dd,070ce141-75e1-41b4-a084-5cbc9e6428dd,"Evolent Health, Inc",070ce141-75e1-41b4-a084-5cbc9e6428dd,61,84,69,Furniture and Furnishings
83c46595-3001-4b98-8384-0c52b481d0d3,ff14ea54-eccc-4bc8-b38c-2899d69f275b,62,"Soft pita bread, perfect for sandwiches or dips.",11,2.99,Public,Aerospace,ff14ea54-eccc-4bc8-b38c-2899d69f275b,ff14ea54-eccc-4bc8-b38c-2899d69f275b,American Homes 4 Rent,ff14ea54-eccc-4bc8-b38c-2899d69f275b,62,111,85,Financial Services
1c6f60bc-6d04-4b03-b73b-684f9da5c1a5,b4dd9c5e-2210-4f67-a88e-dcfb0deeed72,63,Oatmeal made with savory spices and vegetables.,10,2.49,Highly Confidential,Healthcare,b4dd9c5e-2210-4f67-a88e-dcfb0deeed72,b4dd9c5e-2210-4f67-a88e-dcfb0deeed72,BlackBerry Limited,b4dd9c5e-2210-4f67-a88e-dcfb0deeed72,63,10,79,Office Supplies
84c28873-cac3-4af2-ba0c-537286ad6dbd,09e2e228-acc3-4007-be3a-4123a99a6494,64,Durable and insulated water bottle to keep beverages cold.,4,25.99,Internal Use Only,Pharmaceuticals,09e2e228-acc3-4007-be3a-4123a99a6494,09e2e228-acc3-4007-be3a-4123a99a6494,"Valhi, Inc.",09e2e228-acc3-4007-be3a-4123a99a6494,64,21,33,Educational Materials
b4bf53ee-dfb7-41ad-a3ab-4858919480b8,2231dce9-ed3d-45dc-99c7-4428406c1c2d,65,Absorbent training pads for puppies and kittens.,6,24.99,Proprietary,Finance,2231dce9-ed3d-45dc-99c7-4428406c1c2d,2231dce9-ed3d-45dc-99c7-4428406c1c2d,Shire plc,2231dce9-ed3d-45dc-99c7-4428406c1c2d,65,33,51,Computer Hardware
34914f87-f706-4158-a2ab-8b5f0b06215f,071add6c-660f-4186-8c05-f702283ec8d5,66,Compact Bluetooth speaker with rich sound quality.,11,49.99,Top Secret,Telecommunications,071add6c-660f-4186-8c05-f702283ec8d5,071add6c-660f-4186-8c05-f702283ec8d5,"Depomed, Inc.",071add6c-660f-4186-8c05-f702283ec8d5,66,30,88,Telecommunications Equipment
5d629bb4-9956-438e-ad58-4afc89bfc6dc,f73cf32c-5dd2-429f-8bfa-5880dd180c03,67,"A refreshing drink mix that combines sweet raspberries and tart lemons, perfect for summer.",5,3.99,Confidential,Legal,f73cf32c-5dd2-429f-8bfa-5880dd180c03,f73cf32c-5dd2-429f-8bfa-5880dd180c03,Orion Engineered Carbons S.A,f73cf32c-5dd2-429f-8bfa-5880dd180c03,67,62,41,Electrical Components
