school_id,school_key,school_name,address,city,state,zip,phone,alt_phone,fax,school_level,low_grade,high_grade,NCESSCHID,locationNumber
19094,bc783865-042d-418b-a226-30a541e17038,Ecole Supérieure d'Electronique de l'Ouest,12703 Blythewood Loop,Fort Myers,FL,06533,(203) 511-2947,(203) 511-2947,(203) 511-2947,Kindergarten,Grade 6,C,bc783865-042d-418b-a226-30a541e17038,00CRYU0577776125
3782,5a478106-3b79-4ce2-a299-4c7cdae9229d,Centre National d'Etudes Agronomiques des Régions Chaudes,12223 Willie Way,Houston,TX,98140,(425) 200-8522,(425) 200-8522,(425) 200-8522,Alternative School,Grade 2,B+,5a478106-3b79-4ce2-a299-4c7cdae9229d,00CSLV9160414887
5624,0ce8cc95-e074-4903-b59f-e3c9610dcf66,Pennsylvania State University at Harrisburg - The Capital College,11311 Carbondale Court,Green Bay,WI,02405,(508) 092-7912,(508) 092-7912,(508) 092-7912,Middle School,Grade 10,D-,0ce8cc95-e074-4903-b59f-e3c9610dcf66,00CSZD0099938012
10103,9c7e1a7f-842e-48fd-ba77-4cb945274703,Kanazawa College of Art,372 Boudreau Circle,Erie,PA,12222,(518) 372-1454,(518) 372-1454,(518) 372-1454,Upper Secondary,Grade 10,D-,9c7e1a7f-842e-48fd-ba77-4cb945274703,00CUAI3314015617
4526,3ce99feb-6a4e-4cbd-8660-a8ab163e5792,Alfaisal University,9366 Hosley Street,Phoenix,AZ,80525,(970) 442-5307,(970) 442-5307,(970) 442-5307,Primary,Nursery,Distinction,3ce99feb-6a4e-4cbd-8660-a8ab163e5792,00CUIF8778119869
14025,acac0d96-8d0f-4148-9fc8-401028ec205a,Chungbuk National University,14908 Sansores Street,Portland,OR,95828,(916) 358-5744,(916) 358-5744,(916) 358-5744,Vocational,Grade 10,D-,acac0d96-8d0f-4148-9fc8-401028ec205a,00CWOB1456061273
7334,dd032aa7-640b-4be1-94ce-8b215a60b22a,Universidad de Mendoza,10500 Springside Terrace,Minneapolis,MN,10459,(718) 241-9553,(718) 241-9553,(718) 241-9553,Alternative School,Year 1,Credit,dd032aa7-640b-4be1-94ce-8b215a60b22a,00CXCG4783790393
16215,d39eb380-8ab2-406e-9af4-1504cd89d9f6,Justus Liebig Universität Gießen,9483 Unique Street,Springfield,VA,38168,(901) 024-2423,(901) 024-2423,(901) 024-2423,Adult Education,Year 3,Unsatisfactory,d39eb380-8ab2-406e-9af4-1504cd89d9f6,00DAKF6889851859
8658,8a3af48f-2159-4514-81d0-e2b5d64eeff6,Women's College of Fine Arts,4204 Markward Drive,Akron,OH,45020,(937) 674-6803,(937) 674-6803,(937) 674-6803,Adult Education,Grade 2,B+,8a3af48f-2159-4514-81d0-e2b5d64eeff6,00DBQG9263414561
3447,3e7aa14a-b6b6-4214-b054-7e458a548c91,Istanbul Arel University,2964 Fudge Terrace,Oklahoma City,OK,55585,(763) 629-4784,(763) 629-4784,(763) 629-4784,Special Education,Grade 11,F,3e7aa14a-b6b6-4214-b054-7e458a548c91,00DJHH9720453056
5231,cb6781a1-862c-4e8a-bb38-48e364c1e614,St. Petersburg State Pediatric Medical Academy,5465 Columbia Place,Denver,CO,06533,(203) 692-6928,(203) 692-6928,(203) 692-6928,High School,Reception,Merit,cb6781a1-862c-4e8a-bb38-48e364c1e614,00DTYC3097024943
7516,4016fbd3-1a12-47df-878b-86000f5d835a,Ecole Centrale de Nantes,9120 Broxton Place,New Orleans,LA,28242,(704) 620-1348,(704) 620-1348,(704) 620-1348,Secondary,Grade 1,A-,4016fbd3-1a12-47df-878b-86000f5d835a,00DZZQ0084258726
10035,4f825b69-db49-47f7-b3ce-14c476b5e802,"Islamic Azad University, North Tehran",6159 Lussier Court,Fort Myers,FL,34238,(941) 052-5901,(941) 052-5901,(941) 052-5901,Vocational,Reception,Merit,4f825b69-db49-47f7-b3ce-14c476b5e802,00EAYE3186509125
7275,5a3ed48a-7aa1-4896-97ed-3da836d51c64,American University of Beirut,14226 Ipswitch Street,Greenville,SC,28215,(704) 542-0234,(704) 542-0234,(704) 542-0234,Pre-Kindergarten,Grade 2,B+,5a3ed48a-7aa1-4896-97ed-3da836d51c64,00EBAR6775740298
17980,7c95fd18-df5d-4d5e-8270-e24c5904b1bc,Universidade Federal de Ouro Preto,9966 Lockett Lane,Des Moines,IA,70883,(225) 331-6445,(225) 331-6445,(225) 331-6445,Secondary,Pre-Kindergarten,A,7c95fd18-df5d-4d5e-8270-e24c5904b1bc,00EFQF8585006748
1417,e1c0f582-f787-413c-82ee-d2ece1e5d94d,Instituto de Enseñanza Superior Oteima,298 Stivender Place,Evanston,IL,37250,(615) 697-5714,(615) 697-5714,(615) 697-5714,High School,Transitional Kindergarten,High Distinction,e1c0f582-f787-413c-82ee-d2ece1e5d94d,00EHSA2461785733
17044,69e5f9c4-78fd-4539-a9b9-bd334e185165,Ch. Charan Singh University,6064 Soulliere Avenue,Glendale,AZ,33153,(786) 029-5516,(786) 029-5516,(786) 029-5516,Secondary,Grade 11,F,69e5f9c4-78fd-4539-a9b9-bd334e185165,00EIYS8447054551
15757,51223289-117e-4ac9-ab91-da96073d243a,Universidad Madero,2803 Troy Loop,Fort Worth,TX,88519,(915) 020-5586,(915) 020-5586,(915) 020-5586,Elementary,Year 3,Unsatisfactory,51223289-117e-4ac9-ab91-da96073d243a,00ELBT3988324563
17651,720131fd-2e1b-47ac-ac1f-aecff4b04295,Military Technical College,10472 Kasper Court,San Antonio,TX,64109,(816) 855-0116,(816) 855-0116,(816) 855-0116,Alternative School,Year 1,Credit,720131fd-2e1b-47ac-ac1f-aecff4b04295,00EQAK8292678678
14957,ddd56519-05b6-45d4-b513-93cf80d27714,Nkumba University,11011 Sumner Loop,Fayetteville,NC,78235,(210) 369-4832,(210) 369-4832,(210) 369-4832,High School,Kindergarten,A+,ddd56519-05b6-45d4-b513-93cf80d27714,00EUBA4743671490
10711,d2857760-2e3e-455c-983a-d4fa3cc0ce9e,Fordham University,12539 Knightsbridge Place,Los Angeles,CA,76147,(817) 695-7798,(817) 695-7798,(817) 695-7798,Upper Secondary,Grade 12,Pass,d2857760-2e3e-455c-983a-d4fa3cc0ce9e,00EWHQ1972671078
17134,7389e1df-6e79-4e30-9a16-daf434c3c6c9,State University of New York College at Brockport,4861 Midland Terrace,Sarasota,FL,95828,(916) 501-0820,(916) 501-0820,(916) 501-0820,Special Education,Grade 12,Pass,7389e1df-6e79-4e30-9a16-daf434c3c6c9,00EWLR2424555136
9827,a064a4a1-232a-4533-8b29-98de21c6dfeb,Christian Brothers University,11235 Morse Boulevard,El Paso,TX,34114,(239) 650-9444,(239) 650-9444,(239) 650-9444,Vocational,Grade 3,B,a064a4a1-232a-4533-8b29-98de21c6dfeb,00EWLX2483224713
16856,613ab05b-59d2-4229-ae36-559cdbf15d28,Hokkaido University of Health Sciences,13916 Yager Lane,Fort Lauderdale,FL,20036,(202) 994-1446,(202) 994-1446,(202) 994-1446,Upper Secondary,Transitional Kindergarten,High Distinction,613ab05b-59d2-4229-ae36-559cdbf15d28,00EXYV0015256185
9649,b9726f25-d121-4f6a-898c-60394a0d10f6,California University of Management and Sciences,6216 Norman Run,Los Angeles,CA,63116,(314) 903-6122,(314) 903-6122,(314) 903-6122,Upper Secondary,Year 3,Unsatisfactory,b9726f25-d121-4f6a-898c-60394a0d10f6,00EZZG4072936876
5877,b77767b8-50a4-42f1-a69a-1e606f381932,Saga University,3926 Clay Terrace,Boise,ID,29411,(843) 124-0489,(843) 124-0489,(843) 124-0489,High School,Nursery,Distinction,b77767b8-50a4-42f1-a69a-1e606f381932,00FCAX3496177002
11884,100a72fa-eef6-42db-88d6-558a8322306e,University of Dongola,8895 Alcona Avenue,Boca Raton,FL,79934,(915) 247-8966,(915) 247-8966,(915) 247-8966,Vocational,Year 3,Unsatisfactory,100a72fa-eef6-42db-88d6-558a8322306e,00FLPI4067073851
10305,812fd0f8-7429-4777-ac4d-8bfcc5de2fff,Shanghai Second Polytechnic University,11928 Gage Street,Springfield,VA,74133,(918) 093-4243,(918) 093-4243,(918) 093-4243,Pre-Kindergarten,Grade 12,Pass,812fd0f8-7429-4777-ac4d-8bfcc5de2fff,00FUHR0063222941
2581,537d4899-79ad-4a87-ad0f-4c8c2474cc96,Georgia State University,5491 Pebble Beach Lane,Dallas,TX,50305,(515) 163-2601,(515) 163-2601,(515) 163-2601,Pre-Kindergarten,Kindergarten,A+,537d4899-79ad-4a87-ad0f-4c8c2474cc96,00FWNM5583167599
10320,716f96ba-1ac9-403f-aa45-89b2828ae0c4,Universitas Darma Agung,4667 El Esparza Lane,Chattanooga,TN,14619,(585) 537-1520,(585) 537-1520,(585) 537-1520,Upper Secondary,Reception,Merit,716f96ba-1ac9-403f-aa45-89b2828ae0c4,00GANN8197100233
3768,8c4c27c1-2d43-46c1-8d12-2e1c07a86255,Université Louis Pasteur (Strasbourg I),6567 Juneberry Avenue,Anchorage,AK,80299,(303) 418-4208,(303) 418-4208,(303) 418-4208,Middle School,Year 2,Satisfactory,8c4c27c1-2d43-46c1-8d12-2e1c07a86255,00GBGO7726194896
701,4650de02-ec7e-44fc-9001-6d88ea96cf6e,Baltic State Technical University,2607 Dolan Court,Boca Raton,FL,33954,(941) 234-4003,(941) 234-4003,(941) 234-4003,Upper Secondary,Year 1,Credit,4650de02-ec7e-44fc-9001-6d88ea96cf6e,00GCUW9093401883
4213,9f6ac4ce-8ab7-40e0-bd8c-294a729ba0fa,Sree Chitra Tirunal Institute for Medical Sciences and Technology,10254 Gentle Terrace,Akron,OH,19160,(215) 482-6050,(215) 482-6050,(215) 482-6050,Alternative School,Grade 8,D+,9f6ac4ce-8ab7-40e0-bd8c-294a729ba0fa,00GEUV4067496661
16642,1a5c1c8d-737c-4cc7-a2fa-036ee68f8043,Pennsylvania State University - Abington,12298 Chaires Place,Denver,CO,35805,(256) 561-2935,(256) 561-2935,(256) 561-2935,Alternative School,Pre-Kindergarten,A,1a5c1c8d-737c-4cc7-a2fa-036ee68f8043,00GHJQ7242478507
13034,10d63433-405e-470a-953e-e55e3a770c9e,Universidad de Chile,4170 Ovada Terrace,Frederick,MD,33620,(813) 311-5878,(813) 311-5878,(813) 311-5878,Elementary,Grade 11,F,10d63433-405e-470a-953e-e55e3a770c9e,00GHUK1160617573
6121,16d08404-048d-4c39-b1fa-67be7def500e,East West University,9713 Teresa Terrace,Philadelphia,PA,62794,(217) 923-3270,(217) 923-3270,(217) 923-3270,Adult Education,Grade 3,B,16d08404-048d-4c39-b1fa-67be7def500e,00GHWS3997808116
3785,0f983ecb-9750-4fea-b0e9-6a8c389684d3,Al-Quds University - The Arab University in Jerusalem,14966 Rockingham Road,Houston,TX,13224,(315) 423-4275,(315) 423-4275,(315) 423-4275,Pre-Kindergarten,Grade 11,F,0f983ecb-9750-4fea-b0e9-6a8c389684d3,00GNHF4575587885
16437,c69ee1b4-6ae9-42cb-901d-bf3b4fcaa8da,"Royal Academy of Music, University of London",2714 Dutchess Loop,Portland,OR,99507,(907) 464-2838,(907) 464-2838,(907) 464-2838,Pre-Kindergarten,Grade 3,B,c69ee1b4-6ae9-42cb-901d-bf3b4fcaa8da,00HCDH8114403373
14628,5b2a8839-88bb-4491-a870-8338e225d911,Universidad Mariana,13705 San Antonio Lane,Springfield,VA,36177,(334) 456-3743,(334) 456-3743,(334) 456-3743,Pre-Kindergarten,Grade 12,Pass,5b2a8839-88bb-4491-a870-8338e225d911,00HGGU0682252310
7526,4d8a87f2-9388-4a48-a472-8c6bdc2469b9,Kent State University - East Liverpool,5356 McCranie Terrace,New York City,NY,40618,(502) 667-9445,(502) 667-9445,(502) 667-9445,Special Education,Grade 6,C,4d8a87f2-9388-4a48-a472-8c6bdc2469b9,00HHPR6555900544
3297,fe3290b9-a447-46f0-ba99-2f818aa1c923,Universiti Teknologi Petronas,3542 Laine Terrace,Chattanooga,TN,88530,(915) 503-6204,(915) 503-6204,(915) 503-6204,Upper Secondary,Grade 5,C+,fe3290b9-a447-46f0-ba99-2f818aa1c923,00HJKQ3622613500
12719,46e44212-b037-4944-a441-c48e4d7f6c4b,Universidad José Maria Vargas,13274 Fontana Court,Bakersfield,CA,90094,(323) 156-3672,(323) 156-3672,(323) 156-3672,High School,Grade 6,C,46e44212-b037-4944-a441-c48e4d7f6c4b,00HKUL4860777865
7313,d740662c-2f81-407c-a06b-2d5cf173e002,Dong Eui University,3664 Neighborly Way,Gainesville,FL,31422,(912) 479-5923,(912) 479-5923,(912) 479-5923,Alternative School,Pre-Kindergarten,A,d740662c-2f81-407c-a06b-2d5cf173e002,00HOSZ3814870237
13568,907d7a53-30a3-42c1-a26e-a2b5f7f07236,Kirkwood Community College,5277 Timon Street,Mesquite,TX,19495,(484) 106-9358,(484) 106-9358,(484) 106-9358,Secondary,Grade 10,D-,907d7a53-30a3-42c1-a26e-a2b5f7f07236,00HTUQ6560840000
9474,5b3e429a-8f2c-4575-b8f9-1b05c2500f3f,Ecole Supérieure des Sciences Economiques et Commerciales,7201 Apollo Lane,Fort Myers,FL,20244,(202) 052-1410,(202) 052-1410,(202) 052-1410,Vocational,Grade 4,B-,5b3e429a-8f2c-4575-b8f9-1b05c2500f3f,00HUEJ9161915615
11438,5555dfb1-3328-4058-87ec-914c03664b38,Kushiro Public University of Economics,11440 Lenore Lane,Trenton,NJ,49048,(269) 631-4659,(269) 631-4659,(269) 631-4659,Vocational,Grade 11,F,5555dfb1-3328-4058-87ec-914c03664b38,00HUJJ1130677912
2511,68f6a6f8-05d2-45aa-8b3f-0f94509a89f4,Eastern Conservatory of Music,283 Oren Avenue,Little Rock,AR,38181,(901) 800-6256,(901) 800-6256,(901) 800-6256,Adult Education,Grade 4,B-,68f6a6f8-05d2-45aa-8b3f-0f94509a89f4,00HVSJ7057078323
13480,becbf2b1-236a-495d-963f-64057ef3b991,Cardinal Stefan Wyszynski University in Warsaw,9234 Cooper Loop,Denver,CO,78296,(210) 195-3249,(210) 195-3249,(210) 195-3249,Upper Secondary,Nursery,Distinction,becbf2b1-236a-495d-963f-64057ef3b991,00HWGO4902069437
15347,f27f0824-020f-45da-a67a-3d6788ea26e2,Amman Arab University for Higher Studies,7656 Carla Fink Court,Vancouver,WA,50310,(515) 415-9196,(515) 415-9196,(515) 415-9196,Upper Secondary,Grade 4,B-,f27f0824-020f-45da-a67a-3d6788ea26e2,00HWKY9280391215
7701,8d3c1d4d-1e5e-4a96-b5c2-ef53e85224ee,Chu Hai College,6233 Mccook Street,Tempe,AZ,74116,(918) 217-8168,(918) 217-8168,(918) 217-8168,Upper Secondary,Year 3,Unsatisfactory,8d3c1d4d-1e5e-4a96-b5c2-ef53e85224ee,00HYBG3681962533
15176,378b8726-fa15-4d66-a541-6cc77947a476,Kagawa Medical School,2123 Pape Place,Frederick,MD,94142,(415) 740-1669,(415) 740-1669,(415) 740-1669,High School,Grade 12,Pass,378b8726-fa15-4d66-a541-6cc77947a476,00HZDP0277481471
9436,94768d42-e999-4411-9a56-b5796db57d0b,Universidad Autónoma de la Laguna,12918 Ellerslie Court,New Orleans,LA,99599,(907) 393-7358,(907) 393-7358,(907) 393-7358,Secondary,Grade 8,D+,94768d42-e999-4411-9a56-b5796db57d0b,00HZIR8976992529
9824,9adcc5d2-4711-4016-925d-b1d824ec5b7e,"St.Patrick's International College, London",9363 Kathleen Lane,Baton Rouge,LA,95108,(408) 590-1318,(408) 590-1318,(408) 590-1318,Kindergarten,Grade 9,D,9adcc5d2-4711-4016-925d-b1d824ec5b7e,00IBON9481324590
6951,6cb2e20d-638f-4b54-a8c3-38d03af55460,University of Jyväskylä,10205 Niles Court,New York City,NY,21705,(240) 025-7133,(240) 025-7133,(240) 025-7133,Middle School,Grade 12,Pass,6cb2e20d-638f-4b54-a8c3-38d03af55460,00IGFR1599018335
4729,1682a645-0c0b-4cd8-b4af-b5d24a0056fe,Osun State University,14476 Emmalee Place,Boise,ID,95173,(408) 380-6920,(408) 380-6920,(408) 380-6920,Alternative School,Year 2,Satisfactory,1682a645-0c0b-4cd8-b4af-b5d24a0056fe,00IITD3693358068
3719,8b9d1e3a-d044-49b6-98ae-106abd3fd4a4,MGH Institute of Health Professions,13291 Due West Drive,Boston,MA,75310,(214) 394-4588,(214) 394-4588,(214) 394-4588,High School,Transitional Kindergarten,High Distinction,8b9d1e3a-d044-49b6-98ae-106abd3fd4a4,00INSQ1981028564
10518,ca8e423a-9dc7-45ed-8cf6-f2d69ec3fc69,Tomsk State Pedagogical University,9949 Olympia Street,Hialeah,FL,92145,(619) 746-1153,(619) 746-1153,(619) 746-1153,Primary,Grade 12,Pass,ca8e423a-9dc7-45ed-8cf6-f2d69ec3fc69,00IOTO4595808685
9297,46870b37-6819-4a5c-9aa2-cb58d615d288,Kagoshima University,11365 Travelers Rest Court,Erie,PA,34205,(941) 690-3367,(941) 690-3367,(941) 690-3367,Special Education,Grade 2,B+,46870b37-6819-4a5c-9aa2-cb58d615d288,00IOZU2421854999
4871,679377df-43a5-4bc3-91c7-6a15224513f3,Lutheran School Of Theology In Aarhus,10902 Alcona Avenue,Tempe,AZ,70815,(225) 425-1377,(225) 425-1377,(225) 425-1377,Upper Secondary,Year 3,Unsatisfactory,679377df-43a5-4bc3-91c7-6a15224513f3,00IPQC0263271218
7764,1cf08a4b-08d5-48fa-8bd9-a63874e2380f,Khmelnitsky National University,545 Erika Place,Oklahoma City,OK,98158,(206) 492-4803,(206) 492-4803,(206) 492-4803,Middle School,Grade 2,B+,1cf08a4b-08d5-48fa-8bd9-a63874e2380f,00IQCL8819599278
16427,4e9c00b1-29af-43bd-b8e0-825b8dcaf652,Tokushima University,4999 Bachman Path,Boca Raton,FL,90305,(323) 962-7048,(323) 962-7048,(323) 962-7048,Middle School,Transitional Kindergarten,High Distinction,4e9c00b1-29af-43bd-b8e0-825b8dcaf652,00ITGX7364798912
19516,99529f39-caa5-4bb5-89a1-929d30c63a2a,Kabul Health Sciences Institute,6161 Kimberwicke Avenue,Houston,TX,34102,(239) 367-6239,(239) 367-6239,(239) 367-6239,Middle School,Year 1,Credit,99529f39-caa5-4bb5-89a1-929d30c63a2a,00IZCH3235598629
2971,bea9ecaf-4f69-4239-ba51-897bdea38ef6,Osaka University of Economics,3334 Seabrook Court,Denver,CO,61656,(309) 592-9127,(309) 592-9127,(309) 592-9127,Special Education,Pre-Kindergarten,A,bea9ecaf-4f69-4239-ba51-897bdea38ef6,00JDOU3265068984
18101,ad38cbcf-27b5-4634-84d6-6023e0ee4ecb,University of NorthWest,6521 Glendale Lane,Dallas,TX,60674,(312) 382-9795,(312) 382-9795,(312) 382-9795,Upper Secondary,Reception,Merit,ad38cbcf-27b5-4634-84d6-6023e0ee4ecb,00JDPL1417911899
10980,68a81ff9-597d-457a-81fd-504e57442500,Maharaja Sayajirao University of Baroda,9566 Bernay Court,Green Bay,WI,45233,(513) 328-0597,(513) 328-0597,(513) 328-0597,Secondary,Grade 12,Pass,68a81ff9-597d-457a-81fd-504e57442500,00JHTT7495239212
15552,eac09861-85a8-484a-a46c-e8a9d76defcb,Federal University of Petroleum Resources,7370 Springdale Path,New York City,NY,72204,(501) 125-6785,(501) 125-6785,(501) 125-6785,Pre-Kindergarten,Grade 1,A-,eac09861-85a8-484a-a46c-e8a9d76defcb,00JJDA1922311558
6921,b8f762f0-847e-40a9-98a8-d1634f7f5a43,Universidad Odontológica Dominicana,12252 Silver Oak Avenue,El Paso,TX,94164,(415) 484-5398,(415) 484-5398,(415) 484-5398,Elementary,Reception,Merit,b8f762f0-847e-40a9-98a8-d1634f7f5a43,00JLJR0004588519
5437,33e15961-10fb-4fa0-8c8d-1ff824d016bf,Central University College,10717 Waterlily Avenue,Sarasota,FL,70593,(337) 812-7201,(337) 812-7201,(337) 812-7201,Elementary,Nursery,Distinction,33e15961-10fb-4fa0-8c8d-1ff824d016bf,00JTXW7921373697
13979,6a349ba2-21c7-4fc6-bc72-4097c745fe04,Mondragon Univertsitatea,12091 Lucky Lane,Green Bay,WI,92415,(760) 458-3769,(760) 458-3769,(760) 458-3769,Middle School,Grade 4,B-,6a349ba2-21c7-4fc6-bc72-4097c745fe04,00JUNS1392221952
9865,fc104ab6-f461-4671-8608-bb405e992813,Universitas Khairun,7673 Quelly Road,Fort Lauderdale,FL,90510,(818) 040-7959,(818) 040-7959,(818) 040-7959,Adult Education,Reception,Merit,fc104ab6-f461-4671-8608-bb405e992813,00JZCY5173325728
19510,0cb592bb-aaa8-496d-bf34-37b12ae6c270,Universidad Industrial de Santander,5422 El Nino Street,Sarasota,FL,02453,(978) 089-8204,(978) 089-8204,(978) 089-8204,High School,Grade 7,C-,0cb592bb-aaa8-496d-bf34-37b12ae6c270,00KAFL1168490957
17176,2a98757e-3850-4146-8f82-f84921da9efb,Rockhurst College,6933 Pilar Place,Fort Lauderdale,FL,55436,(612) 451-6841,(612) 451-6841,(612) 451-6841,Primary,Grade 2,B+,2a98757e-3850-4146-8f82-f84921da9efb,00KCKD6534299596
17243,69cd1de4-d5a8-45bc-9fa6-77b74e094843,Universidad Regiomontana,10195 Mead Place,New York City,NY,85383,(928) 721-1570,(928) 721-1570,(928) 721-1570,Alternative School,Year 3,Unsatisfactory,69cd1de4-d5a8-45bc-9fa6-77b74e094843,00KDEE9029086967
19238,24df6acc-e018-4e7a-a2d0-4d7204dd83d9,University of Southern Europe (Monaco Business School),3589 Chula Vista Avenue,Mesquite,TX,25362,(304) 086-2725,(304) 086-2725,(304) 086-2725,Elementary,Year 3,Unsatisfactory,24df6acc-e018-4e7a-a2d0-4d7204dd83d9,00KGFY5941698538
