district_id,district_key,name,state
42,dffc7487-8a6c-4159-b7a4-54d6d1c133db,Wichita,KS
43,f5eff6ae-0a9c-4ea5-a24b-a5d749a69a08,Fort Lauderdale,FL
44,e931c7f2-afdc-4cbb-b98c-a81da1604066,Boston,MA
45,dae650bb-4343-44ed-be67-62cba2ce1b56,Washington,DC
46,41e8027c-9b45-4b70-860f-35a82232d3b2,Portland,OR
47,2dd079a2-ad2a-4cdd-a858-0d3798d753e0,Denver,CO
48,e7e63447-9dfa-43e0-83db-7b37302e55ad,Fort Lauderdale,FL
49,738131be-ae3e-4aae-8aa5-3b9bc98ce097,Saint Augustine,FL
50,84147794-8ab1-4bf0-b88e-b8974725837f,Philadelphia,PA
51,a992e774-4ca9-4d0e-91e5-7e7b7e9c473b,Pocatello,ID
52,938d3732-e855-46bc-8f39-f813ef6dd294,Houston,TX
53,832b83dd-fcde-4a28-b875-7a1c1f60c86a,Birmingham,AL
54,cd9b13c2-9998-4563-9d09-afc9bfdad9e0,Silver Spring,MD
55,1f28b985-7c58-4736-989b-dbf335651957,Anchorage,AK
56,e0f53f02-d630-44c0-bee1-0f831ad2363f,Philadelphia,PA
57,a4581de1-c200-46ce-8f0f-e26db2f87ffb,Los Angeles,CA
58,dadb639f-34b3-4ba5-85e6-92a13df28fe6,Des Moines,IA
59,ba14073c-a553-4160-ad81-b12eb3b91c82,Lubbock,TX
60,a3977a6e-69f7-488d-a993-64fedb90ea57,Fresno,CA
61,a2dc428e-e23b-4eca-abbb-240e3d1af15f,Hialeah,FL
62,57d02338-c852-4854-8a47-9cbfc79db983,Dallas,TX
63,d41b755f-e45b-4d17-8631-0d8b4d3e428a,Washington,DC
64,3d7d5db6-a353-4a72-84da-a419e6e016c3,Abilene,TX
65,838de930-a7e7-4c77-8f40-30ae6f358b52,Hot Springs National Park,AR
66,bd8d137d-5d4a-4330-89f7-c43b909c5d9c,Akron,OH
67,68fe04c3-da7c-4507-b919-ef5809790c73,Fort Worth,TX
68,857d00c9-502f-48ed-9b1a-dbbda7064d85,Bakersfield,CA
69,01c4ce30-bc14-45ea-bb62-a489002c04b3,Kingsport,TN
70,c3614f74-00c4-4022-ace9-5fa6b091176a,Fayetteville,NC
71,da1f8b3a-79f9-4c66-be9b-fbc899e891a2,Mesquite,TX
72,21fa0ef1-deff-496a-933e-b2a69ebd95da,Fort Myers,FL
73,38fcda27-ab68-4e8e-9be1-a3db97323585,Sacramento,CA
74,8a3a8431-e2a8-4b08-844f-2eb449e73076,Newport News,VA
75,fbbe6e4d-babf-42b7-8e05-725a9e79b1d0,Denver,CO
76,88704f91-65a9-4622-b68d-f0f910062925,Gainesville,FL
77,4ff968e8-a9fe-497e-9580-3211826b9074,Trenton,NJ
78,3ea8147c-2cc6-45f8-ace1-dcfda61633f5,Evanston,IL
79,a2e3d705-137c-486f-b958-8f6839b79539,Orlando,FL
80,aeb11d36-41c1-4c73-ad77-784e93321f6d,Portland,OR
81,a14dd5c2-ee56-415d-ba85-ac56b12ca21a,Boise,ID
82,9f60e308-6151-457f-b253-eefb40cf119d,Amarillo,TX
83,b783b8f1-7a69-4d01-8bc5-691decbe4015,Oklahoma City,OK
84,e5bdf6ba-0dbc-4481-b91e-b8c844ce155e,Greenville,SC
85,335c94c8-e391-49c9-8139-db4b50b0d4a5,New York City,NY
86,8e399636-845f-4452-bd1e-3d4376babdc6,Tucson,AZ
87,8b85079c-2d3c-459d-9b49-2748c44e63e1,New York City,NY
88,f8273edb-eba9-42cf-93c7-abb8dcd2c951,Washington,DC
89,ed4fc4d3-a4a6-41b2-af45-44e6fecfbbe0,Baton Rouge,LA
90,0c5f4fab-79e9-466b-b8c4-d584731c67c4,Los Angeles,CA
91,bafa34e5-2d70-4c96-a803-f5c6b8f4f5d4,San Antonio,TX
92,fd29c657-99c6-483c-b72d-5108d9c260c1,New York City,NY
93,9f620da0-0261-431a-80d2-440278335f1f,San Jose,CA
94,0f04f5d7-262c-43d9-b6a4-0d5074bee76c,Santa Ana,CA
95,f20208ed-6878-42ee-ab1a-2f222ffc8104,Ann Arbor,MI
96,66e19fd9-d0de-4e46-9a20-84a6efee545b,Vancouver,WA
97,c24ea21d-8047-42f0-9681-8b6cfd4ab0d2,New Orleans,LA
98,afd772cf-e39e-4521-afb9-f7478d6f179a,Pittsburgh,PA
99,5c1478f9-19ba-438a-98e4-905e7fdb384a,Philadelphia,PA
100,35084850-7c4e-43c2-8a88-a049a31a05d4,Atlanta,GA
